,Distribuidor,Fecha,Toneladas
22407,LAGUI,2020-02-29,0.2561
22408,CODIFER,2020-03-02,51852.915781
22409,DICOBELSA - LIMA,2020-03-02,93326.312183
22410,EDUFARMA MERCADO,2020-03-02,487260.982534
22411,GUMISA - HUARAZ,2020-03-02,33544.434463
22412,LA GENOVESA - ILO,2020-03-02,2568.079427
22413,LANCERO - HUANUCO,2020-03-02,3456.172621
22414,VEGA - CENTRO,2020-03-02,86217.076117
22415,ZV,2020-03-02,63362.19728
22416,RICMAN,2020-03-03,1.916101
22417,SAUL,2020-03-03,29029.058741
22418,TAMBOS LIMA,2020-03-03,63964.808127
22419,CODIJISA - TRUJILLO,2020-03-04,165059.74654
22420,DIJISA - HUANCAYO,2020-03-04,69293.308877
22421,DIPSA-ANDAHUAYLAS,2020-03-04,54224.975543
22422,DROGUERIA SAN MARTIN,2020-03-04,58909.468838
22423,EDUSA,2020-03-04,170869.725084
22424,MARRACHE,2020-03-04,1720677.34258
22425,DISART,2020-03-05,113540.740545
22426,EUROVA,2020-03-05,8321.302516
22427,LANCERO - LA MERCED,2020-03-05,5800.113035
22430,DIJISA - LIMA,2020-03-06,149537.985456
22431,LANCERO - TINGO MARIA,2020-03-06,40288.335307
22432,MELVIN MICHEL AL,2020-03-06,81546.647763
22433,SAN JUAN,2020-03-06,91915.737478
22435,TAYMI,2020-03-06,224650.682414
22436,ZV,2020-03-06,54314.737007
22437,CODIJISA - PIURA,2020-03-07,146641.891383
22438,CURTIS ESTE,2020-03-07,169247.098568
22439,DIJISA - CHINCHA,2020-03-07,25923.910271
22440,KONSUMASS,2020-03-07,132435.738167
22441,LA GENOVESA - MOQUEGUA,2020-03-07,16264.034229
22443,STA APOLONIA - T,2020-03-07,320412.922401
22444,TAMBOS AQP,2020-03-07,137284.657826
22445,AGA - TARAPOTO,2020-03-09,138324.390241
22446,CASA GRANDE,2020-03-09,128769.27534
22447,LA GENOVESA - TACNA,2020-03-09,29617.566508
22448,LIDER - CHEPEN,2020-03-09,497628.831924
22450,CHUPACA BUSINESS,2020-03-10,291458.556112
22451,MOLISAC,2020-03-10,136185.563494
22452,MYG,2020-03-10,1680.553817
22453,VEGA - NORTE,2020-03-10,149616.211238
22454,AGA - MOYOBAMBA,2020-03-11,54597.373019
22456,FERROL,2020-03-11,65209.492688
22457,JRC - NAZCA,2020-03-11,15452.296442
22459,PATITA SAC,2020-03-11,69872.770012
22460,TCA SAC,2020-03-11,88178.826121
22461,5M DISTRIBUCIONES,2020-03-12,279345.255793
22462,DIJISA - AYACUCHO,2020-03-12,74761.186568
22464,GRUPO SVS,2020-03-12,239010.873145
22465,MYL_HERMANOS,2020-03-12,107467.585594
22466,SIPAN - Y,2020-03-12,86441.603042
22467,TAYMI,2020-04-03,43645.9021
22468,CURTIS NORTE,2020-04-04,144220.450288
22469,DIJISA - LIMA,2020-04-04,153270.757253
22471,ECONOMYSA,2020-04-04,201903.321804
22473,SAN JUAN,2020-04-04,36942.740792
22474,VEGA - ESTE,2020-04-04,89713.690164
22475,DIPSA-AYACUCHO,2020-04-06,30264.712524
22476,STA APOLONIA - T,2020-04-06,119674.406984
22477,VEGA - SUR,2020-04-06,70701.410028
22478,AGA - TARAPOTO,2020-04-07,25381.224239
22480,DYCART,2020-04-07,44634.350779
22481,KONSUMASS,2020-04-07,46083.02117
22483,DIJISA - AYACUCHO,2020-04-08,96828.785027
22484,PATITA SAC,2020-04-08,65170.998465
22485,SAUL,2020-04-08,47748.920357
22486,LAGUI,2020-04-09,0.17431
22487,LIDER - TRUJILLO,2020-04-10,0.002163
22488,DIJISA - LIMA,2020-04-11,223439.798235
22490,JRC - NAZCA,2020-04-11,45815.837314
22492,SAN JUAN,2020-04-11,4908.47205
22493,VEGA - ESTE,2020-04-11,99909.949612
22494,VEGA - NORTE,2020-04-11,208978.991776
22495,DIPSA-AYACUCHO,2020-04-13,73990.327236
22496,STA APOLONIA - T,2020-04-13,80988.278826
22497,VEGA - SUR,2020-04-13,80716.860795
22498,AGA - TARAPOTO,2020-04-14,87096.310709
22500,DYCART,2020-04-14,129200.831138
22501,KONSUMASS,2020-04-14,55186.603565
22503,SAUL,2020-04-15,48580.699855
22505,GUMISA - HUARAZ,2020-04-16,111752.713047
22506,LA GENOVESA - MOQUEGUA,2020-04-16,19272.123893
22507,MYG,2020-04-16,289.367828
22508,MYL_HERMANOS,2020-04-16,424162.171801
22509,URBANO,2020-04-16,233496.862714
22510,CODIJISA - TRUJILLO,2020-04-17,70655.399698
22511,GRUPO SVS,2020-04-17,90629.840921
22512,RICMAN,2020-04-17,50807.919869
22513,CURTIS NORTE,2020-04-18,216308.253167
22515,JRC - NAZCA,2020-04-18,32078.499414
22516,SAN JUAN,2020-04-18,202106.878117
22517,VEGA - NORTE,2020-04-18,225188.519812
22518,DIPSA-AYACUCHO,2020-04-20,74357.226948
22519,FERROL,2020-04-20,8144.199224
22521,VEGA - SUR,2020-04-20,107109.85612
22523,AGA - TARAPOTO,2020-04-21,8949.386162
22525,KONSUMASS,2020-04-21,82754.064549
22526,TEMMY,2020-04-21,35737.020369
22527,ZV,2020-04-21,133709.781055
22528,AGA - JAEN,2020-04-22,79067.325356
22530,CODIJISA - PIURA,2020-04-23,78531.05446
22531,GUMISA - HUARAZ,2020-04-23,23064.755813
22532,LA GENOVESA - MOQUEGUA,2020-04-23,2880.0486
22533,LAGUI,2020-04-23,130735.590015
22534,MYG,2020-04-23,0.416764
22535,URBANO,2020-04-23,80725.831809
22536,CODIJISA - CHIMBOTE,2020-04-24,93497.36124
22537,CODIJISA - TRUJILLO,2020-04-24,51113.978559
22539,GRUPO SVS,2020-04-24,83172.974818
22541,RICMAN,2020-04-24,30022.009431
22542,DACIA - LIMA,2020-04-25,134470.534186
22543,JRC - NAZCA,2020-04-25,61815.404207
22544,LANCERO - HUANUCO,2020-04-25,7256.681341
22545,LIDER - CHEPEN,2020-04-25,447616.897845
22546,VEGA - NORTE,2020-04-25,196950.758899
22548,DIPSA-ANDAHUAYLAS,2020-04-27,212417.334605
22549,FERROL,2020-04-27,17232.937082
22550,VEGA - SUR,2020-04-27,94486.692302
22552,AGA - MOYOBAMBA,2020-04-28,74310.717454
22553,ZV,2020-04-28,120730.115931
22554,5M DISTRIBUCIONES,2020-04-29,83487.551869
22555,AGA - JAEN,2020-04-29,11580.991786
22557,EDUFARMA MERCADO,2020-04-29,892314.580899
22558,MELVIN MICHEL AL,2020-04-29,325546.796831
22559,CODIJISA - PIURA,2020-04-30,93601.482555
22560,LA GENOVESA - MOQUEGUA,2020-04-30,24695.859171
22561,MARRACHE,2020-04-30,397112.477806
22562,MYG,2020-04-30,6780.671036
22563,DISART,2020-05-01,5437.838589
22564,DACIA - LIMA,2020-05-02,74991.474812
22565,DISTRIBUIDORA CCM,2020-05-02,62574.547776
22566,LANCERO - HUANUCO,2020-05-02,14032.544362
22567,LIDER - CHEPEN,2020-05-02,1400800.378714
22568,SODALES,2020-05-02,82884.742112
22569,ARCANGEL,2020-05-04,7288.301535
22570,DIJISA - CHINCHA,2020-05-04,35759.887107
22571,DIPSA-ANDAHUAYLAS,2020-05-04,26496.398305
22572,FERROL,2020-05-04,19148.914231
22574,AGA - MOYOBAMBA,2020-05-05,114497.266607
22575,CHUPACA BUSINESS,2020-05-05,312134.181461
22576,TEMMY,2020-05-05,1440.195144
22577,ZV,2020-05-05,210329.740114
22578,5M DISTRIBUCIONES,2020-05-06,192568.547602
22579,AGA - JAEN,2020-05-06,12520.311638
22581,EDUFARMA MERCADO,2020-05-06,1111358.108381
22582,MELVIN MICHEL AL,2020-05-06,120090.909071
22584,PANAM,2020-05-06,196961.632
22585,CODIJISA - PIURA,2020-05-07,207037.755001
22586,LANCERO - LA MERCED,2020-05-07,21988.108224
22587,MARRACHE,2020-05-07,1101584.630412
22588,CALLAYUC,2020-05-08,69765.483408
22589,DIPSA-AYACUCHO,2020-07-20,172785.615529
22590,GIANELA,2020-07-20,156136.378651
22591,GUMISA - HUARAZ,2020-07-20,47048.368992
22592,JRC - ICA,2020-07-20,80952.985772
22593,LYG-CD_SAC,2020-07-20,206745.905655
22594,CODIJISA - CHIMBOTE,2020-07-21,80316.433314
22595,DISTRIBUIDORA CCM,2020-07-21,29709.652242
22596,DYCART,2020-07-21,18499.35274
22597,LANCERO - HUANUCO,2020-07-21,37768.404643
22598,RICMAN,2020-07-21,7105.820915
22599,SODALES,2020-07-21,194526.098432
22600,DACIA - LIMA,2020-07-22,113960.223431
22601,DIJISA - HUANCAYO,2020-07-22,72706.112865
22602,EDUSA,2020-07-22,155561.816847
22603,SAUL,2020-07-22,47668.717896
22604,ARCANGEL,2020-07-23,167089.346254
22605,DIJISA - HUANCAYO,2020-07-23,71441.241703
22606,DIPSA-ANDAHUAYLAS,2020-07-23,13196.588843
22607,EDUSA,2020-07-23,134523.022054
22608,LANCERO - LA MERCED,2020-07-23,28372.187303
22609,MARRACHE,2020-07-23,468655.710281
22611,CODIFER,2020-07-24,64452.170302
22612,DICOBELSA - LIMA,2020-07-24,125074.320207
22613,LANCERO - TINGO MARIA,2020-07-24,20196.560154
22615,TAYMI,2020-07-24,33323.041551
22616,VEGA - CENTRO,2020-07-24,26793.851522
22617,ZV,2020-07-24,34269.091761
22618,DIJISA - LIMA,2020-07-25,121666.855255
22619,EDUFARMA MERCADO,2020-07-25,527359.487096
22620,KONSUMASS,2020-07-25,100563.661272
22621,LANCERO - TINGO MARIA,2020-07-25,5552.378155
22622,MELVIN MICHEL AL,2020-07-25,94438.272347
22623,SAN JUAN,2020-07-25,248424.312885
22625,TAMBOS AQP,2020-07-25,158292.506035
22626,TAYMI,2020-07-25,37099.35029
22627,ZV,2020-07-25,48505.243066
22628,DIJISA - ICA,2020-07-27,125425.424525
22629,DISART,2020-07-27,22748.731126
22630,DROGUERIA SAN MARTIN,2020-07-27,84013.757181
22631,EUROVA,2020-07-27,14426.944343
22633,MARRACHE,2020-07-27,1144482.719177
22634,DISART,2020-07-28,9480.395273
22635,KONSUMASS,2020-07-29,128430.687531
22636,PATITA SAC,2020-07-29,48061.579956
22637,VEGA - NORTE,2020-07-29,151650.610143
22639,DIJISA - AYACUCHO,2020-07-30,48460.825787
22640,DIJISA - CHINCHA,2020-07-30,74704.518308
22641,ESTILOS,2020-07-30,0.894726
22642,FERROL,2020-07-30,37145.380761
22643,LA GENOVESA - MOQUEGUA,2020-07-30,11223.878642
22644,MYL_HERMANOS,2020-07-30,417244.894498
22645,P&PJ CHINCHA,2020-07-30,168280.339649
22646,PATITA SAC,2020-07-30,30541.637264
22647,SIPAN - Y,2020-07-30,67717.643324
22648,TCA SAC,2020-07-30,31088.649432
22649,GRUPO SVS,2020-07-31,134640.800397
22650,MYL_HERMANOS,2020-07-31,239395.880674
22651,AGA - JAEN,2020-08-01,0.001061
22652,CHUPACA BUSINESS,2020-08-01,92379.389813
22653,CURTIS NORTE,2020-08-01,141491.51103
22655,PANAM,2020-08-01,78638.0
22656,VEGA - NORTE,2020-08-01,171395.034786
22657,ALMACENES_SEVILLANO,2020-08-03,0.303183
22658,CODIJISA - CHIMBOTE,2020-08-03,62793.360447
22661,LYG-CD_SAC,2020-08-03,476707.334758
22662,TCA SAC,2020-08-03,45009.846357
22663,CALLAYUC,2020-08-04,97398.289499
22666,DIPSA-ABANCAY,2020-08-04,12856.552576
22668,SODALES,2020-08-04,384515.147928
22670,AGA - JAEN,2020-08-05,31003.651401
22671,DACIA - LIMA,2020-08-05,62268.084819
22674,ARCANGEL,2020-08-06,31272.81299
22675,GUMISA - HUARAZ,2020-08-06,45813.863283
22677,CODIJISA - CHIMBOTE,2020-08-07,38480.265209
22678,GUMISA - HUARAZ,2020-08-07,21318.17186
22679,RICMAN,2020-08-07,49998.976692
22680,RODAMEOS,2020-08-07,102339.940861
22681,URBANO,2020-08-07,57501.338158
22682,CODIJISA - TRUJILLO,2020-08-08,64267.51712
22683,DACIA - LIMA,2020-08-08,64555.442864
22684,RICMAN,2020-08-08,41727.898692
22686,CODIFER,2020-08-10,19883.694555
22687,DICOBELSA - LIMA,2020-08-10,126901.629021
22688,LA GENOVESA - ILO,2020-08-10,7104.060382
22689,LANCERO - LA MERCED,2020-08-10,4804.12026
22690,VEGA - CENTRO,2020-08-10,68529.532391
22692,CODIFER,2020-08-11,34826.076971
22693,DICOBELSA - LIMA,2020-08-11,170133.727701
22695,KONSUMASS,2020-08-11,46200.727529
22696,LANCERO - TINGO MARIA,2020-08-11,6852.29232
22698,STA APOLONIA - T,2020-08-11,311743.311271
22699,TAMBOS AQP,2020-08-11,55557.141399
22700,TAYMI,2020-08-11,81969.522403
22701,VEGA - CENTRO,2020-08-11,47350.649134
22702,ZV,2020-08-11,73150.89345
22704,TAMBOS AQP,2020-08-12,152729.517286
22705,CASA GRANDE,2020-08-13,115448.451575
22706,EUROVA,2020-08-13,104546.430597
22707,LA GENOVESA - TACNA,2020-08-13,123485.71165
22708,P&PJ CHINCHA,2020-08-13,94863.320648
22709,DISART,2020-08-14,5153.566047
22710,EUROVA,2020-08-14,50872.519253
22711,MYG,2020-08-14,308.20322
22713,LANCERO - PUCALLPA,2020-07-18,18737.082414
22714,RODAMEOS,2020-07-18,51081.253842
22715,STA APOLONIA - CH,2020-07-18,39841.895051
22716,VEGA - SUR,2020-07-18,60905.120255
22718,DYCART,2020-07-20,31371.912473
22719,SAUL,2020-07-20,18512.506102
22721,GUMISA - HUARAZ,2020-07-21,67592.857613
22722,LAGUI,2020-07-21,12264.22135
22723,SAUL,2020-07-21,19401.438616
22724,URBANO,2020-07-21,59582.276025
22726,CODIFER,2020-07-22,54852.9595
22727,CODIJISA - TRUJILLO,2020-07-22,86419.392673
22728,DICOBELSA - LIMA,2020-07-22,178509.191599
22729,GUMISA - HUARAZ,2020-07-22,63079.201392
22730,LAGUI,2020-07-22,15802.610319
22731,RICMAN,2020-07-22,25575.312522
22732,URBANO,2020-07-22,130534.191524
22733,VEGA - CENTRO,2020-07-22,32561.897231
22734,CODIJISA - TRUJILLO,2020-07-23,183689.670386
22735,LANCERO - TINGO MARIA,2020-07-23,26352.583459
22736,RICMAN,2020-07-23,52162.478679
22738,DIJISA - HUANCAYO,2020-07-24,42522.198679
22739,DIJISA - LIMA,2020-07-24,109604.945569
22740,EDUSA,2020-07-24,131278.251459
22741,LA GENOVESA - ILO,2020-07-24,26516.060608
22742,SAN JUAN,2020-07-24,189690.343966
22743,TAMBOS LIMA,2020-07-24,187612.450983
22745,CURTIS ESTE,2020-07-25,105082.48592
22746,EUROVA,2020-07-25,416440.276312
22747,TAMBOS LIMA,2020-07-25,297301.599093
22749,AGA - TARAPOTO,2020-07-27,265266.016181
22751,KONSUMASS,2020-07-27,79489.512576
22752,LA GENOVESA - MOQUEGUA,2020-07-28,7592.036895
22754,GRUPO SVS,2020-07-29,28488.08462
22756,LA GENOVESA - MOQUEGUA,2020-07-29,14000.162674
22757,MYG,2020-07-29,192.194667
22758,MYL_HERMANOS,2020-07-29,290971.815546
22759,GRUPO SVS,2020-07-30,195408.789643
22760,JRC - NAZCA,2020-07-30,64513.447501
22761,LIDER - CHEPEN,2020-07-30,490016.687758
22762,VEGA - NORTE,2020-07-30,240227.978328
22763,CASA GRANDE,2020-07-31,537185.613729
22764,CURTIS NORTE,2020-07-31,166007.95579
22765,ESTILOS,2020-07-31,0.550364
22766,JRC - NAZCA,2020-07-31,84537.001456
22767,LA GENOVESA - TACNA,2020-07-31,202418.967901
22768,MOLISAC,2020-07-31,321799.753904
22770,SIPAN - Y,2020-07-31,98442.858332
22771,TCA SAC,2020-07-31,50126.642004
22772,VEGA - NORTE,2020-07-31,136019.292382
22773,ALMACENES_SEVILLANO,2020-08-01,2120.115149
22774,FERROL,2020-08-01,34453.185672
22775,LANCERO - PUCALLPA,2020-08-01,32305.94517
22776,MOLISAC,2020-08-01,168051.642334
22777,SIPAN - Y,2020-08-01,103612.938018
22778,TCA SAC,2020-08-01,19268.851867
22779,5M DISTRIBUCIONES,2020-08-03,157318.092167
22780,AGA - JAEN,2020-08-03,96196.105045
22781,AGA - MOYOBAMBA,2020-08-03,3208.161649
22784,5M DISTRIBUCIONES,2020-08-04,58652.046244
22785,AGA - JAEN,2020-08-04,47232.047422
22787,CALLAYUC,2020-08-05,52489.585895
22788,CODIJISA - CHIMBOTE,2020-08-05,44919.990216
22790,JRC - ICA,2020-08-05,109283.484636
22791,LAGUI,2020-08-05,770.158853
22792,LYG-CD_SAC,2020-08-05,415139.409343
22793,URBANO,2020-08-05,70211.131748
22794,CODIJISA - CHIMBOTE,2020-08-06,20852.976197
22796,DACIA - LIMA,2020-08-06,78950.283421
22797,DIPSA-ABANCAY,2020-08-06,35150.331488
22798,DISTRIBUIDORA CCM,2020-08-06,67983.183296
22799,JRC - ICA,2020-08-06,155517.908589
22800,LANCERO - HUANUCO,2020-08-06,14100.646579
22801,RICMAN,2020-08-06,7821.422312
22802,SODALES,2020-08-06,84458.577609
22803,DACIA - LIMA,2020-08-07,35658.118174
22804,DIJISA - HUANCAYO,2020-08-07,164630.34326
22805,DISTRIBUIDORA CCM,2020-08-07,146310.273078
22806,EDUSA,2020-08-07,141598.224396
22807,LA GENOVESA - ILO,2020-08-07,15619.206175
22808,LANCERO - HUANUCO,2020-08-07,26860.517028
22809,SODALES,2020-08-07,163094.400734
22811,ARCANGEL,2020-08-08,22192.766223
22812,DIJISA - HUANCAYO,2020-08-08,67147.346818
22813,DIPSA-ANDAHUAYLAS,2020-08-08,77913.609456
22814,EDUSA,2020-08-08,167666.557775
22815,LA GENOVESA - ILO,2020-08-08,29232.001557
22816,TAMBOS LIMA,2020-08-08,194486.140354
22818,EDUFARMA MERCADO,2020-08-10,4998875.748465
22820,ZV,2020-08-10,71588.542803
22821,CODIJISA - PIURA,2020-08-11,213955.010677
22822,EDUFARMA MERCADO,2020-08-11,4567344.75638
22823,LANCERO - LA MERCED,2020-08-11,4568.319082
22824,MARRACHE,2020-08-11,1278256.277034
22825,MELVIN MICHEL AL,2020-08-11,69560.469793
22826,CODIJISA - PIURA,2020-08-12,382243.01809
22827,DIJISA - ICA,2020-08-12,86535.012033
22828,DISART,2020-08-12,21516.149173
22829,DROGUERIA SAN MARTIN,2020-08-12,42317.378454
22831,LA GENOVESA - MOQUEGUA,2020-08-12,18048.049414
22832,LANCERO - LA MERCED,2020-08-12,7856.074499
22833,MARRACHE,2020-08-12,639331.132793
22835,CURTIS ESTE,2020-04-14,230465.120784
22836,DIJISA - CHINCHA,2020-04-14,24894.366237
22837,LA GENOVESA - MOQUEGUA,2020-04-14,16016.095024
22838,RODAMEOS,2020-04-14,73444.29413
22839,URBANO,2020-04-14,95129.875117
22842,STA APOLONIA - T,2020-04-15,114139.422318
22843,AGA - TARAPOTO,2020-04-16,220636.386979
22844,DACIA - LIMA,2020-04-16,86464.869398
22846,LIDER - CHEPEN,2020-04-16,817976.362661
22847,PANAM,2020-04-16,258819.04
22849,CASA GRANDE,2020-04-17,161450.61508
22850,LA GENOVESA - ILO,2020-04-17,20296.208663
22851,LA GENOVESA - TACNA,2020-04-17,86906.816099
22852,MOLISAC,2020-04-17,238041.6827
22854,CODIFER,2020-04-18,71897.756058
22855,CORPORACION_VEGA,2020-04-18,226669.905361
22856,DICOBELSA - LIMA,2020-04-18,173545.724473
22857,FERROL,2020-04-18,35153.761573
22858,GUMISA - HUARAZ,2020-04-18,169662.105398
22859,VEGA - CENTRO,2020-04-18,117585.792931
22860,5M DISTRIBUCIONES,2020-04-20,150748.896233
22861,CURTIS NORTE,2020-04-20,98117.608802
22864,ECONOMYSA,2020-04-20,128263.939278
22865,VEGA - ESTE,2020-04-20,112674.425417
22867,EUROVA,2020-04-21,47996.870479
22868,GIANELA,2020-04-21,158337.140858
22869,LANCERO - LA MERCED,2020-04-21,7752.262919
22870,LANCERO - PUCALLPA,2020-04-21,13077.10208
22871,CODIJISA - CHIMBOTE,2020-04-22,105552.230018
22872,DIPSA-AYACUCHO,2020-04-22,83384.741091
22873,JRC - ICA,2020-04-22,117357.841693
22874,LYG-CD_SAC,2020-04-22,126621.65996
22875,STA APOLONIA - T,2020-04-22,264465.419439
22876,VEGA - SUR,2020-04-22,111753.673839
22877,DIPSA-ABANCAY,2020-04-23,28720.66904
22878,DISTRIBUIDORA CCM,2020-04-23,307740.957999
22880,DYCART,2020-04-23,165628.768585
22881,KONSUMASS,2020-04-23,142918.722282
22882,LANCERO - HUANUCO,2020-04-23,58512.380278
22883,SODALES,2020-04-23,217581.575697
22884,TAMBOS AQP,2020-04-23,99033.122604
22886,CASA GRANDE,2020-04-24,242549.751778
22887,DIJISA - AYACUCHO,2020-04-24,55900.889541
22888,DIJISA - HUANCAYO,2020-04-24,97976.908398
22889,ECONOMYSA,2020-04-24,357323.468795
22890,EDUSA,2020-04-24,244004.091094
22891,ESTILOS,2020-04-24,16888.659495
22892,LA GENOVESA - TACNA,2020-04-24,67808.602688
22894,P&PJ CHINCHA,2020-04-24,99796.078338
22895,SAUL,2020-04-24,33240.52431
22896,ARCANGEL,2020-04-25,22748.603785
22897,DIPSA-ANDAHUAYLAS,2020-04-25,65612.400896
22898,MYG,2020-04-25,98952.340803
22899,5M DISTRIBUCIONES,2020-04-27,119601.802928
22900,DIJISA - LIMA,2020-04-27,352048.688672
22902,EDUFARMA MERCADO,2020-04-27,722427.798308
22903,JRC - NAZCA,2020-04-27,11344.316949
22904,MELVIN MICHEL AL,2020-04-27,51564.727894
22906,SAN JUAN,2020-04-27,26278.862191
22907,CODIJISA - PIURA,2020-04-28,210542.832719
22909,DIJISA - AYACUCHO,2020-04-28,73773.773162
22910,LANCERO - PUCALLPA,2020-04-28,20097.230931
22911,MARRACHE,2020-04-28,1516637.25595
22912,TAMBOS LIMA,2020-04-28,562191.752049
22913,CALLAYUC,2020-04-29,162098.985488
22914,DIJISA - ICA,2020-04-29,199441.518368
22915,DIPSA-AYACUCHO,2020-04-29,98238.291406
22916,DISART,2020-04-29,51303.413038
22917,DROGUERIA SAN MARTIN,2020-04-29,89722.093432
22919,JRC - ICA,2020-04-29,47033.074519
22920,VEGA - SUR,2020-04-29,95134.549211
22922,AGA - TARAPOTO,2020-04-30,189224.257182
22923,DISTRIBUIDORA CCM,2020-04-30,93184.97319
22924,DYCART,2020-04-30,58144.05663
22925,LANCERO - HUANUCO,2020-04-30,58912.624946
22926,LANCERO - TINGO MARIA,2020-04-30,46532.51443
22927,LIDER - CHEPEN,2020-04-30,189340.444432
22928,LIDER - TRUJILLO,2020-04-30,0.8198
22929,TAYMI,2020-04-30,105850.079441
22930,TEMMY,2020-04-30,53793.249288
22931,VEGA - ESTE,2020-05-01,-479.813953
22932,CODIJISA - PIURA,2020-05-02,262689.579899
22933,CURTIS ESTE,2020-05-02,195455.242748
22934,DIJISA - CHINCHA,2020-05-02,64663.818654
22935,DIPSA-ANDAHUAYLAS,2020-05-02,162657.699416
22936,LA GENOVESA - MOQUEGUA,2020-05-02,7008.059146
22937,LAGUI,2020-05-02,177184.833185
22938,MYL_HERMANOS,2020-05-02,505863.833045
22939,URBANO,2020-05-02,24966.725642
22940,EDUFARMA MERCADO,2020-05-04,1361415.695382
22941,PANAM,2020-05-04,56735.8464
22942,VEGA - NORTE,2020-05-04,433618.894611
22944,ALMACENES_SEVILLANO,2020-05-05,9080.141501
22945,LA GENOVESA - ILO,2020-05-05,3860.032265
22946,MOLISAC,2020-05-05,151027.770003
22947,PATITA SAC,2020-05-05,14889.883509
22948,TAMBOS LIMA,2020-05-05,368104.226995
22949,TCA SAC,2020-05-05,42244.868483
22950,CORPORACION_VEGA,2020-05-06,190573.195829
22951,DIJISA - ICA,2020-05-06,191470.949623
22952,DROGUERIA SAN MARTIN,2020-05-06,56380.755983
22953,FERROL,2020-05-06,23981.701497
22956,VEGA - NORTE,2020-06-23,151491.123681
22957,DIJISA - AYACUCHO,2020-06-24,55321.352711
22958,DIJISA - HUANCAYO,2020-06-24,41308.398519
22959,EDUSA,2020-06-24,190545.696662
22960,ESTILOS,2020-06-24,6112.260586
22961,MARRACHE,2020-06-24,1256448.800951
22962,SIPAN - Y,2020-06-24,105151.625098
22963,TAMBOS LIMA,2020-06-24,295012.557941
22964,TCA SAC,2020-06-24,53972.306062
22965,CALLAYUC,2020-06-25,89211.786065
22966,DIJISA - ICA,2020-06-25,116217.567274
22967,DROGUERIA SAN MARTIN,2020-06-25,20305.688172
22970,LANCERO - TINGO MARIA,2020-06-26,18512.266478
22972,TAYMI,2020-06-26,17449.150394
22973,ZV,2020-06-26,72071.792948
22974,AGA - JAEN,2020-06-27,8508.191736
22975,DIJISA - LIMA,2020-06-27,127019.410587
22977,MELVIN MICHEL AL,2020-06-27,147268.411262
22979,SAN JUAN,2020-06-27,124457.962922
22980,CALLAYUC,2020-06-29,0.38283
22981,DISART,2020-06-29,113904.184253
22983,AGA - TARAPOTO,2020-06-30,238988.403096
22984,DACIA - LIMA,2020-06-30,146182.751901
22986,LIDER - CHEPEN,2020-06-30,39704.327982
22987,PANAM,2020-06-30,154595.52
22988,VEGA - NORTE,2020-06-30,177988.067755
22989,LA GENOVESA - ILO,2020-07-01,4787.95575
22990,MOLISAC,2020-07-01,193859.321129
22991,PATITA SAC,2020-07-01,30245.215513
22992,TCA SAC,2020-07-01,22400.759146
22995,CODIFER,2020-07-02,44069.165906
22996,CORPORACION_VEGA,2020-07-02,128937.86844
22997,DICOBELSA - LIMA,2020-07-02,148358.693606
22998,FERROL,2020-07-02,47468.966492
22999,GUMISA - HUARAZ,2020-07-02,31222.740211
23000,MYL_HERMANOS,2020-07-02,333228.981023
23001,URBANO,2020-07-02,123010.100703
23002,VEGA - CENTRO,2020-07-02,57609.356776
23003,CODIJISA - TRUJILLO,2020-07-03,173606.290215
23004,GRUPO SVS,2020-07-03,125043.300524
23005,RICMAN,2020-07-03,8003.295615
23006,AGA - JAEN,2020-07-04,22616.324003
23007,CURTIS NORTE,2020-07-04,110481.530862
23009,PANAM,2020-07-04,60316.48
23010,CODIJISA - CHIMBOTE,2020-07-06,178066.994382
23011,CORPORACION_VEGA,2020-07-06,121808.1934
23013,LYG-CD_SAC,2020-07-06,521813.784957
23014,STA APOLONIA - T,2020-07-06,333238.701803
23015,DACIA - LIMA,2020-07-07,158324.026185
23017,DIPSA-ABANCAY,2020-07-07,25414.559004
23019,KONSUMASS,2020-07-07,110066.660013
23020,SODALES,2020-07-07,221168.711789
23021,TAMBOS AQP,2020-07-07,311488.116366
23023,CASA GRANDE,2020-07-08,235509.446468
23024,DIJISA - HUANCAYO,2020-07-08,43628.553328
23025,EDUSA,2020-07-08,158339.164258
23026,ESTILOS,2020-07-08,38569.078297
23027,LA GENOVESA - TACNA,2020-07-08,130919.974633
23028,P&PJ CHINCHA,2020-07-08,97347.71455
23030,SIPAN - Y,2020-07-08,232619.922994
23031,ARCANGEL,2020-07-09,43271.310109
23032,DICOBELSA - LIMA,2020-07-09,134222.55127
23033,GUMISA - HUARAZ,2020-07-09,18228.598219
23034,MYG,2020-07-09,1440.304837
23035,AGA - MOYOBAMBA,2020-07-10,4228.320435
23036,CHUPACA BUSINESS,2020-07-10,165142.3865
23037,RICMAN,2020-07-10,23520.0
23039,ZV,2020-07-10,64973.686534
23040,5M DISTRIBUCIONES,2020-07-11,70485.900824
23042,JRC - NAZCA,2020-07-11,25814.578813
23044,CALLAYUC,2020-07-13,109149.009629
23045,CODIFER,2020-07-13,58044.758297
23046,DIPSA-AYACUCHO,2020-07-13,325809.928567
23047,DISART,2020-07-13,51094.104609
23048,JRC - ICA,2020-07-13,86381.408061
23049,VEGA - CENTRO,2020-07-13,52077.957668
23050,VEGA - SUR,2020-07-13,36592.865036
23052,DISTRIBUIDORA CCM,2020-07-14,233702.635085
