,SKU,Fecha,Toneladas
47448,PH ELITE DH 6 X 8 LA,2020-06-12,10.233774
47452,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-04-01,329952.0
47455,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-11-14,2.615911
47456,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-03-13,139304.0
47458,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-07,0.995036
47463,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-03,177166.08
47467,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-05-11,200400.0
47471,PH ELITE DUO  DH 6 x 8  25 METROS,2020-01-30,11.886624
47472,PH NOBLE DH 2 X 10,2021-06-12,15.285621
47473,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-04,126208.0
47476,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-10-29,141596.416
47484,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-05,99627.7248
47490,RC NOVA DH MEGAROLLO  1 X 12,2020-04-06,14.812728
47493,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-10,1457.9352
47497,PH ELITE CLÁSICO DH 2 X 10 CO,2020-02-03,1.712373
47500,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-02-11,428928.0
47508,PH HIGIENOL DH 4x6 40 METROS,2019-12-06,5.129086
47511,PH ELITE DUO  DH 4x12 25 METROS,2020-12-15,6.240483
47518,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-01-05,207361.728
47521,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-06-22,66816.0
47522,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-03-16,7.443181
47524,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-01-08,67976.0
47525,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-14,105328.0
47529,PH ELITE DH 2 X 10 LA,2020-03-25,12.752167
47530,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2019-11-03,8000.0
47538,RC NOVA DH MEGAROLLO  1 X 12,2021-06-01,20.159523
47540,PH NOBLE DH 2 X 10,2020-12-11,23.683896
47544,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-21,23761.152
47546, PH ELITE PLUS DH VERTICAL 6 X 8,2020-06-17,0.764818
47558,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-05-02,464.0
47564,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-11-15,5500.0
47566,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-23,23084.0
47567,PH ELITE PLUS DH 24 X 2,2021-04-19,3.680483
47569,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-08,240.0
47571,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-03-10,159500.0
47572,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-01-11,0.082862
47576,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-15,369726.336
47579,PH NOBLE DH 2 X 10,2021-05-06,12.90738
47585,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-03-25,111000.0
47588,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-05-11,283008.0
47589,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-10-11,389467.2384
47593,RC NOVA DH MEGAROLLO  2 X 6,2020-03-13,2.377904
47598,PH ELITE DH 6 X 8 LA,2020-01-21,8.971061
47604,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-07-10,131736.0
47605,SE ELITE CORTADA 1000 X 12,2021-01-05,0.186482
47615,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-04-15,0.716673
47619,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-06-24,4.94518
47621,PH NOBLE DH 2 X 10,2021-04-30,37.114223
47623,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-06-06,576.4608
47629,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-16,13248.0
47632,RC NOVA DH MEGAROLLO  2 X 6,2021-05-02,0.017676
47634,PH ELITE CLÁSICO DH 2 X 10 CO,2020-10-29,0.611038
47641,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-06-17,5.894007
47645,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-02-21,0.01072
47648,PH NOBLE DH 2 X 10,2019-09-04,37.470221
47650,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-13,114239.808
47651,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-02-02,232032.0
47652,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-04-20,62040.0
47658,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-12-13,2964033.216
47659, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-16,2.832135
47661,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-20,1248.0
47665,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-06-09,108504.0
47669,SE ELITE CORTADA 1000 X 12,2019-11-17,0.000936
47673,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-02-17,55796.0
47674,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-01-26,1619.9352
47684,PH HIGIENOL DH 4x6 40 METROS,2021-03-08,7.396069
47685,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-06,301936.64
47686,PH ELITE DUO  DH 4x12 25 METROS,2021-05-10,8.103587
47690,PH ELITE CLÁSICO DH 2 X 10 CO,2020-05-02,0.869674
47692,PH ELITE DUO  DH 4x12 25 METROS,2019-09-14,5.560258
47694,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-12-15,16032.0
47696,RC NOVA DH MEGAROLLO  2 X 6,2019-09-06,1.621539
47698,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-10,3.382126
47701,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2019-10-22,7.422438
47705,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-02-15,41690.88
47708,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-10,337200.0
47709,PH NOBLE DH 24 X 2,2020-01-23,1.347621
47713,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-02-20,416485.44
47716,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-01-18,280176.0
47721,PH ELITE DH 2 X 10 LA,2020-04-28,14.130516
47722,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-24,274411.008
47724,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-17,28246.0
47725,PH HIGIENOL DH  4 X 12,2021-06-20,0.055917
47732,PH NOBLE DH 2 X 10,2020-03-05,32.49989
47733,RC NOVA DH MEGAROLLO  1 X 12,2021-04-28,21.286372
47734,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-08,0.090636
47741,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-05-11,59392.0
47742, PH ELITE PLUS DH VERTICAL 6 X 8,2020-01-20,1.101633
47747,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-13,3152225.664
47748,RC NOVA DH MEGAROLLO  2 X 6,2021-05-11,3.390189
47749,PH ELITE PLUS DH 24 X 2,2020-02-20,2.837663
47750,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-09-07,51578.88
47752,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-02-21,130320.576
47762,PH HIGIENOL DH 4x6 40 METROS,2020-03-04,3.405246
47766,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-02,1199.916
47769,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-08,96928.0
47771,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-01-06,144496.0
47772,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-06-18,5.238791
47778,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-05-16,4032.0
47780,RC NOVA DH MEGAROLLO  2 X 6,2020-05-07,2.751368
47781,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-08,234019.584
47787,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-21,0.099404
47791,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-04-11,61424.0
47794,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-20,3.337654
47798,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-12-20,155760.0
47800,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-03-25,215.9784
47802,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-16,43800.0
47807,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-02-15,1.955761
47808,RC NOVA DH MEGAROLLO  1 X 12,2020-03-09,15.2072
47810,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-09-12,230840.0
47813,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-06-05,108503.04
47815,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-04-17,70560.576
47821,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-26,262176.0
47828,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-02-13,253968.0
47833,PH HIGIENOL DH 4x6 40 METROS,2021-04-29,7.329454
47834,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-09-09,292790.4
47836,PH NOBLE DH 24 X 2,2020-02-01,1.153119
47837,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-02,53722.304
47840,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-05-01,479.988
47842,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-06-22,2.680429
47843,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-04-11,36240.768
47847,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-10-10,122371.2
47858,SE ELITE CORTADA 1000 X 12,2021-01-11,0.216446
47860,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-07-04,168432.0
47865,PH ELITE CLÁSICO DH 2 X 10 CO,2021-05-03,0.472602
47869,PH ELITE DH 6 X 8 LA,2021-03-20,2.55116
47870,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-06-23,5.920961
47871,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-05-04,250519.68
47872,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-02-11,82592.0
47873,PH ELITE DH 24 X 2 LA,2020-01-19,0.295879
47885,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-04-24,0.873396
47890,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-27,48546.0
47892,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-07-02,9344.0
47896,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-03-08,14720.0
47899,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-03-17,28600.0
47900,PH ELITE DH 24 X 2 LA,2021-03-09,10.460539
47907,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-03-03,127659.1104
47908,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-08-31,0.4315
47909,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-09-23,1295.9352
47915,PH ELITE DH 2 X 10 LA,2019-10-25,16.960622
47917,PH NOBLE DH 2 X 10,2020-09-04,28.274164
47921,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-16,166800.0
47922,PH ELITE  DH 4 X 12 LA,2021-01-12,11.118603
47923,PH ELITE CLÁSICO DH 2 X 10 CO,2019-09-04,3.019582
47924,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-08-12,240288.0
47929,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-16,231000.0
47936,PH HIGIENOL DH 4x6 40 METROS,2020-09-06,0.021595
47938,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-20,255552.0
47939,PH HIGIENOL DH  4 X 12,2020-12-16,4.185587
47942,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-09,600.0
47943,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-04-17,118298.88
47946,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-05,76318.848
47948,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-11-06,84796.0
47949,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-12,76792.0
47950,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-08-26,61138.8
47951,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-03-06,2579.976
47956,PH ELITE DH 24 X 2 LA,2020-01-16,10.952594
47957,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-08-28,60030.0
47964,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-02-20,247353.984
47970,PH NOBLE DH 2 X 10,2019-09-01,0.387473
47973,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-07-07,169576.0
47976,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-12-10,4866914.88
47981,PH NOBLE DH 24 X 2,2021-03-19,1.129122
47982,RC NOVA DH MEGAROLLO  1 X 12,2019-09-05,8.961713
47983,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-10-14,88880.0
47989,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-10-13,3432.0
47995,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-04-02,196320.384
47996,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-08,1919.88
47999,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-06,0.767282
48004,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-05-09,192.1536
48005,RC NOVA DH MEGAROLLO  2 X 6,2019-10-04,1.108563
48006,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-07-30,444480.0
48010,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-04,9600.0
48012,PH ELITE DH 6 X 8 LA,2021-03-29,4.845789
48014,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-02-18,129200.0
48018,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-03-10,61864.0
48019,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-12-07,44672.0
48021,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-05-01,59760.576
48024,PH ELITE DUO  DH 4x12 25 METROS,2019-11-11,7.530775
48025,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-04,66048.0
48033,PH ELITE DUO  DH 6 x 8  25 METROS,2021-05-17,8.163637
48034,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-06-23,0.200085
48035,PH ELITE CLÁSICO DH 2 X 10 CO,2020-10-10,0.545327
48037, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-28,0.012596
48041,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-08-10,106042.88
48043,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-25,647.9352
48050,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-12-16,74936.0
48052,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-22,188400.0
48053,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-25,71982.144
48055,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-06-13,58368.0
48056,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-10-30,386839.296
48060,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-11-05,174240.0
48061,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-15,0.024296
48074,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-06,2.43145
48075,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-06,207552.0
48079,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-09-25,4371091.776
48088,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-08,1.023
48094,PH ELITE DH 6 X 8 LA,2021-01-16,3.71656
48097,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-02-03,69956.544
48099,PH ELITE PLUS DH 24 X 2,2020-05-16,5.680042
48100,PH NOBLE DH 24 X 2,2019-11-07,2.067531
48111,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-08,2112.768
48118,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-07-18,128000.0
48119,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-11-19,72000.0
48123,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-12-01,151038.72
48124,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-06-16,54984.0
48133,PH ELITE  DH 4 X 12 LA,2021-04-08,11.167028
48140,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-04-27,6749.9244
48144,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-05-11,39092.0
48145,PH ELITE DUO  DH 4x12 25 METROS,2019-11-10,0.037299
48146,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-09-07,5244010.56
48147,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2019-11-29,344751.552
48148, PH ELITE PLUS DH VERTICAL 6 X 8,2020-11-24,1.42847
48149,PH ELITE DH 6 X 8 LA,2019-11-28,8.964816
48153,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2021-02-04,959.976
48155,PH NOBLE DH 24 X 2,2020-06-26,2.313816
48156,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-21,59334.0
48161,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-11-19,165152.0
48163,SE ELITE CORTADA 1000 X 12,2019-09-18,0.10496
48167,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-11-03,141120.0
48171,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-07,128568.0
48180,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-03-09,123888.0
48186,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-03-22,0.043592
48187,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-12-01,2397.6
48191,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-11-16,0.9059
48197,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-02-14,2552.0
48198,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2019-12-11,82190.1312
48199,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-01-19,81599.4
48205,RC NOVA DH MEGAROLLO  2 X 6,2019-10-11,1.558105
48208,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-09-20,754.0
48214,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-12-08,896.0
48215,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-06-18,99375.0
48216,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-02-07,0.223247
48218,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-03-01,1511.9136
48225,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-12-28,240527.9232
48226,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-01-24,384.0
48228,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-10-25,1824.0
48230,PH ELITE  DH 4 X 12 LA,2019-12-14,20.189
48235,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-10-01,479.952
48236,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-04-02,1728.0
48238,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-02-09,0.075406
48249,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-09-14,1.164489
48251,PH NOBLE DH 2 X 10,2021-04-04,0.316071
48253,RC NOVA DH MEGAROLLO  1 X 12,2020-03-29,0.493548
48260,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-06-14,14848.0
48266,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2021-06-09,499968.0
48271,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-03-15,390980.736
48276,PH HIGIENOL DH 4x6 40 METROS,2021-04-03,3.510482
48278,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-04-11,141288.0
48279,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-07-17,215904.0
48286,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-05-24,0.06537
48287,PH ELITE DH 2 X 10 LA,2021-02-17,6.595405
48289,RC NOVA DH MEGAROLLO  2 X 6,2020-04-11,0.789185
48290,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2021-06-15,143375.0
48293,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-11-09,352539.1872
48295,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-07,0.594529
48296,PH ELITE DUO  DH 6 x 8  25 METROS,2021-01-25,29.757506
48297,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-11-19,11.496983
48298,SE ELITE CORTADA 1000 X 12,2019-12-13,0.075897
48313,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-07,245280.0
48318,PH ELITE DH 24 X 2 LA,2019-10-06,0.307795
48320,PH NOBLE DH 24 X 2,2020-05-13,2.541156
48321,PH ELITE DUO  DH 4x12 25 METROS,2020-12-07,5.7034
48322,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-03-20,105974.4
48326,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-10-09,427683.2256
48329,SE ELITE CORTADA 1000 X 12,2021-04-26,0.210357
48335,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-12-31,220032.0
48337,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-21,85105.152
48338,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-08-03,99600.0
48340,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-26,0.14708
48342,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-07-05,0.060412
48344,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-07-29,1.994962
48345,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-06-05,173976.0
48347,PH HIGIENOL DH  4 X 12,2020-12-15,3.467835
48355,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-10-07,112200.0
48361,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-09-14,127800.0
48362,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-06,95129.792
48371,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-02-15,46400.0
48375,PH ELITE DUO  DH 4x12 25 METROS,2019-12-04,5.724431
48377,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-11-17,3016.0
48383,PH NOBLE DH 2 X 10,2021-02-24,16.00682
48385,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-11-10,0.079302
48387,PH ELITE DH 6 X 8 LA,2020-08-29,7.341255
48389,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-03-20,248832.0
48393,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-04-11,192.1536
48396,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-05-15,215671.68
48402,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-06-01,41664.6144
48403,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-05-07,81432.0
48405,PH HIGIENOL DH 4x6 40 METROS,2021-05-12,6.821448
48409,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-27,139984.0
48410,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-03-28,0.041047
48411, PH ELITE PLUS DH VERTICAL 6 X 8,2020-09-03,0.917151
48413,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-08-22,1912.32
48415,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-01-13,266137.344
48419,PH ELITE DH 6 X 8 LA,2021-06-09,3.879282
48425,PH ELITE DUO  DH 4x12 25 METROS,2020-10-22,4.123356
48426,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-11-24,12290.4576
48430,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-03-27,61248.0
48433,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-01-16,13.326765
48434,PH ELITE DH 6 X 8 LA,2019-10-14,10.004982
48440,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-04-02,55912.0
48454,PH ELITE DH 24 X 2 LA,2021-04-19,7.536604
48455,PH HIGIENOL DH 4x6 40 METROS,2020-06-23,3.621022
48459,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-05-09,8.555656
48463,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-03-10,4265.946
48464,PH ELITE PLUS DH 24 X 2,2020-10-04,0.043954
48470,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-11-22,340320.0
48483,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-03-09,3.322256
48484,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-05-30,92160.0
48485,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-09-21,51200.0
48487,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-09-29,1.006474
48502,RC NOVA DH MEGAROLLO  2 X 6,2021-05-22,4.706001
48506,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-09-09,117600.0
48507,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-06-20,207217.92
48508,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2021-01-12,331410.1248
48517,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-01-10,219886.848
48518,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-07-16,156593.28
48521,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-26,365563.008
48525,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-06-08,16128.0
48526,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-05-30,336.0
48528,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-04-04,124800.0
48531,PH NOBLE DH 2 X 10,2019-12-16,40.078319
48537,PH HIGIENOL DH  4 X 12,2021-02-28,0.060168
48541,PH HIGIENOL DH 4x6 40 METROS,2020-12-18,8.529014
