,Categoria,Fecha,Toneladas
2776,02 Rollos de Cocina,2020-10-08,26.696409
2777,11 Toallas Húmedas,2020-04-24,2460054.592
2778,04 Pañuelos Masivos,2020-06-10,0.106385
2779,03 Servilletas Masivos,2021-03-22,7.58584
2780,02 Rollos de Cocina,2021-04-12,37.066236
2781,01 Higiénicos Masivos,2021-01-11,187.731001
2782,11 Toallas Húmedas,2020-10-27,2946976.8384
2783,05 Pañales Bebe,2020-04-07,1854289.3377
2784,04 Pañuelos Masivos,2019-12-07,0.131977
2785,01 Higiénicos Masivos,2019-11-20,176.750296
2786,05 Pañales Bebe,2020-10-10,1860526.2446
2787,01 Mascarilla ,2021-04-23,195600.0
2788,01 Mascotas,2021-03-02,26370.018
2789,10 Toallas Femeninas,2021-01-17,145467.8928
2790,01 Higiénicos Masivos,2019-11-26,136.975737
2791,10 Toallas Femeninas,2020-07-18,5900647.712
2792,10 Toallas Femeninas,2019-11-26,6145022.1872
2793,01 Mascarilla ,2021-04-26,163600.0
2794,04 Pañuelos Masivos,2021-01-31,0.016457
2795,38 Pañales Adultos,2020-05-27,151581.088
2796,10 Toallas Femeninas,2021-01-20,6514067.1392
2797,01 Higiénicos Masivos,2021-01-14,147.908264
2798,02 Rollos de Cocina,2020-10-05,32.565904
2799,38 Pañales Adultos,2020-11-29,3120.288
2800,02 Rollos de Cocina,2020-02-16,1.766604
2801,05 Pañales Bebe,2020-04-04,1718769.3428
2802,11 Toallas Húmedas,2020-10-30,3648968.8128
2803,03 Servilletas Masivos,2021-03-25,7.41543
2804,03 Servilletas Masivos,2020-02-04,18.479431
2805,02 Rollos de Cocina,2021-04-09,33.618476
2806,01 Mascarilla ,2021-04-20,194400.0
2807,04 Pañuelos Masivos,2020-06-13,0.154638
2808,01 Higiénicos Masivos,2019-11-23,118.032157
2809,01 Mascotas,2021-02-27,9300.978
2810,10 Toallas Femeninas,2021-01-14,7484356.4128
2811,05 Pañales Bebe,2020-10-07,2606679.948
2812,10 Toallas Femeninas,2019-11-29,5900637.5184
2813,03 Servilletas Masivos,2020-02-01,11.155696
2814,04 Pañuelos Masivos,2019-12-10,0.22814
2815,03 Servilletas Masivos,2021-03-28,0.28581
2816,38 Pañales Adultos,2020-11-26,223294.4384
2817,11 Toallas Húmedas,2020-04-27,2802558.368
2818,38 Pañales Adultos,2019-09-29,991.808
2819,11 Toallas Húmedas,2020-03-03,2471414.848
2820,04 Pañuelos Masivos,2021-02-03,0.21726
2821,38 Pañales Adultos,2019-10-05,106114.2528
2822,02 Rollos de Cocina,2021-06-03,37.449012
2823,05 Pañales Bebe,2021-06-05,1667602.0882
2824,10 Toallas Femeninas,2021-01-23,6669127.856
2825,01 Mascarilla ,2021-04-29,172800.0
2826,11 Toallas Húmedas,2020-10-21,3044554.0864
2827,38 Pañales Adultos,2021-05-28,134479.04
2828,01 Mascotas,2021-03-05,12685.014
2829,01 Mascarilla ,2021-03-09,143200.0
2830,10 Toallas Femeninas,2020-08-06,4626662.7632
2831,04 Pañuelos Masivos,2021-02-25,0.14381
2832,02 Rollos de Cocina,2020-11-22,0.573337
2833,38 Pañales Adultos,2021-02-08,188683.6224
2834,05 Pañales Bebe,2020-05-22,2466380.8304
2835,01 Higiénicos Masivos,2021-02-25,157.253164
2836,03 Servilletas Masivos,2021-05-12,8.016998
2837,02 Rollos de Cocina,2019-10-01,16.987318
2838,10 Toallas Femeninas,2020-02-02,93071.968
2839,03 Servilletas Masivos,2019-09-13,18.694331
2840,02 Rollos de Cocina,2021-05-27,31.805544
2841,11 Toallas Húmedas,2019-11-12,1680144.416
2842,05 Pañales Bebe,2020-11-24,2108601.6118
2843,03 Servilletas Masivos,2019-09-19,20.285908
2844,04 Pañuelos Masivos,2021-02-19,0.101172
2845,01 Mascotas,2020-09-19,94646.916
2846,03 Servilletas Masivos,2020-11-07,9.412862
2847,05 Pañales Bebe,2020-11-21,1901338.6036
2848,03 Servilletas Masivos,2020-03-17,11.51695
2849,01 Mascotas,2020-03-17,1290.978
2850,11 Toallas Húmedas,2019-11-18,1681731.04
2851,38 Pañales Adultos,2021-02-05,145035.4752
2852,01 Mascotas,2021-03-24,15945.858
2853,11 Toallas Húmedas,2020-05-13,3070116.416
2854,05 Pañales Bebe,2020-05-25,2355360.7564
2855,03 Servilletas Masivos,2020-05-11,6.072888
2856,38 Pañales Adultos,2020-06-12,166398.6016
2857,38 Pañales Adultos,2019-12-09,128199.0752
2858,01 Mascarilla ,2021-03-12,122000.0
2859,01 Mascotas,2020-03-23,180.036
2860,11 Toallas Húmedas,2019-11-09,1884317.76
2861,04 Pañuelos Masivos,2020-02-22,0.157621
2862,02 Rollos de Cocina,2019-11-22,19.21055
2863,01 Mascotas,2021-05-15,8271.972
2864,38 Pañales Adultos,2020-12-15,119409.6896
2865,02 Rollos de Cocina,2020-05-26,31.078846
2866,03 Servilletas Masivos,2021-05-15,4.864382
2867,03 Servilletas Masivos,2020-11-16,6.651608
2868,01 Higiénicos Masivos,2020-09-01,97.99573
2869,05 Pañales Bebe,2019-11-27,2288044.8722
2870,01 Higiénicos Masivos,2021-03-06,100.400186
2871,05 Pañales Bebe,2019-11-21,2154398.8418
2872,04 Pañuelos Masivos,2020-08-26,0.219284
2873,03 Servilletas Masivos,2020-11-10,8.416888
2874,02 Rollos de Cocina,2020-11-28,39.003321
2875,10 Toallas Femeninas,2021-04-01,2758404.6672
2876,38 Pañales Adultos,2019-12-12,149458.7232
2877,11 Toallas Húmedas,2020-05-16,3630321.856
2878,01 Mascarilla ,2021-03-15,130000.0
2879,05 Pañales Bebe,2021-01-15,2587049.1552
2880,38 Pañales Adultos,2020-06-15,164009.8592
2881,10 Toallas Femeninas,2020-02-08,6455111.4176
2882,01 Mascotas,2020-03-26,1200.96
2883,10 Toallas Femeninas,2020-02-11,7473915.9952
2884,01 Higiénicos Masivos,2020-03-02,125.91619
2885,04 Pañuelos Masivos,2020-02-25,0.246628
2886,10 Toallas Femeninas,2020-09-30,10912579.1376
2887,01 Higiénicos Masivos,2020-09-04,136.412157
2888,38 Pañales Adultos,2020-06-09,182518.0224
2889,02 Rollos de Cocina,2020-05-29,40.259891
2890,01 Mascarilla ,2020-09-07,4000.0
2891,05 Pañales Bebe,2019-11-24,36031.8392
2892,11 Toallas Húmedas,2020-11-15,132756.576
2893,10 Toallas Femeninas,2021-04-04,737840.3648
2894,02 Rollos de Cocina,2020-05-23,35.183969
2895,04 Pañuelos Masivos,2020-02-19,0.281389
2896,01 Higiénicos Masivos,2020-08-29,150.503114
2897,03 Servilletas Masivos,2020-11-13,6.957155
2898,01 Mascotas,2021-05-18,12286.026
2899,05 Pañales Bebe,2021-01-18,2456560.6398
2900,03 Servilletas Masivos,2020-05-17,0.1057
2901,05 Pañales Bebe,2020-07-16,1889409.2296
2902,01 Mascotas,2020-11-16,12903.858
2903,01 Higiénicos Masivos,2019-09-04,152.283946
2904,02 Rollos de Cocina,2019-11-28,21.683709
2905,03 Servilletas Masivos,2019-11-13,15.440252
2906,38 Pañales Adultos,2021-04-04,2496.384
2907,01 Higiénicos Masivos,2020-03-08,3.893962
2908,10 Toallas Femeninas,2020-10-09,4242472.5232
2909,04 Pañuelos Masivos,2021-04-24,0.096547
2910,01 Mascarilla ,2021-01-10,8000.0
2911,38 Pañales Adultos,2020-02-11,146171.9872
2912,10 Toallas Femeninas,2020-10-03,5615263.7632
2913,38 Pañales Adultos,2020-08-15,206658.5632
2914,01 Higiénicos Masivos,2020-09-07,139.005398
2915,11 Toallas Húmedas,2020-01-09,2123373.44
2916,01 Mascotas,2021-05-21,39804.984
2917,10 Toallas Femeninas,2021-04-07,6045076.8992
2918,05 Pañales Bebe,2020-07-19,12532.0
2919,11 Toallas Húmedas,2020-01-15,1698715.552
2920,01 Higiénicos Masivos,2021-04-30,301.963783
2921,03 Servilletas Masivos,2020-05-14,7.103799
2922,01 Mascotas,2020-11-19,115534.782
2923,05 Pañales Bebe,2021-01-21,2105982.9436
2924,01 Higiénicos Masivos,2019-09-01,1.733894
2925,01 Mascotas,2020-11-13,101438.046
2926,10 Toallas Femeninas,2020-04-03,6783912.8128
2927,04 Pañuelos Masivos,2020-02-28,0.232611
2928,04 Pañuelos Masivos,2021-04-18,0.004636
2929,03 Servilletas Masivos,2020-05-20,6.514962
2930,02 Rollos de Cocina,2019-11-25,23.216307
2931,02 Rollos de Cocina,2019-12-01,0.510921
2932,03 Servilletas Masivos,2019-11-10,0.246514
2933,10 Toallas Femeninas,2020-10-06,4676832.7568
2934,01 Higiénicos Masivos,2020-03-05,137.021468
2935,38 Pañales Adultos,2020-02-08,198619.92
2936,11 Toallas Húmedas,2020-07-16,2435116.096
2937,04 Pañuelos Masivos,2021-04-21,0.1303
2938,11 Toallas Húmedas,2021-03-05,3347475.4432
2939,01 Mascarilla ,2021-01-07,112800.0
2940,11 Toallas Húmedas,2020-01-12,57318.624
2941,02 Rollos de Cocina,2021-01-19,44.632943
2942,01 Higiénicos Masivos,2021-04-27,143.310488
2943,02 Rollos de Cocina,2019-12-26,21.655379
2944,10 Toallas Femeninas,2020-04-05,50208.0
2945,04 Pañuelos Masivos,2020-04-16,0.110557
2946,38 Pañales Adultos,2020-11-14,160807.0112
2947,01 Higiénicos Masivos,2020-12-30,221.466281
2948,11 Toallas Húmedas,2020-09-02,2548261.1008
2949,02 Rollos de Cocina,2021-02-13,27.030903
2950,38 Pañales Adultos,2019-09-20,149186.9952
2951,01 Mascarilla ,2021-05-08,165048.0
2952,11 Toallas Húmedas,2021-03-07,263160.9216
2953,10 Toallas Femeninas,2021-05-31,7343670.88
2954,38 Pañales Adultos,2020-05-12,131879.76
2955,03 Servilletas Masivos,2019-12-08,0.281995
2956,01 Mascarilla ,2020-11-03,24000.0
2957,11 Toallas Húmedas,2020-01-14,3231579.616
2958,01 Higiénicos Masivos,2019-11-11,176.060232
2959,10 Toallas Femeninas,2021-05-25,4914785.8448
2960,03 Servilletas Masivos,2020-06-11,8.897088
2961,01 Mascotas,2021-02-15,2489.058
2962,10 Toallas Femeninas,2019-10-05,4394123.1488
2963,04 Pañuelos Masivos,2020-10-19,0.122519
2964,01 Higiénicos Masivos,2019-11-05,145.814625
2965,10 Toallas Femeninas,2020-12-02,5375331.4608
2966,01 Higiénicos Masivos,2019-11-14,134.937305
2967,02 Rollos de Cocina,2019-12-29,4.310553
2968,04 Pañuelos Masivos,2020-12-13,0.000935
2969,38 Pañales Adultos,2020-03-18,113865.0784
2970,01 Mascotas,2021-02-24,14942.88
2971,01 Mascotas,2021-02-18,20491.938
2972,03 Servilletas Masivos,2021-02-04,8.220041
2973,11 Toallas Húmedas,2021-03-01,2394791.0104
2974,10 Toallas Femeninas,2020-11-26,6136954.8432
2975,02 Rollos de Cocina,2021-02-19,33.130473
2976,04 Pañuelos Masivos,2019-10-22,0.168858
2977,04 Pañuelos Masivos,2020-04-25,0.082288
2978,11 Toallas Húmedas,2020-07-12,67568.0
2979,05 Pañales Bebe,2020-03-29,52359.9208
2980,01 Higiénicos Masivos,2021-01-02,39.460464
2981,03 Servilletas Masivos,2019-12-17,25.927742
2982,11 Toallas Húmedas,2020-01-11,1635664.512
2983,11 Toallas Húmedas,2021-03-04,3411001.2448
2984,01 Higiénicos Masivos,2021-01-08,156.143888
2985,10 Toallas Femeninas,2019-10-08,2980601.28
2986,05 Pañales Bebe,2019-09-25,2093802.862
2987,05 Pañales Bebe,2021-05-21,2820966.0604
2988,04 Pañuelos Masivos,2021-06-14,0.203653
2989,38 Pañales Adultos,2019-09-17,167999.6832
2990,01 Mascarilla ,2020-11-06,48000.0
2991,38 Pañales Adultos,2020-11-08,368.0
2992,02 Rollos de Cocina,2020-08-20,35.378631
2993,03 Servilletas Masivos,2021-02-01,6.986494
2994,04 Pañuelos Masivos,2020-04-22,0.071355
2995,38 Pañales Adultos,2021-05-13,174933.6288
2996,02 Rollos de Cocina,2021-02-22,31.387449
2997,10 Toallas Femeninas,2021-06-03,5320875.2576
2998,05 Pañales Bebe,2020-09-28,1686732.1884
2999,38 Pañales Adultos,2020-03-21,62944.2592
3000,04 Pañuelos Masivos,2019-10-19,0.189806
3001,10 Toallas Femeninas,2020-11-29,986646.0288
3002,05 Pañales Bebe,2020-03-26,1281457.0054
3003,01 Mascotas,2020-08-19,38052.36
3004,04 Pañuelos Masivos,2021-06-11,0.180779
3005,01 Higiénicos Masivos,2021-01-05,143.877242
3006,03 Servilletas Masivos,2021-02-07,0.160538
3007,03 Servilletas Masivos,2019-12-14,16.916375
3008,11 Toallas Húmedas,2020-01-08,3071660.576
3009,05 Pañales Bebe,2019-09-22,52991.796
3010,38 Pañales Adultos,2019-09-14,117008.8928
3011,01 Higiénicos Masivos,2020-07-03,154.68969
3012,04 Pañuelos Masivos,2021-06-17,0.138157
3013,02 Rollos de Cocina,2020-08-17,37.554536
3014,38 Pañales Adultos,2021-05-10,186380.8416
3015,10 Toallas Femeninas,2019-10-11,5120624.4656
3016,05 Pañales Bebe,2021-05-18,1426813.1642
3017,01 Mascarilla ,2020-11-09,60000.0
3018,01 Higiénicos Masivos,2020-07-09,145.835214
3019,11 Toallas Húmedas,2021-05-07,3174865.6416
3020,10 Toallas Femeninas,2020-05-30,7475995.3664
3021,11 Toallas Húmedas,2020-11-02,2435341.2864
3022,38 Pañales Adultos,2019-11-20,235502.4416
3023,04 Pañuelos Masivos,2020-12-19,0.092206
3024,01 Higiénicos Masivos,2020-01-05,2.17451
3025,11 Toallas Húmedas,2021-05-01,142434.4
3026,05 Pañales Bebe,2020-04-01,1630474.9074
3027,01 Mascotas,2020-08-22,12000.96
3028,01 Mascarilla ,2021-03-08,212800.0
3029,04 Pañuelos Masivos,2020-06-16,0.112035
3030,03 Servilletas Masivos,2021-02-10,7.455343
3031,10 Toallas Femeninas,2019-12-02,4590193.7328
3032,01 Mascotas,2020-08-25,7536.672
3033,02 Rollos de Cocina,2020-02-22,22.392739
3034,38 Pañales Adultos,2021-01-11,272548.8128
3035,05 Pañales Bebe,2021-05-27,3821794.791
3036,04 Pañuelos Masivos,2019-10-25,0.321593
3037,11 Toallas Húmedas,2019-09-08,90664.32
3038,11 Toallas Húmedas,2020-03-12,3822478.112
3039,02 Rollos de Cocina,2020-08-26,36.95489
3040,01 Higiénicos Masivos,2020-07-12,0.821724
3041,01 Higiénicos Masivos,2020-07-06,157.039205
3042,03 Servilletas Masivos,2020-08-08,5.95822
3043,10 Toallas Femeninas,2020-06-05,6179372.4736
3044,04 Pañuelos Masivos,2021-06-20,0.000147
3045,05 Pañales Bebe,2019-10-01,1288874.9476
3046,38 Pañales Adultos,2019-11-17,800.0
3047,10 Toallas Femeninas,2020-12-05,5131402.5296
3048,38 Pañales Adultos,2019-11-23,159758.8544
3049,04 Pañuelos Masivos,2020-12-16,0.120804
3050,11 Toallas Húmedas,2021-05-04,2918722.1088
3051,05 Pañales Bebe,2020-11-22,96799.8728
3052,01 Mascarilla ,2021-03-11,6542800.0
3053,11 Toallas Húmedas,2019-09-11,2112596.832
3054,38 Pañales Adultos,2021-01-08,234758.8224
3055,01 Mascotas,2020-08-28,70712.64
3056,10 Toallas Femeninas,2020-07-20,7025002.84
3057,02 Rollos de Cocina,2021-05-04,37.068911
3058,11 Toallas Húmedas,2019-10-23,2015749.376
3059,02 Rollos de Cocina,2019-09-08,0.624906
3060,05 Pañales Bebe,2020-06-08,2815775.924
3061,02 Rollos de Cocina,2019-09-14,21.461525
3062,01 Mascarilla ,2021-02-14,6000.0
3063,38 Pañales Adultos,2020-01-04,219539.7408
3064,02 Rollos de Cocina,2020-10-30,50.062867
3065,01 Higiénicos Masivos,2020-01-27,165.188363
3066,04 Pañuelos Masivos,2021-02-02,0.07425
3067,03 Servilletas Masivos,2020-02-29,21.464802
3068,11 Toallas Húmedas,2020-12-17,3201337.2672
3069,04 Pañuelos Masivos,2020-07-31,0.440669
3070,01 Mascotas,2021-06-01,61050.978
3071,03 Servilletas Masivos,2020-10-18,0.119555
3072,11 Toallas Húmedas,2021-06-21,2507738.088
3073,38 Pañales Adultos,2021-02-22,184308.1152
3074,02 Rollos de Cocina,2019-09-11,21.601779
3075,04 Pañuelos Masivos,2019-12-12,0.217138
3076,01 Mascotas,2020-10-12,117573.912
3077,10 Toallas Femeninas,2020-07-23,5451697.1152
3078,03 Servilletas Masivos,2021-04-19,6.010993
3079,03 Servilletas Masivos,2020-02-26,16.354612
3080,11 Toallas Húmedas,2019-10-26,1736061.728
3081,05 Pañales Bebe,2020-06-11,2605401.8812
3082,01 Mascarilla ,2021-02-17,977760.0
3083,11 Toallas Húmedas,2020-04-29,2674888.16
3084,11 Toallas Húmedas,2020-04-20,2358983.104
3085,01 Higiénicos Masivos,2020-09-24,129.726494
3086,11 Toallas Húmedas,2020-10-23,2954730.4128
3087,03 Servilletas Masivos,2020-10-21,8.353402
3088,01 Mascotas,2020-12-03,133830.018
3089,10 Toallas Femeninas,2021-03-12,5761126.9712
3090,04 Pañuelos Masivos,2020-08-03,0.097678
3091,05 Pañales Bebe,2019-12-14,1522333.29
3092,02 Rollos de Cocina,2020-11-08,0.952963
3093,02 Rollos de Cocina,2020-05-06,38.589384
3094,04 Pañuelos Masivos,2020-08-06,0.630278
3095,01 Mascotas,2021-06-04,4800.96
3096,01 Higiénicos Masivos,2020-03-22,0.604775
3097,04 Pañuelos Masivos,2020-02-02,0.00187
3098,05 Pañales Bebe,2021-02-04,1485158.5324
3099,10 Toallas Femeninas,2020-01-22,6886524.2224
3100,38 Pañales Adultos,2020-07-05,10352.0
3101,03 Servilletas Masivos,2019-09-02,17.563417
3102,01 Mascarilla ,2021-02-20,332800.0
3103,03 Servilletas Masivos,2020-04-21,5.084954
3104,01 Higiénicos Masivos,2021-03-26,156.866221
3105,05 Pañales Bebe,2019-12-11,2018988.2312
3106,11 Toallas Húmedas,2020-04-23,2097667.776
3107,11 Toallas Húmedas,2020-10-26,3075555.68
3108,03 Servilletas Masivos,2020-10-24,6.150505
3109,11 Toallas Húmedas,2021-06-15,4005536.4784
3110,01 Higiénicos Masivos,2020-09-21,118.023972
3111,05 Pañales Bebe,2019-12-17,2043014.5208
3112,02 Rollos de Cocina,2020-11-05,60.44782
3113,01 Mascotas,2021-06-07,20990.88
3114,03 Servilletas Masivos,2021-04-25,0.05837
3115,05 Pañales Bebe,2021-02-01,1126521.975
3116,10 Toallas Femeninas,2020-01-19,90246.7824
3117,10 Toallas Femeninas,2021-03-15,6192689.3584
3118,01 Mascarilla ,2021-02-23,238360.0
3119,38 Pañales Adultos,2020-07-02,201669.0688
3120,01 Higiénicos Masivos,2020-03-19,93.293066
3121,04 Pañuelos Masivos,2020-02-05,0.230647
3122,38 Pañales Adultos,2019-12-29,3180.0
3123,05 Pañales Bebe,2021-02-10,1450268.3664
3124,02 Rollos de Cocina,2019-11-11,24.184349
3125,03 Servilletas Masivos,2020-10-27,10.125673
3126,04 Pañuelos Masivos,2020-02-08,0.17274
3127,05 Pañales Bebe,2020-08-08,2020606.6084
3128,01 Mascotas,2020-12-09,7079.094
3129,10 Toallas Femeninas,2020-03-14,4732499.2832
3130,03 Servilletas Masivos,2021-06-16,6.749351
3131,01 Higiénicos Masivos,2021-05-20,132.094523
3132,11 Toallas Húmedas,2019-12-23,1655904.896
3133,04 Pañuelos Masivos,2021-04-01,0.044839
3134,38 Pañales Adultos,2020-03-02,95073.1264
3135,10 Toallas Femeninas,2021-03-18,6354225.5984
3136,02 Rollos de Cocina,2020-05-12,40.865013
3137,38 Pañales Adultos,2020-09-04,155225.5008
3138,11 Toallas Húmedas,2020-06-26,2592206.976
3139,01 Higiénicos Masivos,2019-09-24,140.918174
3140,01 Mascarilla ,2020-12-21,32400.0
3141,38 Pañales Adultos,2021-04-27,205728.8832
3142,03 Servilletas Masivos,2020-04-24,5.009263
3143,10 Toallas Femeninas,2020-09-13,288000.0
3144,01 Higiénicos Masivos,2020-03-28,129.32071
3145,01 Mascotas,2020-06-06,270.0
3146,05 Pañales Bebe,2020-08-05,2019190.5418
3147,38 Pañales Adultos,2021-04-24,169799.1136
3148,02 Rollos de Cocina,2019-11-08,28.476598
3149,11 Toallas Húmedas,2020-06-29,2261836.832
3150,11 Toallas Húmedas,2019-12-20,1455774.336
3151,38 Pañales Adultos,2019-09-01,336.192
3152,01 Higiénicos Masivos,2021-05-17,119.379911
3153,03 Servilletas Masivos,2021-06-19,7.01892
3154,01 Mascotas,2021-06-10,105482.988
3155,04 Pañuelos Masivos,2021-04-04,0.000397
3156,01 Mascarilla ,2020-12-18,56000.0
3157,38 Pañales Adultos,2020-03-05,88551.0208
3158,02 Rollos de Cocina,2020-12-30,54.532814
3159,01 Higiénicos Masivos,2020-03-25,144.7071
3160,11 Toallas Húmedas,2020-06-23,2224062.496
3161,02 Rollos de Cocina,2020-05-09,32.755595
3162,03 Servilletas Masivos,2019-10-24,94.74504
3163,10 Toallas Femeninas,2021-03-21,309363.9168
3164,04 Pañuelos Masivos,2021-03-29,0.128632
3165,10 Toallas Femeninas,2020-09-16,5130141.0448
3166,03 Servilletas Masivos,2020-04-27,6.4762
3167,02 Rollos de Cocina,2019-11-05,25.416669
3168,01 Higiénicos Masivos,2019-09-21,117.724958
3169,38 Pañales Adultos,2021-01-16,260301.5808
3170,03 Servilletas Masivos,2020-08-16,0.072994
3171,04 Pañuelos Masivos,2020-08-17,1.062442
3172,04 Pañuelos Masivos,2021-04-06,0.09862
3173,38 Pañales Adultos,2019-11-25,167169.2768
3174,11 Toallas Húmedas,2021-05-12,3565926.304
3175,05 Pañales Bebe,2021-03-10,1703896.0764
3176,38 Pañales Adultos,2019-11-28,87742.0992
3177,11 Toallas Húmedas,2020-03-17,2419455.072
3178,11 Toallas Húmedas,2019-09-13,1640215.808
3179,01 Higiénicos Masivos,2020-07-17,119.841644
3180,02 Rollos de Cocina,2020-12-09,42.170077
3181,05 Pañales Bebe,2020-01-20,2996760.711
3182,11 Toallas Húmedas,2020-03-23,1344918.208
3183,10 Toallas Femeninas,2021-03-23,6423834.568
3184,03 Servilletas Masivos,2020-08-13,6.979754
3185,11 Toallas Húmedas,2020-09-19,3061188.7424
3186,04 Pañuelos Masivos,2020-02-13,0.313196
3187,01 Higiénicos Masivos,2020-07-11,123.204161
3188,03 Servilletas Masivos,2021-02-15,6.968301
3189,05 Pañales Bebe,2020-01-14,1899067.8296
3190,10 Toallas Femeninas,2021-03-29,6714740.9136
3191,38 Pañales Adultos,2020-05-26,137929.744
3192,04 Pañuelos Masivos,2021-04-15,1.250078
3193,10 Toallas Femeninas,2020-09-24,6523999.6144
3194,03 Servilletas Masivos,2020-08-19,6.71096
3195,11 Toallas Húmedas,2020-09-13,50690.7648
3196,05 Pañales Bebe,2020-01-23,3116517.4262
3197,10 Toallas Femeninas,2020-03-22,56974.2496
3198,05 Pañales Bebe,2021-03-13,1806649.903
3199,02 Rollos de Cocina,2020-06-15,40.67217
3200,01 Mascotas,2021-04-28,10980.036
3201,01 Higiénicos Masivos,2020-01-16,139.938792
3202,11 Toallas Húmedas,2021-03-18,3376594.404838
3203,03 Servilletas Masivos,2020-02-15,16.022876
3204,10 Toallas Femeninas,2020-03-28,4733890.2928
3205,05 Pañales Bebe,2021-03-19,2617226.9726
3206,02 Rollos de Cocina,2019-12-15,1.731153
3207,01 Higiénicos Masivos,2020-07-20,147.500109
3208,38 Pañales Adultos,2020-11-25,134241.6512
3209,01 Mascarilla ,2021-01-08,166000.0
3210,01 Mascotas,2020-03-06,21211.92
3211,11 Toallas Húmedas,2020-09-16,2816969.3312
3212,01 Higiénicos Masivos,2021-03-12,120.650612
3213,38 Pañales Adultos,2020-05-23,157971.1872
3214,11 Toallas Húmedas,2020-03-14,3816168.096
3215,04 Pañuelos Masivos,2021-04-12,0.183299
3216,04 Pañuelos Masivos,2020-10-08,0.125387
3217,01 Mascotas,2020-09-05,541.89
3218,10 Toallas Femeninas,2020-09-27,246803.4944
3219,01 Higiénicos Masivos,2020-01-19,2.580729
3220,02 Rollos de Cocina,2020-06-18,47.818569
3221,03 Servilletas Masivos,2020-08-22,6.556249
3222,01 Mascarilla ,2021-01-14,1312400.0
3223,10 Toallas Femeninas,2020-03-25,4307150.3792
3224,03 Servilletas Masivos,2020-02-18,19.624803
3225,02 Rollos de Cocina,2020-06-12,46.277779
3226,01 Higiénicos Masivos,2020-01-13,144.814253
3227,02 Rollos de Cocina,2019-12-12,28.140202
3228,01 Mascarilla ,2021-01-11,150800.0
3229,05 Pañales Bebe,2021-03-16,1689389.9108
3230,38 Pañales Adultos,2020-05-20,175173.9232
3231,01 Higiénicos Masivos,2021-03-09,120.240449
3232,04 Pañuelos Masivos,2020-10-11,0.002699
3233,05 Pañales Bebe,2020-09-11,1925479.0994
3234,01 Mascotas,2020-03-03,9869.094
3235,05 Pañales Bebe,2020-03-15,60423.8068
3236,03 Servilletas Masivos,2021-04-14,6.735115
3237,11 Toallas Húmedas,2020-11-19,3005147.9744
3238,01 Mascotas,2021-05-04,4905.99
3239,02 Rollos de Cocina,2021-02-08,41.802967
3240,11 Toallas Húmedas,2019-11-13,1673614.688
3241,10 Toallas Femeninas,2020-03-31,7389024.336
3242,38 Pañales Adultos,2020-01-22,162776.0928
3243,04 Pañuelos Masivos,2020-04-11,0.035296
3244,03 Servilletas Masivos,2020-02-21,22.03119
3245,10 Toallas Femeninas,2021-05-26,5363653.4592
3246,01 Higiénicos Masivos,2021-03-18,115.774123
3247,38 Pañales Adultos,2020-07-23,115257.7024
3248,10 Toallas Femeninas,2019-09-24,5296991.288
3249,11 Toallas Húmedas,2020-11-16,3317128.096
3250,01 Mascarilla ,2021-05-13,135200.0
3251,10 Toallas Femeninas,2021-05-20,5741193.6496
3252,01 Mascarilla ,2020-11-08,8000.0
3253,04 Pañuelos Masivos,2020-10-14,0.107397
3254,05 Pañales Bebe,2020-09-14,2168622.0634
3255,02 Rollos de Cocina,2019-12-21,29.735123
3256,03 Servilletas Masivos,2021-04-11,0.262567
3257,05 Pañales Bebe,2020-09-20,28922.0024
3258,02 Rollos de Cocina,2021-02-05,43.252513
3259,10 Toallas Femeninas,2019-09-30,9560828.488
3260,05 Pañales Bebe,2020-03-18,859635.2124
3261,01 Mascotas,2020-10-27,98855.982
3262,11 Toallas Húmedas,2020-05-14,3028760.32
3263,01 Higiénicos Masivos,2020-09-13,0.582915
3264,03 Servilletas Masivos,2020-10-13,8.271861
3265,38 Pañales Adultos,2020-01-25,187199.4272
3266,38 Pañales Adultos,2020-01-19,544.0
3267,02 Rollos de Cocina,2021-02-11,30.111096
3268,01 Higiénicos Masivos,2021-03-15,126.801905
3269,04 Pañuelos Masivos,2020-04-08,0.067517
3270,01 Higiénicos Masivos,2020-09-10,132.893556
3271,10 Toallas Femeninas,2020-11-18,6446832.3664
3272,04 Pañuelos Masivos,2020-04-14,0.06382
3273,01 Mascarilla ,2021-05-10,324848.0
3274,10 Toallas Femeninas,2021-05-23,583347.3024
3275,10 Toallas Femeninas,2019-09-27,5397969.9904
3276,01 Mascotas,2020-10-30,962044.632
3277,03 Servilletas Masivos,2021-04-17,5.703988
3278,05 Pañales Bebe,2020-09-17,1792458.5604
3279,01 Mascotas,2020-03-09,4050.09
3280,01 Mascarilla ,2021-05-16,10000.0
3281,02 Rollos de Cocina,2019-12-18,28.215819
3282,05 Pañales Bebe,2020-11-07,1779822.103
3283,01 Higiénicos Masivos,2020-03-13,281.179208
3284,02 Rollos de Cocina,2021-05-10,36.92936
3285,03 Servilletas Masivos,2020-11-24,8.729302
3286,11 Toallas Húmedas,2020-07-24,2007750.8736
3287,02 Rollos de Cocina,2020-09-20,0.837601
3288,05 Pañales Bebe,2020-03-20,1030879.7414
3289,05 Pañales Bebe,2019-09-16,2737864.297
