,Distribuidor,Fecha,Cantidad
27354,MYL_HERMANOS,2020-09-04,13695.5
27355,RODAMEOS,2020-09-04,2648.0
27356,URBANO,2020-09-04,1884.1
27357,CODIJISA - TRUJILLO,2020-09-05,1975.05
27358,GRUPO SVS,2020-09-05,595.32
27360,RICMAN,2020-09-05,2784.0
27361,LIDER - CHEPEN,2020-09-06,85.88
27362,CODIFER,2020-10-24,3023.76
27363,DICOBELSA - LIMA,2020-10-24,1814.51
27364,DIJISA - LIMA,2020-10-24,627.94
27365,EDUFARMA MERCADO,2020-10-24,11182.33
27366,LA GENOVESA - ILO,2020-10-24,84.13
27367,LANCERO - TINGO MARIA,2020-10-24,120.5
27368,MELVIN MICHEL AL,2020-10-24,8546.99
27369,SAN JUAN,2020-10-24,4956.73
27371,TAYMI,2020-10-24,11780.01
27372,VEGA - CENTRO,2020-10-24,1703.16
27373,ZV,2020-10-24,4799.48
27374,DIJISA - ICA,2020-10-26,1064.19
27375,DROGUERIA SAN MARTIN,2020-10-26,7715.96
27377,MARRACHE,2020-10-26,3114.76
27378,AGA - TARAPOTO,2020-10-27,424.8
27379,CASA GRANDE,2020-10-27,15126.56
27380,DISART,2020-10-27,3191.55
27381,EUROVA,2020-10-27,50200.0
27382,LA GENOVESA - TACNA,2020-10-27,943.83
27383,LIDER - CHEPEN,2020-10-27,626.09
27384,MYG,2020-10-28,624.77
27386,DIJISA - CHINCHA,2020-10-29,961.65
27387,LA GENOVESA - MOQUEGUA,2020-10-29,357.58
27389,PATITA SAC,2020-10-29,2946.82
27390,STA APOLONIA - T,2020-10-29,5152.88
27391,DIJISA - AYACUCHO,2020-10-30,187.19
27392,ESTILOS,2020-10-30,175.17
27393,GRUPO SVS,2020-10-30,444.06
27394,MYL_HERMANOS,2020-10-30,10090.5
27395,P&PJ CHINCHA,2020-10-30,8075.81
27396,SIPAN - Y,2020-10-30,4052.83
27397,CASA GRANDE,2020-10-31,110156.5
27398,CURTIS NORTE,2020-10-31,396.61
27399,LA GENOVESA - TACNA,2020-10-31,1854.82
27401,PANAM,2020-10-31,423.36
27402,ALMACENES_SEVILLANO,2020-11-02,468.0
27403,CORPORACION_VEGA,2020-11-02,808.72
27404,FERROL,2020-11-02,2430.22
27405,JRC - NAZCA,2020-11-02,578.71
27406,LIDER - TRUJILLO,2020-11-02,392.0
27407,LYG-CD_SAC,2020-11-02,9846.0
27408,TCA SAC,2020-11-02,905.0
27409,TEMMY,2020-11-02,4302.29
27410,5M DISTRIBUCIONES,2020-11-03,444.38
27412,DIPSA-ABANCAY,2020-11-03,734.96
27414,ECONOMYSA,2020-11-03,7065.48
27416,VEGA - ESTE,2020-11-03,2126.27
27418,CALLAYUC,2020-11-04,7639.69
27421,LANCERO - PUCALLPA,2020-11-04,1617.5
27422,AGA - JAEN,2020-11-05,3960.54
27423,ARCANGEL,2020-11-05,5284.83
27424,DIPSA-AYACUCHO,2020-11-05,3187.62
27425,GIANELA,2020-11-05,3347.48
27426,JRC - ICA,2020-11-05,3405.17
27427,STA APOLONIA - CH,2020-11-05,4617.33
27428,VEGA - SUR,2020-11-05,1277.49
27430,CODIJISA - CHIMBOTE,2020-11-06,2045.34
27431,DISTRIBUIDORA CCM,2020-11-06,33048.0
27432,DYCART,2020-11-06,53350.63
27433,GUMISA - HUARAZ,2020-11-06,1073.0
27434,LANCERO - HUANUCO,2020-11-06,402.52
27435,RICMAN,2020-11-07,1829.0
27436,RODAMEOS,2020-11-07,700.0
27437,SAUL,2020-11-07,2677.83
27438,SODALES,2020-11-07,6784.77
27439,URBANO,2020-11-07,1684.26
27440,LANCERO - LA MERCED,2020-11-09,114.33
27443,CODIFER,2020-11-10,2540.0
27444,DICOBELSA - LIMA,2020-11-10,1395.99
27445,DIJISA - LIMA,2020-11-10,945.67
27446,EDUFARMA MERCADO,2020-11-10,6406.69
27447,LA GENOVESA - ILO,2020-11-10,129.88
27448,LANCERO - TINGO MARIA,2020-11-10,125.3
27449,MELVIN MICHEL AL,2020-11-10,3138.16
27450,SAN JUAN,2020-11-10,3335.38
27452,TAYMI,2020-11-10,16208.78
27453,VEGA - CENTRO,2020-11-10,3187.07
27454,ZV,2020-11-10,6451.02
27455,CODIJISA - PIURA,2020-11-11,10986.65
27456,CURTIS ESTE,2020-11-11,1107.42
27458,KONSUMASS,2020-11-11,3302.36
27459,STA APOLONIA - T,2020-11-11,15728.52
27460,TAMBOS AQP,2020-11-11,1408.51
27461,TAMBOS LIMA,2020-11-11,11230.84
27462,DIJISA - ICA,2020-11-12,420.04
27463,DROGUERIA SAN MARTIN,2020-11-12,5656.66
27465,MARRACHE,2020-11-12,2014.43
27466,AGA - TARAPOTO,2020-11-13,2789.25
27467,CASA GRANDE,2020-11-13,15565.84
27468,DISART,2020-11-13,5620.12
27469,EUROVA,2020-11-13,30803.18
27470,LA GENOVESA - TACNA,2020-11-13,1026.04
27471,LIDER - CHEPEN,2020-11-13,295.55
27472,MYG,2020-11-14,399.87
27473,DIJISA - AYACUCHO,2020-11-16,472.04
27474,ESTILOS,2020-11-16,232.8
27475,GRUPO SVS,2020-11-16,2402.33
27476,MYL_HERMANOS,2020-11-16,11521.33
27477,P&PJ CHINCHA,2020-11-16,10214.3
27478,SIPAN - Y,2020-11-16,5211.0
27479,CURTIS NORTE,2020-11-17,322.38
27480,LANCERO - PUCALLPA,2020-11-17,1122.5
27481,PANAM,2020-11-17,1215.5
27482,AGA - JAEN,2020-11-18,1799.64
27483,CHUPACA BUSINESS,2020-11-18,1387.92
27484,DIPSA-AYACUCHO,2020-07-20,8371.9
27485,GIANELA,2020-07-20,1871.25
27486,GUMISA - HUARAZ,2020-07-20,1587.25
27487,JRC - ICA,2020-07-20,1595.01
27488,LYG-CD_SAC,2020-07-20,4272.0
27489,CODIJISA - CHIMBOTE,2020-07-21,2322.4
27490,DISTRIBUIDORA CCM,2020-07-21,40095.0
27491,DYCART,2020-07-21,23173.25
27492,LANCERO - HUANUCO,2020-07-21,277.73
27493,RICMAN,2020-07-21,1960.0
27494,SODALES,2020-07-21,15352.72
27495,DACIA - LIMA,2020-07-22,1314.02
27496,DIJISA - HUANCAYO,2020-07-22,1009.11
27497,EDUSA,2020-07-22,1134.43
27498,SAUL,2020-07-22,1557.25
27499,ARCANGEL,2020-07-23,4452.5
27500,DIJISA - HUANCAYO,2020-07-23,877.89
27501,DIPSA-ANDAHUAYLAS,2020-07-23,3500.75
27502,EDUSA,2020-07-23,1088.98
27503,LANCERO - LA MERCED,2020-07-23,137.5
27504,MARRACHE,2020-07-23,1692.87
27506,CODIFER,2020-07-24,2106.37
27507,DICOBELSA - LIMA,2020-07-24,1828.22
27508,LANCERO - TINGO MARIA,2020-07-24,365.35
27510,TAYMI,2020-07-24,18650.71
27511,VEGA - CENTRO,2020-07-24,2388.14
27512,ZV,2020-07-24,4767.0
27513,DIJISA - LIMA,2020-07-25,913.45
27514,EDUFARMA MERCADO,2020-07-25,5190.75
27515,KONSUMASS,2020-07-25,3194.42
27516,LANCERO - TINGO MARIA,2020-07-25,173.5
27517,MELVIN MICHEL AL,2020-07-25,11723.3
27518,SAN JUAN,2020-07-25,5143.35
27520,TAMBOS AQP,2020-07-25,3020.26
27521,TAYMI,2020-07-25,5192.42
27522,ZV,2020-07-25,4300.04
27523,DIJISA - ICA,2020-07-27,1371.52
27524,DISART,2020-07-27,1510.12
27525,DROGUERIA SAN MARTIN,2020-07-27,12259.35
27526,EUROVA,2020-07-27,36999.0
27528,MARRACHE,2020-07-27,4715.54
27529,DISART,2020-07-28,1501.9
27530,KONSUMASS,2020-07-29,6351.6
27531,PATITA SAC,2020-07-29,4761.5
27532,VEGA - NORTE,2020-07-29,4973.18
27534,DIJISA - AYACUCHO,2020-07-30,261.13
27535,DIJISA - CHINCHA,2020-07-30,1294.02
27536,ESTILOS,2020-07-30,648.25
27537,FERROL,2020-07-30,2106.67
27538,LA GENOVESA - MOQUEGUA,2020-07-30,39.62
27539,MYL_HERMANOS,2020-07-30,16014.37
27540,P&PJ CHINCHA,2020-07-30,9439.77
27541,PATITA SAC,2020-07-30,4000.33
27542,SIPAN - Y,2020-07-30,6150.79
27543,TCA SAC,2020-07-30,919.35
27544,GRUPO SVS,2020-07-31,10128.91
27545,MYL_HERMANOS,2020-07-31,11500.69
27546,AGA - JAEN,2020-08-01,1.0
27547,CHUPACA BUSINESS,2020-08-01,2578.14
27548,CURTIS NORTE,2020-08-01,649.26
27550,PANAM,2020-08-01,576.2
27551,VEGA - NORTE,2020-08-01,6058.96
27552,ALMACENES_SEVILLANO,2020-08-03,496.0
27553,CODIJISA - CHIMBOTE,2020-08-03,1528.93
27556,LYG-CD_SAC,2020-08-03,11211.0
27557,TCA SAC,2020-08-03,1261.62
27558,CALLAYUC,2020-08-04,8091.83
27561,DIPSA-ABANCAY,2020-08-04,593.67
27563,SODALES,2020-08-04,12514.9
27565,AGA - JAEN,2020-08-05,1451.29
27566,DACIA - LIMA,2020-08-05,1280.62
27569,ARCANGEL,2020-08-06,15144.25
27570,GUMISA - HUARAZ,2020-08-06,4509.98
27572,CODIJISA - CHIMBOTE,2020-08-07,1641.62
27573,GUMISA - HUARAZ,2020-08-07,3446.3
27574,RICMAN,2020-08-07,5811.0
27575,RODAMEOS,2020-08-07,2315.0
27576,URBANO,2020-08-07,860.83
27577,CODIJISA - TRUJILLO,2020-08-08,2362.72
27578,DACIA - LIMA,2020-08-08,1116.42
27579,RICMAN,2020-08-08,5292.0
27581,CODIFER,2020-08-10,3273.23
27582,DICOBELSA - LIMA,2020-08-10,2001.46
27583,LA GENOVESA - ILO,2020-08-10,72.13
27584,LANCERO - LA MERCED,2020-08-10,65.88
27585,VEGA - CENTRO,2020-08-10,2755.05
27587,CODIFER,2020-08-11,2239.29
27588,DICOBELSA - LIMA,2020-08-11,2183.22
27590,KONSUMASS,2020-08-11,1851.93
27591,LANCERO - TINGO MARIA,2020-08-11,326.36
27593,STA APOLONIA - T,2020-08-11,5323.17
27594,TAMBOS AQP,2020-08-11,2201.57
27595,TAYMI,2020-08-11,11713.17
27596,VEGA - CENTRO,2020-08-11,3747.57
27597,ZV,2020-08-11,5978.65
27599,TAMBOS AQP,2020-08-12,2697.33
27600,CASA GRANDE,2020-08-13,7523.63
27601,EUROVA,2020-08-13,26695.25
27602,LA GENOVESA - TACNA,2020-08-13,1203.33
27603,P&PJ CHINCHA,2020-08-13,6544.68
27604,DISART,2020-08-14,390.28
27605,EUROVA,2020-08-14,5634.75
27606,MYG,2020-08-14,226.7
27608,LA GENOVESA - ILO,2020-09-07,71.5
27609,LANCERO - LA MERCED,2020-09-07,49.08
27610,MOLISAC,2020-09-07,5748.78
27611,PATITA SAC,2020-09-07,3370.29
27612,TCA SAC,2020-09-07,1199.25
27613,CODIFER,2020-09-08,2141.46
27614,CORPORACION_VEGA,2020-09-08,887.92
27615,DICOBELSA - LIMA,2020-09-08,3325.35
27616,FERROL,2020-09-08,1882.58
27618,MYL_HERMANOS,2020-09-08,12324.7
27619,VEGA - CENTRO,2020-09-08,3374.48
27621,KONSUMASS,2020-09-09,4177.14
27622,TAMBOS AQP,2020-09-09,2364.9
27623,AGA - JAEN,2020-09-10,1145.19
27624,CURTIS NORTE,2020-09-10,442.05
27627,ALMACENES_SEVILLANO,2020-09-11,301.8
27628,EUROVA,2020-09-11,13143.0
27629,GIANELA,2020-09-11,3587.75
27630,MYG,2020-09-11,901.75
27631,STA APOLONIA - CH,2020-09-11,2627.1
27632,CODIJISA - CHIMBOTE,2020-09-12,1699.87
27633,LYG-CD_SAC,2020-09-12,6469.0
27635,STA APOLONIA - T,2020-09-12,5913.96
27636,CASA GRANDE,2020-09-14,10129.43
27637,DIJISA - AYACUCHO,2020-09-14,637.48
27638,DIJISA - HUANCAYO,2020-09-14,796.79
27639,EDUSA,2020-09-14,1267.72
27640,ESTILOS,2020-09-14,398.18
27641,LA GENOVESA - TACNA,2020-09-14,1171.74
27642,P&PJ CHINCHA,2020-09-14,11092.52
27643,SIPAN - Y,2020-09-14,5847.54
27644,ARCANGEL,2020-09-15,1531.92
27645,CODIFER,2020-09-15,2041.66
27646,DICOBELSA - LIMA,2020-09-15,2107.19
27647,GUMISA - HUARAZ,2020-09-15,1675.36
27648,VEGA - CENTRO,2020-09-15,3807.58
27650,AGA - MOYOBAMBA,2020-09-16,250.25
27651,CHUPACA BUSINESS,2020-09-16,2125.76
27652,LANCERO - TINGO MARIA,2020-09-16,471.58
27653,LIDER - TRUJILLO,2020-09-16,549.58
27654,RICMAN,2020-09-16,2469.0
27656,TAYMI,2020-09-16,6832.46
27657,TEMMY,2020-09-16,1880.26
27658,ZV,2020-09-16,4011.57
27659,5M DISTRIBUCIONES,2020-09-17,925.4
27662,JRC - NAZCA,2020-09-17,458.17
27664,VEGA - ESTE,2020-09-17,1142.78
27666,EUROVA,2020-09-18,56179.0
27667,LANCERO - LA MERCED,2020-09-18,214.25
27668,LANCERO - PUCALLPA,2020-09-18,1135.89
27669,MARRACHE,2020-09-18,3210.54
27670,CALLAYUC,2020-09-19,4247.08
27672,DIPSA-AYACUCHO,2020-09-19,7975.65
27673,DISART,2020-09-19,3920.0
27674,JRC - ICA,2020-09-19,2695.35
27675,VEGA - SUR,2020-09-19,1475.22
27676,ECONOMYSA,2020-09-21,7803.82
27677,ESTILOS,2020-09-21,335.5
27678,P&PJ CHINCHA,2020-09-21,8721.49
27679,PATITA SAC,2020-09-21,2296.83
27680,SAUL,2020-09-21,1681.08
27681,SIPAN - Y,2020-09-21,5466.67
27682,DIPSA-ANDAHUAYLAS,2020-09-22,5462.5
27683,LAGUI,2020-09-22,1049.0
27684,MYL_HERMANOS,2020-09-22,11849.5
27685,URBANO,2020-09-22,629.67
27686,CHUPACA BUSINESS,2020-09-23,1507.67
27687,CODIJISA - TRUJILLO,2020-09-23,1979.66
27688,EDUFARMA MERCADO,2020-09-24,5245.02
27689,JRC - NAZCA,2020-09-24,590.02
27690,MELVIN MICHEL AL,2020-09-24,9278.53
27692,SAN JUAN,2020-09-24,3850.55
27693,VEGA - NORTE,2020-09-24,5683.99
27695,ALMACENES_SEVILLANO,2020-09-25,206.3
27696,DIJISA - AYACUCHO,2020-09-25,265.87
27697,LA GENOVESA - ILO,2020-09-25,95.88
27698,TAMBOS LIMA,2020-09-25,19341.31
27699,TCA SAC,2020-09-25,1831.3
27700,CALLAYUC,2020-09-26,10118.08
27701,DIJISA - ICA,2020-09-26,636.25
27704,STA APOLONIA - T,2020-09-26,4768.29
27705,AGA - JAEN,2020-09-28,578.82
27706,CASA GRANDE,2020-09-28,8743.37
27707,DIJISA - LIMA,2020-09-28,956.53
27708,LA GENOVESA - TACNA,2020-09-28,1867.79
27712,CODIJISA - PIURA,2020-09-29,11589.78
27714,CURTIS ESTE,2020-09-29,989.45
27715,DIJISA - CHINCHA,2020-09-29,1056.31
27716,GUMISA - HUARAZ,2020-09-29,4075.92
27717,LA GENOVESA - MOQUEGUA,2020-09-29,62.38
27718,MYG,2020-09-29,1459.13
27719,URBANO,2020-09-29,1630.17
27720,CODIJISA - TRUJILLO,2020-09-30,5995.88
27722,GRUPO SVS,2020-09-30,4989.1
27725,RICMAN,2020-09-30,9664.0
27726,STA APOLONIA - T,2020-09-30,9524.71
27727,DACIA - LIMA,2020-10-01,930.59
27728,LIDER - CHEPEN,2020-10-01,442.88
27729,GRUPO SVS,2020-09-08,3048.42
27730,LA GENOVESA - ILO,2020-09-08,54.0
27731,LANCERO - TINGO MARIA,2020-09-08,135.83
27732,MOLISAC,2020-09-08,6851.56
27733,SIPAN - Y,2020-09-08,10746.0
27734,STA APOLONIA - CH,2020-09-08,2539.33
27735,TAYMI,2020-09-08,14588.7
27736,CURTIS NORTE,2020-09-09,339.13
27737,FERROL,2020-09-09,1156.12
27738,JRC - NAZCA,2020-09-09,477.23
27742,GIANELA,2020-09-10,3310.55
27744,STA APOLONIA - CH,2020-09-10,3442.32
27746,ZV,2020-09-10,6180.08
27748,STA APOLONIA - T,2020-09-11,4241.08
27749,MYG,2020-09-12,595.13
27750,URBANO,2020-09-12,1774.08
27752,MYG,2020-09-14,767.0
27753,MYL_HERMANOS,2020-09-14,10899.75
27754,URBANO,2020-09-14,849.37
27755,VEGA - NORTE,2020-09-14,5309.12
27757,CASA GRANDE,2020-09-15,8908.46
27758,CODIJISA - TRUJILLO,2020-09-15,2399.11
27759,DIJISA - HUANCAYO,2020-09-15,806.64
27760,EDUSA,2020-09-15,1229.92
27761,LA GENOVESA - ILO,2020-09-15,67.25
27762,LA GENOVESA - TACNA,2020-09-15,1807.57
27763,LANCERO - TINGO MARIA,2020-09-15,232.5
27764,TCA SAC,2020-09-15,2488.13
27767,VEGA - NORTE,2020-09-16,4495.46
27769,AGA - MOYOBAMBA,2020-09-17,714.75
27771,ALMACENES_SEVILLANO,2020-09-17,749.38
27772,LANCERO - PUCALLPA,2020-09-17,994.58
27774,TCA SAC,2020-09-17,2293.88
27775,TEMMY,2020-09-17,2067.93
27776,ZV,2020-09-17,3565.58
27777,5M DISTRIBUCIONES,2020-09-18,738.08
27778,AGA - JAEN,2020-09-18,771.18
27779,DIPSA-AYACUCHO,2020-09-18,2364.33
27782,STA APOLONIA - T,2020-09-18,3304.79
27783,VEGA - SUR,2020-09-18,1011.97
27784,DYCART,2020-09-19,22585.88
27785,MARRACHE,2020-09-19,2492.28
27786,MYG,2020-09-19,484.88
27787,TEMMY,2020-09-19,1860.27
27788,DACIA - LIMA,2020-09-21,1157.61
27789,DISTRIBUIDORA CCM,2020-09-21,24559.0
27790,GUMISA - HUARAZ,2020-09-21,3576.8
27791,LAGUI,2020-09-21,1708.0
27792,LANCERO - HUANUCO,2020-09-21,183.35
27793,MYG,2020-09-21,417.13
27794,MYL_HERMANOS,2020-09-21,9030.5
27795,CASA GRANDE,2020-09-22,7696.82
27796,LA GENOVESA - TACNA,2020-09-22,1664.29
27798,RICMAN,2020-09-22,1699.0
27799,DACIA - LIMA,2020-09-23,1029.11
27800,DIPSA-ANDAHUAYLAS,2020-09-23,3508.13
27801,VEGA - NORTE,2020-09-23,7131.86
27802,AGA - MOYOBAMBA,2020-09-24,758.83
27803,ALMACENES_SEVILLANO,2020-09-24,405.0
27804,LANCERO - PUCALLPA,2020-09-24,1690.58
27806,TAMBOS LIMA,2020-09-24,17489.94
27807,TCA SAC,2020-09-24,1818.28
27808,TEMMY,2020-09-24,1564.47
27809,5M DISTRIBUCIONES,2020-09-25,678.9
27810,AGA - JAEN,2020-09-25,1279.75
27812,EDUFARMA MERCADO,2020-09-25,6441.33
27814,MELVIN MICHEL AL,2020-09-25,10141.01
27815,VEGA - SUR,2020-09-25,944.24
27816,AGA - MOYOBAMBA,2020-09-26,548.92
27817,AGA - TARAPOTO,2020-09-26,878.03
27818,CODIJISA - PIURA,2020-09-26,4886.92
27819,KONSUMASS,2020-09-26,13897.91
27820,LANCERO - LA MERCED,2020-09-26,118.63
27821,TEMMY,2020-09-26,2397.75
27822,MELVIN MICHEL AL,2020-09-27,9268.42
27823,CODIJISA - PIURA,2020-09-28,4360.62
27824,DACIA - LIMA,2020-09-28,1388.55
27825,DISTRIBUIDORA CCM,2020-09-28,12013.0
27826,LA GENOVESA - MOQUEGUA,2020-09-28,102.29
27827,LANCERO - HUANUCO,2020-09-28,525.13
27828,LIDER - CHEPEN,2020-09-28,1676.76
27829,TAMBOS AQP,2020-09-28,2616.72
27830,DIJISA - ICA,2020-09-29,535.13
27831,ECONOMYSA,2020-09-29,5240.62
27832,ESTILOS,2020-09-29,717.6
27834,JRC - ICA,2020-09-29,2082.2
27835,P&PJ CHINCHA,2020-09-29,7199.29
27837,DACIA - LIMA,2020-09-30,1461.72
27838,DIJISA - CHINCHA,2020-09-30,944.94
27839,DIPSA-ANDAHUAYLAS,2020-09-30,4279.13
27840,DISTRIBUIDORA CCM,2020-09-30,22763.0
27841,LANCERO - HUANUCO,2020-09-30,527.3
27842,LIDER - CHEPEN,2020-09-30,2294.93
27843,CHUPACA BUSINESS,2020-10-01,809.4
27844,ESTILOS,2020-10-01,741.0
27845,MOLISAC,2020-10-01,4907.54
27846,P&PJ CHINCHA,2020-10-01,3.75
27847,SIPAN - Y,2020-10-01,3994.33
27848,DIPSA-ANDAHUAYLAS,2020-10-02,2635.6
27849,EDUFARMA MERCADO,2020-10-02,4007.94
27851,P&PJ CHINCHA,2020-10-24,5605.46
27852,LIDER - CHEPEN,2020-10-25,76.25
27853,CHUPACA BUSINESS,2020-10-26,2154.44
27854,LA GENOVESA - ILO,2020-10-26,115.71
27855,MOLISAC,2020-10-26,4591.42
27857,CORPORACION_VEGA,2020-10-27,794.23
27858,FERROL,2020-10-27,1321.92
27859,JRC - NAZCA,2020-10-27,402.75
27861,URBANO,2020-10-27,5545.01
27862,CODIJISA - TRUJILLO,2020-10-28,5763.76
27863,DIJISA - AYACUCHO,2020-10-28,447.95
27864,DIJISA - HUANCAYO,2020-10-28,565.14
27865,EDUSA,2020-10-28,1486.83
27866,GRUPO SVS,2020-10-28,585.64
27867,MARRACHE,2020-10-28,1918.63
27868,SIPAN - Y,2020-10-28,7745.17
27869,CALLAYUC,2020-10-29,4449.88
27870,CURTIS NORTE,2020-10-29,337.87
27871,DISART,2020-10-29,6046.19
27872,PANAM,2020-10-29,654.38
27875,GIANELA,2020-10-30,697.46
27876,LANCERO - TINGO MARIA,2020-10-30,326.12
27878,STA APOLONIA - CH,2020-10-30,2680.93
27879,TAYMI,2020-10-30,25256.42
27880,ZV,2020-10-30,2720.77
27881,CODIJISA - CHIMBOTE,2020-10-31,926.07
27882,CORPORACION_VEGA,2020-10-31,1596.8
27883,LYG-CD_SAC,2020-10-31,12432.0
27885,STA APOLONIA - T,2020-10-31,6345.68
27886,URBANO,2020-11-01,153.25
27888,CASA GRANDE,2020-11-02,11078.17
27890,DIJISA - HUANCAYO,2020-11-02,238.75
27891,EDUSA,2020-11-02,1220.81
27892,ARCANGEL,2020-11-03,2719.75
27893,MYG,2020-11-03,546.73
27894,VEGA - NORTE,2020-11-03,5016.57
27895,AGA - MOYOBAMBA,2020-11-04,651.75
27897,LA GENOVESA - ILO,2020-11-04,110.88
27898,PATITA SAC,2020-11-04,2740.63
27900,TCA SAC,2020-11-04,917.15
27901,ZV,2020-11-04,2493.58
27902,5M DISTRIBUCIONES,2020-11-05,621.64
27904,MYL_HERMANOS,2020-11-05,14125.0
27905,CODIJISA - TRUJILLO,2020-11-06,2266.44
27906,LANCERO - PUCALLPA,2020-11-06,742.38
27907,MARRACHE,2020-11-06,5447.48
27908,AGA - JAEN,2020-11-07,585.63
27909,DIPSA-AYACUCHO,2020-11-07,2528.93
27910,DISART,2020-11-07,987.04
27911,JRC - ICA,2020-11-07,2746.17
27913,VEGA - SUR,2020-11-07,2046.14
27914,ALMACENES_SEVILLANO,2020-11-08,582.5
27915,LIDER - TRUJILLO,2020-11-08,110.0
27917,ECONOMYSA,2020-11-09,4335.51
27919,SAUL,2020-11-09,2119.25
27920,STA APOLONIA - T,2020-11-09,4456.49
27921,VEGA - ESTE,2020-11-09,1639.61
27922,DACIA - LIMA,2020-11-10,1439.3
27924,DIPSA-ANDAHUAYLAS,2020-11-10,6342.75
27925,LAGUI,2020-11-10,2565.0
27926,MYL_HERMANOS,2020-11-10,13881.5
27927,CASA GRANDE,2020-11-11,8243.12
27928,LA GENOVESA - TACNA,2020-11-11,555.06
27929,CODIFER,2020-11-12,2066.25
27930,DICOBELSA - LIMA,2020-11-12,1671.74
27931,EDUFARMA MERCADO,2020-11-12,12079.12
27932,GUMISA - HUARAZ,2020-11-12,1225.22
27933,VEGA - CENTRO,2020-11-12,2186.71
27934,VEGA - NORTE,2020-11-12,5513.92
27935,AGA - MOYOBAMBA,2020-11-13,253.53
27936,LIDER - TRUJILLO,2020-11-13,224.17
27937,PATITA SAC,2020-11-13,4860.25
27938,RICMAN,2020-11-13,5940.0
27939,TAMBOS LIMA,2020-11-13,15589.41
27940,TCA SAC,2020-11-13,1739.5
27941,TEMMY,2020-11-13,1780.58
27942,5M DISTRIBUCIONES,2020-11-14,1864.17
27944,DROGUERIA SAN MARTIN,2020-11-14,787.75
27946,MYL_HERMANOS,2020-11-14,18585.0
27947,VEGA - ESTE,2020-11-14,2975.88
27948,AGA - JAEN,2020-11-16,1584.4
27949,DIJISA - LIMA,2020-11-16,856.09
27950,DIPSA-AYACUCHO,2020-11-16,2988.59
27951,JRC - ICA,2020-11-16,3625.34
27953,SAN JUAN,2020-11-16,3613.71
27954,VEGA - SUR,2020-11-16,1618.65
27955,ALMACENES_SEVILLANO,2020-11-17,303.0
27956,CODIJISA - PIURA,2020-11-17,12447.42
27957,CURTIS ESTE,2020-11-17,912.84
27958,DIJISA - CHINCHA,2020-11-17,1521.67
27959,DISTRIBUIDORA CCM,2020-11-17,39990.0
27961,DYCART,2020-11-17,15292.75
27962,KONSUMASS,2020-11-17,2432.37
27963,LA GENOVESA - MOQUEGUA,2020-11-17,296.83
27964,LANCERO - HUANUCO,2020-11-17,288.69
27965,TAMBOS AQP,2020-11-17,2855.7
27966,DIJISA - ICA,2020-11-18,850.21
27968,ECONOMYSA,2020-11-18,4638.98
27969,ESTILOS,2020-11-18,303.25
27971,P&PJ CHINCHA,2020-11-18,9283.92
27972,SAUL,2020-11-18,2435.97
27973,DIJISA - ICA,2020-06-02,519.66
27974,DISART,2020-06-02,4404.6
27975,DROGUERIA SAN MARTIN,2020-06-02,13231.87
27977,JRC - ICA,2020-06-02,1577.33
27978,LYG-CD_SAC,2020-06-02,7828.0
27979,DACIA - LIMA,2020-06-03,1501.35
27980,DIPSA-ABANCAY,2020-06-03,459.75
27981,DISTRIBUIDORA CCM,2020-06-03,44112.0
27982,LANCERO - HUANUCO,2020-06-03,637.93
27983,LIDER - CHEPEN,2020-06-03,434.13
27984,SODALES,2020-06-03,11881.58
27985,TAMBOS AQP,2020-06-03,1564.62
27986,CASA GRANDE,2020-06-04,14313.69
27987,ECONOMYSA,2020-06-04,5475.92
27988,ESTILOS,2020-06-04,625.48
27989,LA GENOVESA - TACNA,2020-06-04,2878.88
27990,P&PJ CHINCHA,2020-06-04,10787.92
27992,ARCANGEL,2020-06-05,3188.08
27993,DIJISA - CHINCHA,2020-06-05,1784.71
27994,DIPSA-ANDAHUAYLAS,2020-06-05,4846.21
27995,RODAMEOS,2020-06-05,5107.0
27996,AGA - MOYOBAMBA,2020-06-06,710.5
27997,CHUPACA BUSINESS,2020-06-06,3515.72
27999,DIJISA - AYACUCHO,2020-06-08,528.18
28000,LANCERO - LA MERCED,2020-06-08,102.48
28001,MARRACHE,2020-06-08,1421.13
28002,PATITA SAC,2020-06-08,3816.79
28003,CALLAYUC,2020-06-09,13027.54
28004,CODIFER,2020-06-09,1422.43
28005,CORPORACION_VEGA,2020-06-09,2601.48
28006,DICOBELSA - LIMA,2020-06-09,1802.12
28007,DIJISA - ICA,2020-06-09,866.45
28008,DISART,2020-06-09,5463.97
28009,DROGUERIA SAN MARTIN,2020-06-09,7223.39
28010,JRC - ICA,2020-06-09,2442.74
28011,LYG-CD_SAC,2020-06-09,5992.5
28012,VEGA - CENTRO,2020-06-09,2651.9
28013,DIPSA-ABANCAY,2020-06-10,627.25
28014,DISTRIBUIDORA CCM,2020-06-10,46218.0
28015,LANCERO - TINGO MARIA,2020-06-10,476.13
28016,LIDER - TRUJILLO,2020-06-10,446.25
28017,SODALES,2020-06-10,6661.54
28018,TAMBOS AQP,2020-06-10,3143.7
28019,TAYMI,2020-06-10,16597.12
28020,DIJISA - LIMA,2020-06-11,1306.44
28022,ECONOMYSA,2020-06-11,5183.82
28023,LA GENOVESA - TACNA,2020-06-11,1482.22
28025,P&PJ CHINCHA,2020-06-11,15350.73
