,Categoria,Fecha,Cantidad
3051,05 Pañales Bebe,2021-04-18,1212.83
3052,11 Toallas Húmedas,2020-02-07,614.36
3053,38 Pañales Adultos,2020-03-14,456.44
3054,38 Pañales Adultos,2020-03-08,5.5
3055,01 Higiénicos Masivos,2019-10-12,406922.26
3056,11 Toallas Húmedas,2020-02-13,729.24
3057,01 Higiénicos Masivos,2021-04-27,317187.47
3058,04 Pañuelos Masivos,2020-10-17,168.55
3059,38 Pañales Adultos,2021-02-11,1028.5
3060,04 Pañuelos Masivos,2020-04-23,50.01
3061,03 Servilletas Masivos,2021-01-10,3815.26
3062,10 Toallas Femeninas,2020-04-06,3498.15
3063,04 Pañuelos Masivos,2020-10-26,77.71
3064,11 Toallas Húmedas,2021-01-12,1024.15
3065,03 Servilletas Masivos,2020-07-08,17964.17
3066,01 Higiénicos Masivos,2020-11-01,3510.52
3067,02 Rollos de Cocina,2020-07-23,66919.23
3068,01 Mascotas,2020-05-20,0.96
3069,01 Mascarilla ,2021-01-13,4.48
3070,38 Pañales Adultos,2020-08-09,1.75
3071,11 Toallas Húmedas,2020-07-10,754.61
3072,02 Rollos de Cocina,2021-01-22,74175.77
3073,03 Servilletas Masivos,2019-11-19,60154.65
3074,01 Mascotas,2020-05-23,4.83
3075,10 Toallas Femeninas,2021-06-01,2959.7
3076,02 Rollos de Cocina,2020-07-20,80586.92
3077,05 Pañales Bebe,2020-01-21,41397.73
3078,01 Higiénicos Masivos,2021-05-06,342064.65
3079,01 Higiénicos Masivos,2019-09-10,397372.49
3080,04 Pañuelos Masivos,2020-10-20,187.24
3081,10 Toallas Femeninas,2019-10-06,86.78
3082,05 Pañales Bebe,2020-07-25,32167.43
3083,03 Servilletas Masivos,2021-01-07,35094.09
3084,10 Toallas Femeninas,2020-04-09,193.98
3085,11 Toallas Húmedas,2021-01-09,1078.9
3086,04 Pañuelos Masivos,2020-04-20,91.31
3087,01 Higiénicos Masivos,2019-09-07,343071.41
3088,01 Higiénicos Masivos,2020-10-29,446146.13
3089,11 Toallas Húmedas,2020-07-07,828.42
3090,38 Pañales Adultos,2020-08-12,967.18
3091,04 Pañuelos Masivos,2019-09-01,0.14
3092,11 Toallas Húmedas,2020-07-13,866.64
3093,38 Pañales Adultos,2020-08-06,1027.96
3094,10 Toallas Femeninas,2021-05-29,5111.58
3095,01 Higiénicos Masivos,2021-05-03,157231.31
3096,05 Pañales Bebe,2020-01-18,58911.48
3097,03 Servilletas Masivos,2019-11-16,58261.92
3098,02 Rollos de Cocina,2021-01-25,86210.18
3099,05 Pañales Bebe,2021-03-14,813.0
3100,04 Pañuelos Masivos,2020-10-23,85.01
3101,05 Pañales Bebe,2020-07-22,39339.03
3102,01 Higiénicos Masivos,2020-04-29,366901.44
3103,38 Pañales Adultos,2020-10-15,1151.86
3104,05 Pañales Bebe,2020-01-27,36141.67
3105,01 Mascarilla ,2020-11-13,4.55
3106,11 Toallas Húmedas,2020-09-09,799.55
3107,11 Toallas Húmedas,2020-09-15,899.21
3108,38 Pañales Adultos,2020-04-12,18.0
3109,02 Rollos de Cocina,2020-01-25,43085.19
3110,02 Rollos de Cocina,2021-03-18,71600.86
3111,01 Higiénicos Masivos,2020-05-05,368121.36
3112,10 Toallas Femeninas,2021-06-04,5849.39
3113,01 Mascotas,2021-01-13,12.04
3114,10 Toallas Femeninas,2020-11-30,8891.91
3115,04 Pañuelos Masivos,2020-04-29,83.07
3116,01 Higiénicos Masivos,2020-11-07,275986.02
3117,02 Rollos de Cocina,2020-07-29,71080.74
3118,10 Toallas Femeninas,2019-10-12,3354.12
3119,03 Servilletas Masivos,2021-01-16,29330.72
3120,04 Pañuelos Masivos,2019-10-23,276.04
3121,05 Pañales Bebe,2021-03-17,40699.82
3122,38 Pañales Adultos,2020-10-09,655.21
3123,04 Pañuelos Masivos,2021-06-18,65.78
3124,11 Toallas Húmedas,2020-03-10,904.78
3125,38 Pañales Adultos,2020-04-09,26.13
3126,11 Toallas Húmedas,2020-09-12,937.04
3127,01 Higiénicos Masivos,2020-11-04,231633.23
3128,01 Mascarilla ,2020-11-10,2.2
3129,02 Rollos de Cocina,2020-01-22,46307.71
3130,10 Toallas Femeninas,2020-12-03,3367.69
3131,01 Higiénicos Masivos,2020-05-02,244222.67
3132,05 Pañales Bebe,2020-01-24,55462.22
3133,03 Servilletas Masivos,2021-01-13,29026.08
3134,10 Toallas Femeninas,2021-06-07,4333.11
3135,02 Rollos de Cocina,2020-07-26,4452.0
3136,03 Servilletas Masivos,2020-07-11,13123.92
3137,01 Mascotas,2021-01-16,6.71
3138,10 Toallas Femeninas,2019-10-15,4392.9
3139,03 Servilletas Masivos,2020-07-14,21625.02
3140,05 Pañales Bebe,2021-03-20,54071.37
3141,02 Rollos de Cocina,2020-01-28,47909.72
3142,03 Servilletas Masivos,2020-01-10,55001.03
3143,04 Pañuelos Masivos,2019-10-26,126.52
3144,01 Mascotas,2020-05-26,7.46
3145,05 Pañales Bebe,2020-09-15,33852.37
3146,10 Toallas Femeninas,2019-10-09,3955.51
3147,04 Pañuelos Masivos,2021-06-15,52.77
3148,38 Pañales Adultos,2020-10-12,816.94
3149,01 Higiénicos Masivos,2019-11-01,102425.54
3150,04 Pañuelos Masivos,2021-06-21,60.73
3151,05 Pañales Bebe,2020-09-21,28217.38
3152,02 Rollos de Cocina,2021-03-24,84210.44
3153,01 Mascotas,2020-07-20,2.0
3154,10 Toallas Femeninas,2020-12-06,126.75
3155,04 Pañuelos Masivos,2020-12-17,52.88
3156,01 Mascotas,2021-01-22,19.92
3157,02 Rollos de Cocina,2020-09-19,86252.37
3158,01 Higiénicos Masivos,2020-12-29,511439.47
3159,04 Pañuelos Masivos,2020-12-23,35.84
3160,03 Servilletas Masivos,2020-07-17,19306.01
3161,05 Pañales Bebe,2020-03-19,17680.95
3162,38 Pañales Adultos,2021-04-10,410.25
3163,11 Toallas Húmedas,2021-03-14,31.0
3164,02 Rollos de Cocina,2020-01-31,58041.16
3165,38 Pañales Adultos,2021-04-13,453.21
3166,11 Toallas Húmedas,2021-03-08,1169.41
3167,01 Higiénicos Masivos,2020-05-08,314154.23
3168,04 Pañuelos Masivos,2019-10-29,267.88
3169,01 Mascarilla ,2021-01-04,1.45
3170,02 Rollos de Cocina,2020-11-17,77018.53
3171,05 Pañales Bebe,2019-11-10,807.97
3172,11 Toallas Húmedas,2020-09-17,828.68
3173,02 Rollos de Cocina,2020-05-15,76390.42
3174,38 Pañales Adultos,2020-10-20,889.66
3175,03 Servilletas Masivos,2020-07-25,19514.79
3176,05 Pañales Bebe,2019-11-19,33918.48
3177,38 Pañales Adultos,2020-02-22,1102.07
3178,01 Higiénicos Masivos,2019-11-12,370032.29
3179,02 Rollos de Cocina,2019-11-17,1892.29
3180,10 Toallas Femeninas,2020-02-03,3450.08
3181,38 Pañales Adultos,2021-04-15,749.46
3182,05 Pañales Bebe,2021-01-10,1158.87
3183,11 Toallas Húmedas,2021-03-16,963.88
3184,03 Servilletas Masivos,2021-03-14,511.0
3185,04 Pañuelos Masivos,2020-02-20,88.23
3186,01 Mascarilla ,2021-03-23,4.93
3187,02 Rollos de Cocina,2020-05-24,660.0
3188,01 Higiénicos Masivos,2020-05-16,277153.39
3189,01 Mascotas,2020-07-25,2.38
3190,11 Toallas Húmedas,2020-01-23,767.92
3191,04 Pañuelos Masivos,2020-02-14,94.74
3192,10 Toallas Femeninas,2021-03-30,6971.15
3193,03 Servilletas Masivos,2020-01-21,70481.25
3194,02 Rollos de Cocina,2020-05-18,66743.85
3195,03 Servilletas Masivos,2020-01-18,46922.32
3196,38 Pañales Adultos,2020-10-14,1011.42
3197,11 Toallas Húmedas,2021-03-19,894.72
3198,05 Pañales Bebe,2019-11-16,35472.3
3199,10 Toallas Femeninas,2020-09-25,4226.37
3200,04 Pañuelos Masivos,2020-08-21,68.82
3201,02 Rollos de Cocina,2020-11-20,53995.65
3202,38 Pañales Adultos,2020-02-25,1067.08
3203,01 Mascotas,2021-01-27,0.17
3204,05 Pañales Bebe,2020-05-20,39506.02
3205,38 Pañales Adultos,2021-04-18,18.25
3206,01 Mascarilla ,2021-03-17,15.42
3207,04 Pañuelos Masivos,2021-04-10,734.65
3208,11 Toallas Húmedas,2021-03-13,869.74
3209,01 Higiénicos Masivos,2021-01-03,5074.87
3210,38 Pañales Adultos,2021-04-12,456.72
3211,01 Higiénicos Masivos,2020-05-13,446031.16
3212,05 Pañales Bebe,2021-01-07,41149.83
3213,01 Mascarilla ,2021-03-20,24.71
3214,01 Higiénicos Masivos,2019-11-09,345720.4
3215,03 Servilletas Masivos,2020-01-24,52649.2
3216,04 Pañuelos Masivos,2020-02-17,105.27
3217,11 Toallas Húmedas,2020-01-26,4.7
3218,02 Rollos de Cocina,2020-05-21,60750.39
3219,10 Toallas Femeninas,2021-03-27,6060.3
3220,38 Pañales Adultos,2019-10-26,517.58
3221,03 Servilletas Masivos,2021-03-20,19154.36
3222,04 Pañuelos Masivos,2021-04-13,47.66
3223,01 Higiénicos Masivos,2019-11-18,340577.84
3224,01 Mascotas,2021-01-30,8.58
3225,05 Pañales Bebe,2020-07-14,37947.27
3226,10 Toallas Femeninas,2020-09-28,5893.41
3227,01 Mascarilla ,2021-01-15,10.78
3228,11 Toallas Húmedas,2019-09-26,651.91
3229,05 Pañales Bebe,2021-01-16,45136.91
3230,10 Toallas Femeninas,2020-03-26,2213.05
3231,11 Toallas Húmedas,2021-05-19,1047.85
3232,02 Rollos de Cocina,2019-11-20,57419.48
3233,03 Servilletas Masivos,2020-01-27,52285.01
3234,10 Toallas Femeninas,2020-10-01,3643.27
3235,01 Higiénicos Masivos,2021-01-06,341315.31
3236,38 Pañales Adultos,2020-12-17,831.04
3237,01 Mascarilla ,2021-01-12,5.53
3238,04 Pañuelos Masivos,2020-10-12,66.56
3239,01 Mascotas,2020-07-31,6.33
3240,11 Toallas Húmedas,2020-11-14,842.71
3241,02 Rollos de Cocina,2021-01-14,72470.15
3242,38 Pañales Adultos,2021-06-21,964.32
3243,01 Higiénicos Masivos,2019-11-15,375236.78
3244,11 Toallas Húmedas,2019-09-23,786.69
3245,02 Rollos de Cocina,2021-01-11,82761.06
3246,38 Pañales Adultos,2019-10-23,903.77
3247,04 Pañuelos Masivos,2021-04-16,58.8
3248,03 Servilletas Masivos,2021-03-23,24894.17
3249,05 Pañales Bebe,2020-07-11,36222.35
3250,03 Servilletas Masivos,2021-03-17,16870.01
3251,05 Pañales Bebe,2021-01-13,70852.19
3252,38 Pañales Adultos,2020-12-14,776.14
3253,01 Mascotas,2020-08-03,25.25
3254,10 Toallas Femeninas,2020-03-29,65.38
3255,02 Rollos de Cocina,2019-11-23,37019.97
3256,04 Pañuelos Masivos,2021-04-19,59.35
3257,01 Higiénicos Masivos,2021-01-09,344854.34
3258,03 Servilletas Masivos,2020-09-15,21718.5
3259,11 Toallas Húmedas,2020-11-17,744.12
3260,11 Toallas Húmedas,2021-05-22,996.72
3261,38 Pañales Adultos,2021-06-18,827.3
3262,10 Toallas Femeninas,2021-04-02,308.05
3263,05 Pañales Bebe,2020-01-10,43999.23
3264,01 Higiénicos Masivos,2020-07-07,328066.71
3265,01 Mascarilla ,2021-01-21,21.87
3266,10 Toallas Femeninas,2019-10-01,2564.74
3267,05 Pañales Bebe,2021-03-09,39429.71
3268,38 Pañales Adultos,2021-06-12,2728.21
3269,11 Toallas Húmedas,2020-03-24,466.05
3270,11 Toallas Húmedas,2021-05-13,1313.93
3271,38 Pañales Adultos,2019-10-20,34.21
3272,10 Toallas Femeninas,2020-04-04,3994.52
3273,01 Higiénicos Masivos,2020-01-09,402610.35
3274,11 Toallas Húmedas,2019-09-20,603.58
3275,38 Pañales Adultos,2020-04-20,651.45
3276,02 Rollos de Cocina,2020-07-18,72051.93
3277,04 Pañuelos Masivos,2020-04-15,93.56
3278,05 Pañales Bebe,2020-07-17,36306.88
3279,03 Servilletas Masivos,2020-09-18,18386.98
3280,38 Pañales Adultos,2020-10-23,1164.03
3281,10 Toallas Femeninas,2019-09-28,3416.68
3282,38 Pañales Adultos,2021-06-15,1217.78
3283,38 Pañales Adultos,2019-09-08,3.04
3284,02 Rollos de Cocina,2021-06-24,84697.98
3285,03 Servilletas Masivos,2021-01-08,27535.3
3286,05 Pañales Bebe,2020-05-04,33373.88
3287,01 Higiénicos Masivos,2019-10-24,452566.62
3288,10 Toallas Femeninas,2020-08-11,6014.6
3289,05 Pañales Bebe,2019-10-31,86523.78
3290,01 Higiénicos Masivos,2020-10-30,588747.21
3291,03 Servilletas Masivos,2020-07-06,15019.98
3292,03 Servilletas Masivos,2020-01-02,21822.63
3293,02 Rollos de Cocina,2020-11-04,80144.41
3294,01 Higiénicos Masivos,2020-04-27,346319.52
3295,01 Mascotas,2020-06-16,2.0
3296,10 Toallas Femeninas,2020-08-17,4262.09
3297,03 Servilletas Masivos,2020-01-05,2810.0
3298,10 Toallas Femeninas,2020-02-10,4748.55
3299,04 Pañuelos Masivos,2020-01-06,131.95
3300,02 Rollos de Cocina,2020-05-02,67042.46
3301,05 Pañales Bebe,2021-06-23,35941.23
3302,04 Pañuelos Masivos,2021-03-02,157.03
3303,01 Mascotas,2020-06-10,14.17
3304,11 Toallas Húmedas,2020-09-30,1412.74
3305,11 Toallas Húmedas,2021-04-04,88.29
3306,38 Pañales Adultos,2021-05-07,1030.54
3307,38 Pañales Adultos,2021-05-01,12.13
3308,04 Pañuelos Masivos,2020-08-28,87.63
3309,01 Higiénicos Masivos,2020-04-30,428542.86
3310,38 Pañales Adultos,2019-09-11,1099.26
3311,38 Pañales Adultos,2019-09-05,902.79
3312,04 Pañuelos Masivos,2021-02-27,184.57
3313,10 Toallas Femeninas,2020-02-13,4824.97
3314,02 Rollos de Cocina,2020-04-29,68111.56
3315,05 Pañales Bebe,2019-10-28,33510.85
3316,05 Pañales Bebe,2019-11-03,518.13
3317,03 Servilletas Masivos,2020-07-09,19287.15
3318,01 Higiénicos Masivos,2020-04-24,267784.2
3319,11 Toallas Húmedas,2021-04-01,513.72
3320,10 Toallas Femeninas,2020-08-14,5994.56
3321,38 Pañales Adultos,2020-10-30,1190.36
3322,02 Rollos de Cocina,2020-05-05,64395.5
3323,11 Toallas Húmedas,2021-04-07,1156.92
3324,05 Pañales Bebe,2021-06-26,40559.32
3325,04 Pañuelos Masivos,2020-08-25,111.48
3326,01 Mascotas,2020-12-16,57.08
3327,05 Pañales Bebe,2020-12-22,38656.52
3328,01 Mascotas,2020-06-13,2.21
3329,01 Higiénicos Masivos,2021-06-19,316057.53
3330,38 Pañales Adultos,2021-05-04,709.43
3331,01 Mascarilla ,2021-04-02,0.73
3332,01 Higiénicos Masivos,2020-12-21,335484.15
3333,05 Pañales Bebe,2020-12-28,45298.48
3334,11 Toallas Húmedas,2020-02-05,652.25
3335,38 Pañales Adultos,2019-09-02,583.5
3336,10 Toallas Femeninas,2020-02-16,326.03
3337,05 Pañales Bebe,2020-06-25,33685.43
3338,02 Rollos de Cocina,2020-12-26,81688.69
3339,03 Servilletas Masivos,2020-08-30,8.0
3340,01 Higiénicos Masivos,2019-11-02,218222.23
3341,38 Pañales Adultos,2020-09-08,800.7
3342,38 Pañales Adultos,2020-03-06,829.59
3343,11 Toallas Húmedas,2021-03-29,945.16
3344,11 Toallas Húmedas,2020-02-02,13.37
3345,03 Servilletas Masivos,2021-03-04,20799.03
3346,10 Toallas Femeninas,2021-04-09,4528.31
3347,02 Rollos de Cocina,2020-05-08,64119.48
3348,05 Pañales Bebe,2020-12-31,93467.93
3349,03 Servilletas Masivos,2020-01-11,53618.07
3350,02 Rollos de Cocina,2019-11-04,35802.34
3351,01 Mascarilla ,2021-03-27,4.44
3352,01 Higiénicos Masivos,2019-10-27,10523.64
3353,01 Higiénicos Masivos,2021-06-22,273935.32
3354,04 Pañuelos Masivos,2020-09-03,67.13
3355,01 Mascotas,2021-02-06,1.92
3356,11 Toallas Húmedas,2020-08-06,876.24
3357,05 Pañales Bebe,2020-12-25,775.5
3358,11 Toallas Húmedas,2020-02-08,435.38
3359,04 Pañuelos Masivos,2020-03-01,0.17
3360,01 Higiénicos Masivos,2021-06-28,26217.1
3361,10 Toallas Femeninas,2020-02-19,3613.0
3362,38 Pañales Adultos,2020-03-09,857.21
3363,05 Pañales Bebe,2019-11-06,41345.61
3364,38 Pañales Adultos,2020-03-03,846.94
3365,03 Servilletas Masivos,2020-01-08,72212.59
3366,10 Toallas Femeninas,2021-04-12,3861.08
3367,04 Pañuelos Masivos,2020-02-27,137.19
3368,03 Servilletas Masivos,2021-03-01,11621.1
3369,38 Pañales Adultos,2020-09-05,702.38
3370,01 Higiénicos Masivos,2021-06-25,308042.19
3371,10 Toallas Femeninas,2021-04-06,4989.77
3372,38 Pañales Adultos,2021-04-28,936.44
3373,01 Higiénicos Masivos,2019-10-30,473151.77
3374,02 Rollos de Cocina,2019-11-07,47683.05
3375,02 Rollos de Cocina,2019-11-01,9632.66
3376,01 Mascarilla ,2021-03-30,6.3
3377,11 Toallas Húmedas,2020-08-09,29.23
3378,04 Pañuelos Masivos,2020-08-31,297.79
3379,01 Mascotas,2021-02-09,10.5
3380,03 Servilletas Masivos,2020-03-03,80264.25
3381,11 Toallas Húmedas,2021-06-01,829.44
3382,38 Pañales Adultos,2020-12-27,27.13
3383,04 Pañuelos Masivos,2020-03-04,128.81
3384,05 Pañales Bebe,2019-12-31,52888.07
3385,01 Mascotas,2020-08-10,2.46
3386,02 Rollos de Cocina,2021-01-04,42914.32
3387,11 Toallas Húmedas,2020-11-27,648.36
3388,38 Pañales Adultos,2020-05-09,572.81
3389,03 Servilletas Masivos,2020-09-05,18083.35
3390,05 Pañales Bebe,2020-07-04,34411.58
3391,10 Toallas Femeninas,2020-10-11,24.6
3392,01 Higiénicos Masivos,2020-12-27,21295.2
3393,02 Rollos de Cocina,2020-12-29,110693.17
3394,38 Pañales Adultos,2019-11-05,648.56
3395,04 Pañuelos Masivos,2021-04-26,122.64
3396,11 Toallas Húmedas,2020-02-11,713.5
3397,11 Toallas Húmedas,2020-08-15,644.75
3398,05 Pañales Bebe,2020-06-19,34104.03
3399,02 Rollos de Cocina,2021-05-09,6087.08
3400,01 Mascotas,2021-01-28,4.12
3401,38 Pañales Adultos,2020-04-27,1078.69
3402,04 Pañuelos Masivos,2020-01-12,1.68
3403,02 Rollos de Cocina,2021-05-15,78627.1
3404,38 Pañales Adultos,2020-10-27,1028.96
3405,02 Rollos de Cocina,2020-03-20,40656.23
3406,01 Higiénicos Masivos,2020-12-12,304287.9
3407,10 Toallas Femeninas,2021-02-19,4572.71
3408,03 Servilletas Masivos,2021-01-14,36993.02
3409,03 Servilletas Masivos,2019-11-23,46349.96
3410,05 Pañales Bebe,2020-12-19,53934.99
3411,01 Mascarilla ,2021-02-06,23.3
3412,04 Pañuelos Masivos,2020-07-16,92.75
3413,01 Higiénicos Masivos,2021-06-16,209648.25
3414,01 Mascarilla ,2021-02-12,24.85
3415,02 Rollos de Cocina,2019-09-16,32905.43
3416,01 Mascotas,2020-07-29,12.25
3417,01 Higiénicos Masivos,2019-10-21,335110.68
3418,02 Rollos de Cocina,2021-05-12,64723.34
3419,05 Pañales Bebe,2020-06-16,33533.87
3420,01 Mascotas,2021-01-25,18.25
3421,03 Servilletas Masivos,2021-01-11,27282.37
3422,11 Toallas Húmedas,2020-08-18,969.32
3423,10 Toallas Femeninas,2019-12-29,898.81
3424,38 Pañales Adultos,2019-10-21,803.94
3425,38 Pañales Adultos,2020-04-24,517.35
3426,11 Toallas Húmedas,2020-02-14,571.39
3427,02 Rollos de Cocina,2020-11-07,96369.28
3428,04 Pañuelos Masivos,2020-07-13,93.76
3429,38 Pañales Adultos,2020-04-21,1119.82
3430,01 Higiénicos Masivos,2020-12-09,261382.48
3431,10 Toallas Femeninas,2019-12-26,3271.47
3432,03 Servilletas Masivos,2019-11-20,58277.52
3433,04 Pañuelos Masivos,2020-01-09,247.25
3434,01 Higiénicos Masivos,2020-12-15,354196.13
3435,02 Rollos de Cocina,2019-09-19,44566.53
3436,01 Mascarilla ,2021-02-09,39.45
3437,05 Pañales Bebe,2020-06-13,42991.7
3438,38 Pañales Adultos,2021-06-16,2348.71
3439,10 Toallas Femeninas,2021-02-16,4646.24
3440,02 Rollos de Cocina,2019-09-13,48631.54
3441,11 Toallas Húmedas,2021-02-17,1073.23
3442,04 Pañuelos Masivos,2020-01-18,110.27
3443,02 Rollos de Cocina,2019-09-22,649.91
3444,38 Pañales Adultos,2021-04-25,24.25
3445,11 Toallas Húmedas,2019-12-21,744.32
3446,01 Higiénicos Masivos,2020-06-12,388526.61
3447,10 Toallas Femeninas,2020-08-26,5226.51
3448,01 Higiénicos Masivos,2020-06-18,336010.48
3449,10 Toallas Femeninas,2020-08-20,5375.5
3450,03 Servilletas Masivos,2020-07-15,22995.18
3451,05 Pañales Bebe,2019-12-16,32286.36
3452,03 Servilletas Masivos,2020-07-12,510.0
3453,02 Rollos de Cocina,2020-11-10,79746.32
3454,05 Pañales Bebe,2019-12-22,7778.33
3455,01 Mascotas,2020-08-04,2.46
3456,11 Toallas Húmedas,2021-02-14,151.21
3457,04 Pañuelos Masivos,2021-03-08,39.2
3458,10 Toallas Femeninas,2021-02-25,4601.3
3459,02 Rollos de Cocina,2020-11-16,96349.78
3460,38 Pañales Adultos,2020-10-21,1122.7
3461,01 Higiénicos Masivos,2019-12-15,29192.15
3462,11 Toallas Húmedas,2020-08-12,886.1
3463,02 Rollos de Cocina,2020-05-14,67508.11
3464,01 Higiénicos Masivos,2020-06-15,328900.54
3465,04 Pañuelos Masivos,2020-01-15,126.99
3466,03 Servilletas Masivos,2020-01-14,72463.38
3467,05 Pañales Bebe,2020-06-22,32465.48
3468,01 Higiénicos Masivos,2020-12-18,351294.4
3469,38 Pañales Adultos,2021-04-22,790.3
3470,01 Higiénicos Masivos,2019-12-12,353050.46
3471,10 Toallas Femeninas,2020-08-23,55.0
3472,03 Servilletas Masivos,2020-07-18,16937.31
3473,05 Pañales Bebe,2019-12-19,37744.98
3474,02 Rollos de Cocina,2020-11-13,67640.6
3475,03 Servilletas Masivos,2021-01-17,948.0
3476,01 Mascotas,2020-08-01,0.25
3477,11 Toallas Húmedas,2021-02-11,1025.97
3478,04 Pañuelos Masivos,2021-03-05,69.43
3479,10 Toallas Femeninas,2021-02-22,5016.55
3480,02 Rollos de Cocina,2020-05-11,68365.8
3481,01 Mascotas,2021-02-03,19.67
3482,38 Pañales Adultos,2020-10-24,747.52
3483,04 Pañuelos Masivos,2021-03-11,129.17
3484,05 Pañales Bebe,2021-02-09,30910.2
3485,01 Mascarilla ,2021-02-15,19.45
3486,03 Servilletas Masivos,2020-01-17,54431.42
3487,10 Toallas Femeninas,2020-02-22,3558.43
3488,05 Pañales Bebe,2021-02-12,31443.01
3489,02 Rollos de Cocina,2019-11-13,43746.97
3490,11 Toallas Húmedas,2021-04-16,1308.11
3491,03 Servilletas Masivos,2020-07-21,19422.94
3492,04 Pañuelos Masivos,2020-09-12,83.75
3493,38 Pañales Adultos,2020-12-21,1192.68
3494,01 Mascarilla ,2020-12-10,1.9
3495,11 Toallas Húmedas,2020-10-12,917.08
3496,38 Pañales Adultos,2020-06-24,904.45
3497,03 Servilletas Masivos,2021-03-10,26967.47
3498,01 Higiénicos Masivos,2021-02-11,216264.27
3499,38 Pañales Adultos,2020-06-18,1055.63
3500,01 Higiénicos Masivos,2019-12-21,351132.65
3501,01 Mascotas,2021-03-27,0.33
3502,05 Pañales Bebe,2020-08-16,8.0
3503,11 Toallas Húmedas,2020-04-12,5.0
3504,01 Mascarilla ,2020-12-13,0.6
3505,05 Pañales Bebe,2021-02-18,43881.68
3506,10 Toallas Femeninas,2020-02-28,5258.07
3507,02 Rollos de Cocina,2020-05-20,71199.8
3508,04 Pañuelos Masivos,2021-03-14,1.25
3509,11 Toallas Húmedas,2021-01-08,1221.29
3510,02 Rollos de Cocina,2020-12-14,117133.97
3511,05 Pañales Bebe,2020-01-25,40994.11
3512,01 Higiénicos Masivos,2021-05-10,245581.22
3513,01 Higiénicos Masivos,2019-09-08,9461.18
3514,10 Toallas Femeninas,2020-09-26,3882.26
3515,01 Mascotas,2021-06-23,7.09
3516,03 Servilletas Masivos,2020-04-14,19063.18
3517,11 Toallas Húmedas,2020-07-06,773.04
3518,02 Rollos de Cocina,2020-12-20,9791.92
3519,10 Toallas Femeninas,2020-02-07,4666.19
3520,38 Pañales Adultos,2020-03-12,443.78
3521,03 Servilletas Masivos,2020-12-02,20992.6
3522,02 Rollos de Cocina,2019-10-29,45306.81
3523,11 Toallas Húmedas,2020-01-05,38.38
3524,03 Servilletas Masivos,2021-06-06,581.67
3525,10 Toallas Femeninas,2020-09-29,4666.08
3526,38 Pañales Adultos,2020-09-14,779.95
3527,05 Pañales Bebe,2020-07-29,34956.19
3528,04 Pañuelos Masivos,2020-08-22,50.67
3529,03 Servilletas Masivos,2019-10-11,52851.62
3530,01 Higiénicos Masivos,2021-05-04,281899.32
3531,01 Mascarilla ,2020-12-31,8.8
3532,10 Toallas Femeninas,2021-04-03,2045.51
3533,04 Pañuelos Masivos,2020-02-18,133.7
3534,01 Higiénicos Masivos,2019-09-14,277603.72
3535,10 Toallas Femeninas,2021-03-28,433.17
3536,01 Mascotas,2020-12-19,43.29
3537,02 Rollos de Cocina,2020-12-17,141205.03
3538,03 Servilletas Masivos,2019-10-14,47144.06
3539,11 Toallas Húmedas,2020-07-03,1019.97
3540,38 Pañales Adultos,2020-03-15,7.0
3541,04 Pañuelos Masivos,2021-04-14,50.83
3542,01 Higiénicos Masivos,2020-11-02,191374.23
3543,11 Toallas Húmedas,2020-07-09,663.82
3544,38 Pañales Adultos,2020-09-17,802.43
3545,04 Pañuelos Masivos,2020-02-21,108.0
3546,02 Rollos de Cocina,2019-10-26,34269.93
3547,01 Mascotas,2021-06-26,0.04
3548,03 Servilletas Masivos,2021-06-09,24287.95
3549,03 Servilletas Masivos,2019-10-08,37297.61
3550,05 Pañales Bebe,2020-01-22,38109.83
3551,01 Higiénicos Masivos,2021-05-07,278406.67
3552,03 Servilletas Masivos,2021-06-03,20411.48
3553,01 Higiénicos Masivos,2019-09-11,372141.83
3554,02 Rollos de Cocina,2021-06-21,52962.53
3555,05 Pañales Bebe,2020-07-26,890.63
3556,10 Toallas Femeninas,2021-03-31,9070.42
3557,01 Higiénicos Masivos,2020-11-05,243896.5
3558,03 Servilletas Masivos,2020-06-05,20598.59
3559,03 Servilletas Masivos,2020-12-08,27933.49
3560,04 Pañuelos Masivos,2021-04-17,163.92
3561,01 Higiénicos Masivos,2020-05-03,20.0
3562,10 Toallas Femeninas,2020-04-02,5700.24
3563,02 Rollos de Cocina,2020-06-17,98142.73
3564,05 Pañales Bebe,2020-01-31,43175.82
3565,11 Toallas Húmedas,2019-11-11,607.0
3566,04 Pañuelos Masivos,2020-10-16,84.12
3567,38 Pañales Adultos,2021-03-19,672.44
3568,10 Toallas Femeninas,2020-10-05,4498.36
3569,05 Pañales Bebe,2021-03-21,1405.37
3570,01 Mascarilla ,2021-01-06,29.73
3571,03 Servilletas Masivos,2021-06-12,18772.8
3572,04 Pañuelos Masivos,2020-02-24,101.59
3573,02 Rollos de Cocina,2020-06-20,94655.43
3574,01 Higiénicos Masivos,2020-05-06,358740.41
3575,04 Pañuelos Masivos,2021-04-20,67.99
3576,11 Toallas Húmedas,2021-01-02,327.19
3577,38 Pañales Adultos,2021-03-13,562.35
3578,03 Servilletas Masivos,2019-10-17,64153.85
3579,05 Pañales Bebe,2020-01-28,39513.42
3580,11 Toallas Húmedas,2019-11-14,590.38
3581,02 Rollos de Cocina,2020-12-23,102031.07
3582,03 Servilletas Masivos,2020-12-11,25502.07
