,SKU,Fecha,Cantidad
50344,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2019-12-08,7.54
50345,PH ELITE  DH 4 X 12 LA,2019-11-13,19865.9
50355,PH ELITE DH 6 X 8 LA,2021-06-23,3885.39
50356,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-11-06,580.0
50365,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2019-10-06,38.0
50371,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-02-19,1409.5
50373,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-01-12,5540.0
50379,PH NOBLE DH 2 X 10,2021-01-12,163314.3
50387,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-12-30,1990.75
50390,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-03-01,43.65
50391,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2019-12-20,3292.5
50401,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-12,98.5
50407,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-11-22,1.42
50408,PH ELITE DH 2 X 10 LA,2021-03-07,46.0
50409, PH ELITE PLUS DH VERTICAL 6 X 8,2021-03-11,3005.63
50410,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-08-25,5.79
50411,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-05,94.75
50420,PH ELITE DH 24 X 2 LA,2020-05-22,14033.0
50421,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-09-12,7.33
50427,RC NOVA DH MEGAROLLO  1 X 12,2020-09-07,39798.74
50432,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-03-05,1230.0
50435,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-06-05,147.91
50436,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-10-19,4314.5
50437,SE ELITE CORTADA 1000 X 12,2020-09-06,1.0
50440,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-09-08,139.5
50441,PH NOBLE DH 24 X 2,2021-05-20,1973.0
50442,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-05-21,1712.5
50443,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-02-07,7167.0
50446,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-01-21,13.17
50448,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-09-20,52.0
50449,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-04-28,27.07
50451,RC NOVA DH MEGAROLLO  2 X 6,2019-09-17,984.69
50452,PH ELITE  DH 4 X 12 LA,2021-03-25,10596.95
50456,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2019-12-18,104.75
50457,PH HIGIENOL DH  4 X 12,2020-04-27,5669.7
50462,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2020-04-08,73.13
50463,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-10-07,908.5
50464,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-22,15.47
50466,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-12-03,515.0
50467,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-12-31,27.9
50471,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-29,13.5
50473,PH HIGIENOL DH 4x6 40 METROS,2020-07-31,9447.33
50474,TH TOALLITAS HUMEDAS PREMIUM 184x8,2021-02-03,159.16
50478,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-02-13,4.0
50481,PH ELITE DUO  DH 4x12 25 METROS,2020-04-21,10926.24
50483,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-02-01,55.13
50485,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-12-12,292.46
50486,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2020-09-14,4609.75
50489,PH HIGIENOL DH  4 X 12,2021-01-22,2314.15
50497,PH ELITE DUO  DH 6 x 8  25 METROS,2020-09-27,445.0
50498,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-06-17,2078.0
50501,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-03-05,156.76
50502,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-02-15,2800.75
50503,PH ELITE DH 2 X 10 LA,2020-03-16,104369.2
50507,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-02-13,4284.0
50508,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-03-12,2158.6
50511,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-04-21,56.55
50512,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-04-17,374.0
50513,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-05-21,2447.5
50516,PH ELITE  DH 4 X 12 LA,2020-08-22,19592.8
50517,RC NOVA DH MEGAROLLO  1 X 12,2021-06-04,40409.0
50518,PH ELITE DUO  DH 6 x 8  25 METROS,2021-03-26,12372.75
50519,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-11-09,20192.46
50520,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-07-16,4368.33
50525,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-01,35.94
50526,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-06-08,3242.0
50531,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-12-16,679.08
50533,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-10-29,161.37
50536,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-21,68.61
50537,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2019-12-26,267.08
50539,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-05-31,23.6
50541,PH HIGIENOL DH  4 X 12,2020-11-25,2928.35
50542,PH NOBLE DH 24 X 2,2020-04-17,4593.5
50544,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-10-04,0.3
50552,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2019-10-06,3.38
50553,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2021-01-21,5572.0
50554,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-07-08,73.63
50563,PH HIGIENOL DH 4x6 40 METROS,2020-12-23,9666.33
50565,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-02-17,719.25
50566,PH NOBLE DH 24 X 2,2019-09-24,2810.0
50567,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-01,2.5
50570,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-09,2367.5
50574,PH ELITE PLUS DH 24 X 2,2020-10-10,1261.5
50577,PH ELITE DUO  DH 6 x 8  25 METROS,2021-04-30,93280.0
50579,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-09-20,3122.0
50581,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-04-16,195.65
50584,PH ELITE DUO  DH 4x12 25 METROS,2020-07-20,6314.52
50586,PH HIGIENOL DH 4x6 40 METROS,2020-05-02,6120.31
50589,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-05-01,2.2
50593,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-02-27,7.5
50594,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-05-05,341.92
50599,PH ELITE DH 6 X 8 LA,2020-01-16,10700.89
50601,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-19,3721.5
50606,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-10-18,57.08
50608,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-09-10,2254.5
50612,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-05-16,358.5
50613,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-08-16,8.0
50625,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-07-03,707.0
50635,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2021-06-08,150.09
50636,PH NOBLE DH 24 X 2,2021-05-17,2537.5
50643,PH ELITE DUO  DH 6 x 8  25 METROS,2021-04-27,10596.68
50649,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-14,33.0
50655,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-05-28,38.5
50656,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-03-03,2145.27
50662,SE ELITE CORTADA 1000 X 12,2020-03-01,0.5
50665,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-08-12,1162.5
50666,PH HIGIENOL DH  4 X 12,2019-10-21,11270.12
50667,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2019-10-10,4561.0
50668,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-04,990.5
50675,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-04-05,1575.5
50679,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-11-14,1056.5
50683,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2020-01-23,193.6
50686,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-01-11,46.75
50688,PH ELITE PLUS DH 24 X 2,2020-08-25,10870.0
50690,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2021-04-25,17.75
50696,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-04-24,2824.0
50701,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2021-02-16,2240.84
50702,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2021-06-17,43.2
50704,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2020-11-10,335.54
50705,PH ELITE DUO  DH 4x12 25 METROS,2020-06-04,10095.57
50706,PH ELITE DUO  DH 6 x 8  25 METROS,2020-10-23,17003.88
50709,SE ELITE CORTADA 1000 X 12,2021-04-20,60.19
50713,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-10-10,1.67
50716,RC NOVA DH MEGAROLLO  2 X 6,2020-11-05,4533.34
50724,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2021-06-18,156.94
50725,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-01-02,206.5
50730,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-02-12,1314.5
50739,RC NOVA DH MEGAROLLO  1 X 12,2020-01-22,20614.58
50743,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2021-03-16,120.6
50745,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-06-09,835.6
50748,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-07-18,18.88
50755,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2020-11-08,21.5
50766,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-11-05,1427.5
50767,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-02-04,15744.15
50768,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-01-30,202.5
50772,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-05-09,0.13
50784,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-19,1187.5
50785,PH HIGIENOL DH 4x6 40 METROS,2020-11-07,7188.51
50788,PH ELITE DH 24 X 2 LA,2021-06-01,6099.5
50790,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2021-04-04,0.5
50791,PH NOBLE DH 24 X 2,2019-11-09,2476.0
50796,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2019-10-17,106.02
50800,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-01-10,296.5
50801,PH NOBLE DH 2 X 10,2020-01-03,125446.05
50810,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2020-01-27,208.0
50819,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-07-07,3633.0
50825,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2021-02-03,16100.63
50826,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-10-04,52.93
50831,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-05-30,4.92
50835,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-08-01,128.64
50837,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2020-12-30,11.87
50838,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-08-10,62.2
50840,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-02-17,2283.5
50846,PH ELITE  DH 4 X 12 LA,2019-09-02,19470.19
50848,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2020-09-25,902.5
50850,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-03-05,11049.84
50853,PH ELITE  DH 4 X 12 LA,2021-04-28,14505.33
50856,PH NOBLE DH 24 X 2,2019-10-15,3400.0
50857,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2019-11-30,110.16
50859,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2019-10-05,1113.0
50860,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-05-28,45.11
50864,PH ELITE DH 24 X 2 LA,2021-06-23,6452.5
50873,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-01-09,493.5
50876,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-04-06,18.61
50877,PH ELITE PLUS DH 24 X 2,2020-06-05,1180.5
50882,RC NOVA DH MEGAROLLO  2 X 6,2020-07-29,6867.67
50888,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-11-08,30.97
50890,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2021-04-13,710.33
50895,PH ELITE DUO  DH 6 x 8  25 METROS,2019-09-12,12452.17
50896,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-06-25,175.29
50898,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-03-22,6.67
50901,PH HIGIENOL DH 4x6 40 METROS,2019-11-19,8273.79
50902,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2021-01-18,48.17
50903,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-01-25,121.19
50905,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-02-10,38971.67
50906,PH ELITE DH 6 X 8 LA,2019-11-08,12954.22
50909,PH ELITE CLÁSICO DH 2 X 10 CO,2020-07-15,4331.0
50910,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-26,137.87
50912,TH TOALLITAS HUMEDAS PREMIUM 184x8,2019-11-26,4.38
50922,PH NOBLE DH 24 X 2,2019-10-18,2509.0
50923,PH ELITE DH 24 X 2 LA,2019-10-31,16526.5
50929,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2019-09-15,10.0
50950,PH ELITE DH 2 X 10 LA,2020-09-02,43358.8
50951,RC NOVA DH MEGAROLLO  1 X 12,2020-12-22,91477.58
50953,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-09-17,398.5
50957,RC NOVA DH MEGAROLLO  1 X 12,2019-10-28,17578.09
50958,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2021-06-04,714.5
50963,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2021-01-04,1583.5
50970,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2020-12-16,2065.5
50971,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-07-21,191.65
50974,TF LADYSOFT NORMAL CON ALAS 42 X 8 ASS,2021-02-21,2.0
50988,SE ELITE CORTADA 1000 X 12,2020-12-15,160.84
50990,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-04-01,3846.0
50996,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2019-12-29,364.0
50998,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2020-05-09,20.33
51002,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-09-25,3820.75
51003,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-09-19,248.55
51005,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-01-04,80.48
51006,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-01-27,5265.5
51008,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-02-09,6.71
51012,RC NOVA DH MEGAROLLO  1 X 12,2021-06-26,42300.75
51014,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-11-16,42.29
51016,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-03-28,17978.23
51019,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-14,52.33
51021,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-04-20,630.75
51030,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-02-07,17.5
51031,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-05-13,176.3
51036,TH TOALLITAS HUMEDAS PREMIUM 184x8,2020-09-10,11.0
51037,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2019-10-30,33206.12
51038,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-12-08,687.58
51046,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2019-11-15,1198.5
51049,PH HIGIENOL DH  4 X 12,2019-10-22,8916.4
51053,PH ELITE PLUS DH 24 X 2,2020-08-24,1524.5
51060,PH NOBLE DH 24 X 2,2021-03-25,2953.5
51062,PL PAÑAL BABYSEC ULTRASEC PPK MD 64X2 NF,2021-01-03,0.5
51066,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-13,133.2
51067,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-22,28106.41
51068,PH ELITE PLUS DH 24 X 2,2021-04-16,1269.0
51073,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-11-18,60.8
51075,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-21,294.0
51079,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-07-18,43.54
51080,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-06-02,635.99
51085,RC NOVA DH MEGAROLLO  2 X 6,2020-11-06,3217.35
51090,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-12-18,13879.0
51096,PL PAÑAL BABYSEC SPCTOTAL MEGA XXG 36X3,2021-03-28,1.67
51097,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-03-09,43.22
51101,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2021-03-05,475.58
51108,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2019-12-29,45.0
51109,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2021-06-16,1094.5
51111,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-06-08,610.35
51115,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2021-03-10,43.7
51118,PH ELITE DH 6 X 8 LA,2021-03-23,4529.35
51119,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2021-04-14,48.92
51121,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-01-17,1.75
51127,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2020-03-24,2557.0
51130,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2ND2,2021-02-10,2826.5
51131,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2020-08-22,3168.5
51136,PH ELITE DUO  DH 6 x 8  25 METROS,2019-12-30,29001.29
51140,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2021-06-20,113.08
51141,PH NOBLE DH 2 X 10,2021-04-27,50068.9
51143,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-01-09,4466.5
51146,SE ELITE CORTADA 1000 X 12,2021-01-08,143.5
51147,PH ELITE DUO  DH 4x12 25 METROS,2020-09-14,7643.72
51151,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2020-08-18,918.5
51154,PH ELITE  DH 4 X 12 LA,2019-11-21,23334.88
51155,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-12-05,376.63
51159,PH ELITE DH 24 X 2 LA,2021-03-12,13563.0
51166,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2019-10-18,392.0
51168,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-03-06,79.84
51170,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-02-24,1478.5
51178,SE ELITE CORTADA 1000 X 12,2019-11-20,217.41
51179,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-09-03,1199.08
51182,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-06-29,149.5
51183,RC NOVA DH MEGAROLLO  1 X 12,2021-04-25,544.0
51188,PH HIGIENOL DH  4 X 12,2021-06-17,2172.08
51190,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-08-09,897.0
51191,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-11-21,85.6
51192,TH TOALLAS HUM.BABYSEC PREMIUM 150x8,2021-02-19,76.75
51201,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-10-24,2.0
51202,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-06-16,27905.75
51207,PH ELITE DUO  DH 4x12 25 METROS,2020-03-15,1512.33
51210,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-05-19,43.3
51211,PH HIGIENOL DH  4 X 12,2021-06-23,2116.16
51215,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-11,8532.4
51216,TH TOALLAS HUMEDAS BABYSEC PREMIUM 150x8,2020-11-15,4.43
51218,RC NOVA DH MEGAROLLO  1 X 12,2021-05-01,329.58
51224,PH ELITE DH 2 X 10 LA,2020-05-01,5134.3
51228,TF LADYSOFT DELG CON ALAS 10 X 6 X 4 INN,2020-08-21,151.3
51236,PH ELITE PLUS DH 24 X 2,2020-02-23,10.0
51238,RC NOVA DH MEGAROLLO  2 X 6,2019-09-15,31.5
51241,PH HIGIENOL DH 4x6 40 METROS,2020-03-07,3872.85
51242,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2020-11-03,1602.5
51245,PL PAÑAL BABYSEC PREMIUM PPK XXG 44x2 ND,2020-04-14,1887.0
51249,PH ELITE ULTRA  DH 24 X 2 FLOR S/C,2020-04-21,792.5
51250,TF LADYSOFT NOR CON ALAS 10 X 6 X 4 INN,2020-06-16,2887.27
51251,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2020-01-14,101.2
51252,PH ELITE DUO  DH 6 x 8  25 METROS,2020-06-30,14607.03
51259,PH ELITE CLÁSICO DH 2 X 10 CO,2021-04-30,1699.0
51260,RC NOVA DH MEGAROLLO  2 X 6,2020-05-04,2986.17
51262,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2019-09-05,14.33
51266,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2021-03-11,2618.0
51269,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-12-16,23250.88
51270,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2021-05-19,5524.5
51271,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-06-05,389.59
51273,PH ELITE DUO  DH 6 x 8  25 METROS,2021-02-17,9476.73
51276,PH NOBLE DH 2 X 10,2020-03-08,7180.3
51277,TH TOALLAS HUMEDAS BABYSEC PREMIUM 80x12,2020-09-11,26.41
51278, PH ELITE PLUS DH VERTICAL 6 X 8,2020-07-18,1691.88
51281,TF LADYSOFT NORMAL CON ALAS 42 X 8 INN,2020-10-13,113.84
51286,PL PAÑAL BABYSEC ULTRASEC PPK GR 58X2 NF,2019-09-15,17.0
51289,PL PAÑAL BABYSEC PREMIUM PPK XG 48x2 ND2,2019-09-23,5260.0
51291,RC NOVA DH MEGAROLLO  1 X 12,2019-09-02,15488.75
51292,PL PAÑAL BABYSEC RECIEN NACIDO 20 X10 MX,2019-09-19,83.4
51296,PL PAÑAL BABYSEC ULTRASEC PPK XG 48X2 NF,2020-12-29,6042.5
51297,PH HIGIENOL DH  4 X 12,2021-06-16,1645.93
51304,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2021-01-08,1096.0
51305,SE ELITE DOBLADA BLANCA 100 - 33X33 (N),2019-12-29,1506.5
51308,SE ELITE PRACTICA 100 X 12 PAQ X BOLSA,2020-11-23,460.42
51310,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2019-09-16,79.83
51311,TF LADYSOFT NOCTURNA CON ALAS 8 X 24 INN,2020-02-18,274.6
51312,PH ELITE  DH 4 X 12 LA,2020-02-04,21934.37
51320,RC NOVA DH MEGAROLLO  2 X 6,2021-05-07,3230.32
51321,PH ELITE CLÁSICO DH 2 X 10 CO,2020-03-12,8482.2
51323,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2 ND,2020-05-18,1951.0
51324,PH ELITE DH 24 X 2 LA,2021-06-04,10675.5
51325,PH HIGIENOL DH 4x6 40 METROS,2020-05-08,7230.24
51332,PL PAÑAL BABYSEC PREMIUM PPK GR 58x2ND2,2021-02-18,1070.5
51333,PH ELITE  DH 4 X 12 LA,2020-08-08,13798.69
51334,PH ELITE PLUS DH 24 X 2,2020-02-24,1281.5
51336,PH ELITE DH 2 X 10 LA,2019-12-08,233.2
51337,PO ELITE ALOE VERA DISPENSADOR 27 X 8,2021-05-12,43.84
51347,TF LADYSOFT NOCTURNA DOBLE ALAS 10 X 8,2020-12-09,733.93
51350,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2020-10-12,178.94
51354,RC ELITE CLASICA DH MEGARROLLO  1 X 12,2020-02-07,12079.71
51362,TF LADYSOFT NATURAL CON ALAS 10 X 24 INN,2019-10-02,47.13
51363,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-22,9.93
51371,PL PAÑAL BABYSEC SPCTOTAL MEGA XG 40 X 3,2020-04-07,5.0
51379,PL PAÑAL BABYSEC PREMIUM PPK MD 64x2 ND,2020-02-11,536.0
51381,PH ELITE DH 6 X 8 LA,2020-09-04,7472.5
51389,PL PAÑAL BABYSECULTRASEC PPK XXG 44X2 NF,2021-06-13,15.5
51391,TH TOALLAS HUMEDAS BABYSEC PREMIUM 50x10,2020-06-19,72.4
51394,TF LADYSOFT BASICA CON ALAS 8 X 24 PER,2019-12-30,201.19
51398, PH ELITE PLUS DH VERTICAL 6 X 8,2020-12-20,77.75
51400,PH ELITE DUO  DH 4x12 25 METROS,2020-06-15,6617.75
51405,SE ELITE CORTADA 200 X 18 PAQ XBOLSA,2020-03-30,19568.95
51407,PL PAÑAL BABYSEC PREMIUM SME XG 52x2 ND2,2019-12-15,90.0
51409,PD LADYSOFT PROTECT DIARIO 20 X 30 CHINA,2019-10-27,0.5
51412,PH HIGIENOL DH 4x6 40 METROS,2019-10-07,5611.67
