,Marca,Fecha,Cantidad
1320,038 Ok Pet,2020-06-26,5.54
1321,012 Higienol,2021-02-10,13558.62
1322,037 Cotidian,2020-03-18,658.25
1323,008 Babysec,2020-03-08,590.51
1324,037 Cotidian,2021-03-25,505.09
1325,006 Nova,2021-05-11,51539.53
1326,037 Cotidian,2020-09-20,0.5
1327,003 Noble,2020-08-22,234582.83
1328,038 Ok Pet,2020-12-23,95.08
1329,008 Babysec,2020-03-11,36777.85
1330,012 Higienol,2019-12-20,19825.01
1331,003 Noble,2021-02-24,211494.18
1332,036 Ladysoft,2019-11-08,4832.44
1333,038 Ok Pet,2020-06-20,0.5
1334,006 Nova,2019-09-15,611.79
1335,008 Babysec,2020-09-13,2183.5
1336,001 Elite,2020-08-01,92919.4
1337,006 Nova,2020-03-19,18508.15
1338,036 Ladysoft,2020-05-12,5678.11
1339,008 Babysec,2021-05-03,19288.12
1340,012 Higienol,2021-02-13,12220.85
1341,038 Ok Pet,2020-06-23,2.0
1342,001 Elite,2020-01-28,235152.78
1343,006 Nova,2020-11-09,64768.5
1344,012 Higienol,2021-02-07,48.83
1345,037 Cotidian,2020-09-17,802.43
1346,003 Noble,2020-01-03,142105.23
1347,006 Nova,2021-05-14,69782.59
1348,001 Elite,2020-07-29,169377.32
1349,008 Babysec,2020-03-14,29877.08
1350,006 Nova,2021-05-08,47788.75
1351,003 Noble,2021-02-27,714368.93
1352,037 Cotidian,2021-03-22,589.74
1353,001 Elite,2020-01-25,209842.06
1354,001 Elite,2021-03-21,2233.56
1355,006 Nova,2019-09-18,25736.41
1356,036 Ladysoft,2019-11-05,4308.65
1357,003 Noble,2020-08-25,188333.41
1358,012 Higienol,2020-08-08,15255.12
1359,008 Babysec,2020-09-10,38296.09
1360,036 Ladysoft,2020-05-15,5956.97
1361,036 Ladysoft,2020-05-09,5069.29
1362,006 Nova,2020-03-22,247.41
1363,003 Noble,2020-02-27,223291.77
1364,008 Babysec,2020-05-14,53432.14
1365,006 Nova,2021-03-11,70007.78
1366,003 Noble,2020-08-31,418658.0
1367,001 Elite,2020-10-01,83705.67
1368,036 Ladysoft,2021-01-02,1656.04
1369,037 Cotidian,2019-09-29,3.58
1370,036 Ladysoft,2019-11-14,5334.32
1371,012 Higienol,2020-02-13,13963.98
1372,001 Elite,2020-03-29,2137.87
1373,006 Nova,2020-01-18,24882.36
1374,012 Higienol,2020-08-17,13305.47
1375,001 Elite,2020-04-01,157527.12
1376,001 Elite,2019-09-28,213704.34
1377,037 Cotidian,2020-11-23,1227.86
1378,037 Cotidian,2020-05-21,890.26
1379,012 Higienol,2020-08-11,15852.75
1380,003 Noble,2020-08-28,222357.48
1381,008 Babysec,2019-11-10,862.73
1382,001 Elite,2021-05-24,124654.56
1383,038 Ok Pet,2021-02-16,3.75
1384,006 Nova,2021-03-08,44857.79
1385,008 Babysec,2020-05-11,46415.91
1386,003 Noble,2020-02-24,167286.23
1387,008 Babysec,2020-05-17,792.0
1388,006 Nova,2020-07-19,1462.0
1389,001 Elite,2019-09-25,208613.12
1390,012 Higienol,2020-02-10,21400.33
1391,006 Nova,2020-01-15,26319.33
1392,012 Higienol,2020-08-14,18231.33
1393,036 Ladysoft,2019-11-11,4279.74
1394,037 Cotidian,2020-11-20,655.36
1395,038 Ok Pet,2021-02-13,2.75
1396,036 Ladysoft,2021-01-05,4370.27
1397,037 Cotidian,2020-05-18,910.37
1398,001 Elite,2021-05-21,119222.31
1399,008 Babysec,2019-09-19,36963.16
1400,038 Ok Pet,2021-02-19,1.79
1401,001 Elite,2020-09-25,133555.56
1402,003 Noble,2020-10-22,191210.31
1403,038 Ok Pet,2020-08-17,9.5
1404,003 Noble,2020-03-04,186152.97
1405,036 Ladysoft,2020-01-05,82.38
1406,012 Higienol,2020-02-19,17231.23
1407,008 Babysec,2020-05-08,31374.39
1408,008 Babysec,2020-01-14,35689.04
1409,003 Noble,2020-09-25,164043.19
1410,012 Higienol,2021-03-13,10874.41
1411,037 Cotidian,2021-02-19,865.95
1412,006 Nova,2020-05-15,45035.26
1413,006 Nova,2019-11-11,19035.64
1414,012 Higienol,2020-09-11,10947.92
1415,008 Babysec,2021-03-10,33759.67
1416,012 Higienol,2020-03-09,20357.92
1417,036 Ladysoft,2020-07-08,5532.08
1418,001 Elite,2020-06-05,166983.44
1419,001 Elite,2019-12-02,147050.08
1420,008 Babysec,2020-07-18,41505.61
1421,036 Ladysoft,2020-07-02,4210.06
1422,001 Elite,2021-01-23,109482.49
1423,003 Noble,2020-09-28,244249.17
1424,038 Ok Pet,2020-07-24,3.58
1425,008 Babysec,2020-01-17,71049.0
1426,003 Noble,2020-09-22,204223.67
1427,037 Cotidian,2021-02-16,832.66
1428,038 Ok Pet,2021-03-13,1.67
1429,001 Elite,2019-12-05,208828.7
1430,006 Nova,2019-11-08,21157.64
1431,037 Cotidian,2021-02-22,922.08
1432,012 Higienol,2020-09-08,12986.82
1433,036 Ladysoft,2020-07-05,22.22
1434,012 Higienol,2020-03-06,12553.25
1435,036 Ladysoft,2021-01-07,5223.77
1436,006 Nova,2020-05-18,39028.45
1437,001 Elite,2019-11-29,207386.34
1438,037 Cotidian,2019-12-29,17.43
1439,003 Noble,2020-03-23,184330.62
1440,006 Nova,2020-05-12,49820.09
1441,003 Noble,2021-05-21,135524.89
1442,036 Ladysoft,2020-01-07,5049.44
1443,012 Higienol,2020-03-15,1493.66
1444,012 Higienol,2019-09-11,19000.75
1445,001 Elite,2020-06-02,203392.8
1446,001 Elite,2020-05-27,216120.48
1447,006 Nova,2019-11-17,1366.08
1448,038 Ok Pet,2021-03-16,2.58
1449,012 Higienol,2021-05-07,10493.07
1450,012 Higienol,2021-05-04,11158.58
1451,008 Babysec,2020-07-12,1372.49
1452,008 Babysec,2021-01-14,58862.28
1453,003 Noble,2019-09-22,12660.8
1454,003 Noble,2019-09-28,199497.37
1455,038 Ok Pet,2020-09-14,16.62
1456,037 Cotidian,2020-06-29,671.5
1457,006 Nova,2021-01-05,53590.89
1458,036 Ladysoft,2021-02-28,216.98
1459,037 Cotidian,2019-12-26,724.95
1460,003 Noble,2020-03-26,265401.68
1461,012 Higienol,2019-09-08,532.83
1462,037 Cotidian,2020-06-23,609.45
1463,001 Elite,2020-05-30,215806.05
1464,006 Nova,2019-11-14,21489.88
1465,036 Ladysoft,2020-01-04,4445.3
1466,038 Ok Pet,2021-03-19,0.67
1467,001 Elite,2020-12-02,132210.16
1468,036 Ladysoft,2020-01-10,5200.57
1469,003 Noble,2021-05-18,110006.42
1470,006 Nova,2021-01-08,81851.5
1471,003 Noble,2019-09-25,197959.58
1472,038 Ok Pet,2020-09-17,28.09
1473,008 Babysec,2021-01-17,844.14
1474,038 Ok Pet,2021-03-22,0.71
1475,037 Cotidian,2020-06-26,744.27
1476,012 Higienol,2020-11-02,9598.98
1477,008 Babysec,2020-07-15,50050.41
1478,008 Babysec,2020-01-11,38568.53
1479,003 Noble,2020-03-29,3361.4
1480,037 Cotidian,2019-12-23,497.93
1481,012 Higienol,2020-03-12,18959.98
1482,037 Cotidian,2020-02-22,1102.03
1483,036 Ladysoft,2020-09-01,4967.96
1484,012 Higienol,2020-11-08,168.67
1485,006 Nova,2019-09-11,24707.56
1486,001 Elite,2020-01-29,198450.28
1487,037 Cotidian,2020-02-28,654.7
1488,003 Noble,2021-05-27,129579.78
1489,012 Higienol,2019-09-17,21761.61
1490,006 Nova,2021-05-13,62118.21
1491,008 Babysec,2020-03-15,1004.78
1492,003 Noble,2020-05-20,188338.8
1493,006 Nova,2021-05-07,48387.98
1494,008 Babysec,2020-09-17,38062.01
1495,006 Nova,2019-09-17,19754.34
1496,001 Elite,2020-08-05,139217.45
1497,003 Noble,2020-11-22,2229.7
1498,036 Ladysoft,2021-03-06,4108.46
1499,037 Cotidian,2020-08-29,935.68
1500,006 Nova,2020-03-18,36917.87
1501,001 Elite,2020-02-01,105086.9
1502,003 Noble,2021-05-24,194874.41
1503,037 Cotidian,2020-02-25,1067.08
1504,012 Higienol,2020-11-05,13716.42
1505,036 Ladysoft,2020-08-29,5455.21
1506,003 Noble,2019-10-01,100850.73
1507,012 Higienol,2019-09-14,19610.7
1508,006 Nova,2020-11-05,60652.4
1509,012 Higienol,2021-05-10,11068.27
1510,006 Nova,2021-05-10,55008.67
1511,003 Noble,2020-11-25,215801.24
1512,008 Babysec,2020-03-12,34063.82
1513,008 Babysec,2020-09-14,45983.8
1514,037 Cotidian,2021-04-18,18.25
1515,003 Noble,2020-11-19,172925.67
1516,006 Nova,2019-09-14,19358.72
1517,012 Higienol,2020-05-06,15226.03
1518,001 Elite,2020-08-02,3115.81
1519,036 Ladysoft,2021-03-03,4802.26
1520,008 Babysec,2020-09-08,37891.82
1521,038 Ok Pet,2020-03-24,0.38
1522,036 Ladysoft,2021-04-27,5822.17
1523,001 Elite,2021-01-26,133184.9
1524,008 Babysec,2021-03-13,34766.51
1525,003 Noble,2020-05-29,266059.9
1526,006 Nova,2020-11-08,2199.83
1527,036 Ladysoft,2020-09-07,5059.22
1528,008 Babysec,2020-01-20,61924.94
1529,036 Ladysoft,2020-03-08,65.93
1530,001 Elite,2019-12-08,2634.48
1531,001 Elite,2021-02-01,130458.6
1532,037 Cotidian,2021-02-25,984.61
1533,038 Ok Pet,2021-05-13,13.08
1534,037 Cotidian,2020-08-23,0.5
1535,012 Higienol,2020-05-09,13839.37
1536,001 Elite,2020-08-10,146991.82
1537,037 Cotidian,2021-03-31,1284.69
1538,008 Babysec,2020-06-08,46982.65
1539,003 Noble,2021-02-18,122500.74
1540,012 Higienol,2021-05-15,8218.23
1541,008 Babysec,2019-12-05,29767.1
1542,037 Cotidian,2020-09-26,400.94
1543,001 Elite,2020-02-06,210608.3
1544,036 Ladysoft,2020-12-21,2958.99
1545,012 Higienol,2019-09-22,759.33
1546,012 Higienol,2019-09-19,24226.25
1547,003 Noble,2020-02-12,191833.83
1548,006 Nova,2019-12-24,15124.54
1549,036 Ladysoft,2021-06-22,549.39
1550,008 Babysec,2020-06-11,57846.65
1551,003 Noble,2020-08-16,704.0
1552,001 Elite,2021-02-09,138487.48
1553,006 Nova,2019-12-18,25001.6
1554,036 Ladysoft,2019-11-02,2351.31
1555,037 Cotidian,2020-02-07,824.54
1556,036 Ladysoft,2019-10-27,108.0
1557,012 Higienol,2020-11-13,12212.51
1558,006 Nova,2021-02-11,52848.58
1559,003 Noble,2021-02-15,202556.93
1560,037 Cotidian,2021-03-28,7.08
1561,001 Elite,2020-08-07,186142.82
1562,003 Noble,2020-08-13,177928.37
1563,012 Higienol,2021-05-18,12727.84
1564,036 Ladysoft,2020-04-30,4490.85
1565,037 Cotidian,2020-09-29,925.46
1566,012 Higienol,2019-09-25,21509.29
1567,037 Cotidian,2021-04-03,355.15
1568,008 Babysec,2019-12-08,328.23
1569,006 Nova,2019-12-21,26297.79
1570,038 Ok Pet,2020-06-11,1.25
1571,012 Higienol,2020-11-10,13760.24
1572,006 Nova,2020-06-24,70768.31
1573,036 Ladysoft,2019-10-30,5579.88
1574,037 Cotidian,2020-08-05,712.89
1575,036 Ladysoft,2020-12-27,326.13
1576,001 Elite,2019-12-16,240633.43
1577,036 Ladysoft,2020-06-24,8305.89
1578,037 Cotidian,2020-02-01,769.06
1579,008 Babysec,2019-10-14,37541.22
1580,006 Nova,2021-02-14,700.67
1581,001 Elite,2021-02-03,133007.57
1582,012 Higienol,2020-11-19,10713.73
1583,012 Higienol,2020-05-17,898.0
1584,008 Babysec,2020-12-02,23609.47
1585,003 Noble,2020-02-18,161642.5
1586,038 Ok Pet,2021-02-04,7.33
1587,008 Babysec,2020-12-08,31967.42
1588,038 Ok Pet,2021-02-10,2.08
1589,006 Nova,2020-08-15,55322.46
1590,008 Babysec,2020-06-05,37342.16
1591,037 Cotidian,2020-01-29,848.28
1592,001 Elite,2019-12-13,215233.3
1593,036 Ladysoft,2020-12-30,6458.38
1594,006 Nova,2021-02-17,52403.75
1595,036 Ladysoft,2020-12-24,1934.44
1596,012 Higienol,2020-05-14,18878.21
1597,006 Nova,2020-08-18,49404.26
1598,003 Noble,2020-02-15,151564.93
1599,008 Babysec,2021-06-09,38347.84
1600,001 Elite,2021-02-06,109070.79
1601,001 Elite,2021-01-31,14127.05
1602,003 Noble,2021-04-11,2460.63
1603,001 Elite,2020-08-04,161893.28
1604,037 Cotidian,2020-02-04,571.72
1605,008 Babysec,2020-12-05,37573.07
1606,006 Nova,2021-02-20,53107.55
1607,003 Noble,2020-08-19,233795.52
1608,008 Babysec,2020-06-02,39175.39
1609,012 Higienol,2020-11-16,12087.16
1610,038 Ok Pet,2020-08-05,13.42
1611,006 Nova,2019-10-27,760.54
1612,012 Higienol,2019-11-19,20563.32
1613,037 Cotidian,2020-04-08,803.08
1614,038 Ok Pet,2020-08-11,0.92
1615,037 Cotidian,2019-10-05,455.37
1616,003 Noble,2020-02-21,177660.53
1617,008 Babysec,2020-08-08,39363.65
1618,008 Babysec,2020-02-04,28578.88
1619,012 Higienol,2020-05-23,16304.51
1620,006 Nova,2020-12-18,149174.8
1621,036 Ladysoft,2019-12-27,4045.19
1622,006 Nova,2020-12-15,114496.25
1623,008 Babysec,2020-08-05,40586.23
1624,001 Elite,2020-10-07,122177.11
1625,037 Cotidian,2021-05-28,864.81
1626,008 Babysec,2021-02-07,437.42
1627,003 Noble,2021-04-14,114099.93
1628,006 Nova,2021-06-19,65772.26
1629,001 Elite,2021-04-11,5107.35
1630,038 Ok Pet,2020-08-08,0.96
1631,006 Nova,2019-10-24,17322.18
1632,003 Noble,2020-10-10,213616.46
1633,036 Ladysoft,2020-06-30,6075.22
1634,037 Cotidian,2019-10-02,795.98
1635,012 Higienol,2019-11-16,15883.76
1636,038 Ok Pet,2020-08-14,3.63
1637,012 Higienol,2019-11-22,19126.45
1638,012 Higienol,2020-05-20,16644.42
1639,001 Elite,2020-10-04,1755.45
1640,006 Nova,2020-12-12,78884.41
1641,037 Cotidian,2021-05-25,867.68
1642,036 Ladysoft,2020-07-03,4544.71
1643,037 Cotidian,2021-05-31,858.85
1644,001 Elite,2020-04-04,181158.56
1645,003 Noble,2021-04-17,147746.36
1646,036 Ladysoft,2019-12-24,2062.02
1647,012 Higienol,2021-01-10,371.33
1648,008 Babysec,2020-08-02,848.88
1649,036 Ladysoft,2020-06-27,4493.12
1650,006 Nova,2021-06-16,54161.33
1651,003 Noble,2020-10-13,172039.49
1652,001 Elite,2021-04-08,111194.49
1653,001 Elite,2021-04-05,109047.29
1654,003 Noble,2020-04-13,238900.65
1655,006 Nova,2020-06-21,11.0
1656,012 Higienol,2021-01-16,12196.88
1657,006 Nova,2020-06-15,46677.7
1658,008 Babysec,2019-12-14,29312.16
1659,001 Elite,2020-02-12,208588.85
1660,012 Higienol,2020-07-14,8600.58
1661,037 Cotidian,2020-10-05,626.55
1662,036 Ladysoft,2021-02-20,4871.83
1663,003 Noble,2021-06-08,127658.28
1664,001 Elite,2019-09-13,241424.24
1665,008 Babysec,2021-06-21,35345.39
1666,012 Higienol,2020-12-26,12849.47
1667,001 Elite,2020-03-17,277925.83
1668,012 Higienol,2020-12-20,426.92
1669,006 Nova,2020-09-21,44110.13
1670,006 Nova,2021-03-26,92716.6
1671,037 Cotidian,2020-11-05,1013.04
1672,036 Ladysoft,2021-05-16,180.23
1673,008 Babysec,2020-04-29,40935.46
1674,038 Ok Pet,2020-11-04,65.71
1675,036 Ladysoft,2019-09-20,3637.9
1676,003 Noble,2021-01-06,206297.21
1677,038 Ok Pet,2020-05-02,0.17
1678,008 Babysec,2020-11-01,647.12
1679,001 Elite,2020-09-19,124067.1
1680,003 Noble,2020-07-04,177654.62
1681,037 Cotidian,2019-09-17,758.95
1682,036 Ladysoft,2020-03-24,2628.18
1683,006 Nova,2020-01-30,24311.69
1684,037 Cotidian,2020-05-06,1531.73
1685,012 Higienol,2020-12-23,12598.69
1686,036 Ladysoft,2020-09-23,6029.63
1687,037 Cotidian,2021-05-13,923.64
1688,036 Ladysoft,2021-05-13,4271.89
1689,012 Higienol,2019-11-01,5237.62
1690,006 Nova,2021-03-23,69031.17
1691,037 Cotidian,2020-11-08,4.25
1692,006 Nova,2021-03-20,66481.83
1693,003 Noble,2020-07-07,201603.14
1694,008 Babysec,2020-05-02,34587.25
1695,003 Noble,2021-01-09,228855.67
1696,003 Noble,2019-11-15,195597.7
1697,037 Cotidian,2021-05-10,1254.36
1698,001 Elite,2021-05-09,3003.74
1699,036 Ladysoft,2019-09-17,4039.96
1700,001 Elite,2020-03-14,395892.28
1701,037 Cotidian,2019-09-14,464.47
1702,038 Ok Pet,2020-05-05,0.33
1703,006 Nova,2020-02-02,509.62
1704,008 Babysec,2020-10-29,47929.11
1705,036 Ladysoft,2020-03-21,2040.85
1706,001 Elite,2020-09-16,144255.48
1707,012 Higienol,2020-06-20,9158.0
1708,037 Cotidian,2019-09-08,3.04
1709,036 Ladysoft,2021-05-22,4029.79
1710,008 Babysec,2021-04-30,109984.47
1711,037 Cotidian,2020-03-12,443.42
1712,003 Noble,2020-01-06,211065.2
1713,001 Elite,2021-03-15,100573.41
1714,037 Cotidian,2020-09-14,778.58
1715,008 Babysec,2019-09-04,42689.07
1716,001 Elite,2020-09-13,2185.0
1717,037 Cotidian,2021-05-07,1030.5
1718,036 Ladysoft,2019-09-26,4813.92
1719,012 Higienol,2020-06-29,10049.94
1720,003 Noble,2020-07-10,129438.95
1721,012 Higienol,2020-06-23,11248.38
1722,006 Nova,2020-03-25,26357.28
1723,006 Nova,2020-09-27,1458.75
1724,008 Babysec,2020-10-26,40561.26
1725,038 Ok Pet,2020-12-29,3.71
1726,003 Noble,2020-01-09,240688.13
1727,036 Ladysoft,2021-05-19,4636.73
1728,006 Nova,2020-09-24,59624.79
1729,037 Cotidian,2020-03-15,7.0
1730,037 Cotidian,2019-09-11,1099.26
1731,036 Ladysoft,2020-11-14,6087.76
1732,003 Noble,2020-07-13,203987.66
1733,008 Babysec,2021-04-27,33928.24
1734,001 Elite,2021-03-18,102345.93
1735,008 Babysec,2019-09-01,195.75
1736,006 Nova,2021-03-29,74852.96
1737,036 Ladysoft,2019-09-23,4352.02
1738,008 Babysec,2019-09-07,31898.48
1739,037 Cotidian,2021-05-04,708.93
1740,012 Higienol,2019-12-23,18634.19
1741,036 Ladysoft,2020-11-17,4684.49
1742,038 Ok Pet,2020-12-26,0.67
1743,012 Higienol,2020-06-26,12076.99
1744,001 Elite,2020-09-10,155792.59
1745,036 Ladysoft,2020-03-27,2790.6
1746,008 Babysec,2020-10-23,57826.96
1747,038 Ok Pet,2021-01-04,1.83
1748,001 Elite,2020-11-16,169528.08
1749,006 Nova,2021-01-24,474.92
1750,038 Ok Pet,2020-07-02,1.25
1751,001 Elite,2020-05-14,192964.63
1752,037 Cotidian,2021-01-02,296.48
1753,006 Nova,2020-07-22,57186.23
1754,012 Higienol,2019-12-29,2387.92
1755,003 Noble,2020-01-12,3560.93
1756,037 Cotidian,2020-05-15,982.99
1757,036 Ladysoft,2020-05-18,5538.76
1758,001 Elite,2019-09-22,5358.83
1759,037 Cotidian,2021-01-05,1182.21
1760,008 Babysec,2020-12-26,35361.59
1761,037 Cotidian,2019-11-11,798.63
1762,036 Ladysoft,2020-11-20,4009.53
1763,003 Noble,2021-03-02,129035.94
1764,003 Noble,2021-03-08,180438.1
1765,001 Elite,2021-05-18,109412.07
1766,012 Higienol,2021-02-19,12507.58
1767,001 Elite,2020-11-13,111270.92
1768,003 Noble,2020-09-03,162143.24
1769,038 Ok Pet,2020-06-29,0.58
1770,008 Babysec,2019-11-07,39333.97
1771,001 Elite,2020-11-19,121815.87
1772,008 Babysec,2020-12-29,66187.53
1773,003 Noble,2020-01-15,174450.63
1774,036 Ladysoft,2019-11-17,89.65
1775,006 Nova,2021-01-27,80231.38
1776,008 Babysec,2020-06-26,32815.14
1777,012 Higienol,2019-12-26,16778.83
1778,012 Higienol,2020-01-01,203.0
1779,036 Ladysoft,2020-11-23,8146.22
1780,006 Nova,2020-07-25,50481.37
1781,036 Ladysoft,2020-05-21,5239.16
1782,006 Nova,2019-12-03,22560.72
1783,012 Higienol,2021-02-16,14242.92
1784,037 Cotidian,2019-11-14,633.13
1785,003 Noble,2021-03-05,131609.21
1786,003 Noble,2021-03-11,184966.47
1787,001 Elite,2020-03-23,140907.01
1788,003 Noble,2020-09-06,1949.0
1789,008 Babysec,2019-11-04,36664.41
1790,001 Elite,2019-09-19,233099.3
1791,012 Higienol,2020-08-23,7.0
1792,008 Babysec,2020-03-29,813.33
1793,012 Higienol,2021-04-26,17769.32
1794,036 Ladysoft,2020-11-09,4646.46
1795,037 Cotidian,2019-12-15,42.2
1796,001 Elite,2020-05-25,170640.3
1797,036 Ladysoft,2021-05-14,4282.35
1798,003 Noble,2021-01-30,582310.4
1799,006 Nova,2020-09-06,365.0
1800,038 Ok Pet,2020-05-26,7.46
1801,012 Higienol,2021-05-02,12.17
1802,008 Babysec,2020-03-23,17796.87
1803,003 Noble,2020-07-28,84327.1
1804,003 Noble,2020-07-31,364898.29
1805,038 Ok Pet,2020-11-28,7.23
1806,008 Babysec,2021-05-18,22641.55
1807,003 Noble,2019-12-09,233791.93
1808,006 Nova,2020-03-07,32385.3
1809,036 Ladysoft,2019-09-18,3428.05
1810,006 Nova,2019-09-03,26379.16
1811,008 Babysec,2019-09-22,727.59
1812,037 Cotidian,2019-12-18,1142.1
1813,012 Higienol,2019-09-03,34030.44
1814,012 Higienol,2020-03-07,9921.84
1815,008 Babysec,2020-03-26,22731.55
1816,001 Elite,2020-05-28,203415.46
1817,012 Higienol,2019-09-06,21607.14
1818,006 Nova,2021-04-29,70888.78
1819,036 Ladysoft,2020-11-12,4428.68
1820,003 Noble,2021-01-27,276307.37
1821,012 Higienol,2021-04-29,15130.18
1822,038 Ok Pet,2020-05-29,1.0
1823,036 Ladysoft,2020-11-06,4843.22
1824,001 Elite,2020-05-22,201589.9
1825,008 Babysec,2021-05-15,26090.94
1826,006 Nova,2020-03-04,24978.94
1827,003 Noble,2021-02-02,186200.88
1828,012 Higienol,2020-10-25,142.58
1829,003 Noble,2020-02-02,3770.13
1830,008 Babysec,2019-11-25,36338.2
1831,037 Cotidian,2020-02-20,600.79
1832,036 Ladysoft,2020-11-15,111.85
1833,038 Ok Pet,2020-06-01,0.46
1834,003 Noble,2020-08-06,160438.82
1835,012 Higienol,2019-09-09,20443.79
1836,001 Elite,2021-03-17,116457.44
1837,038 Ok Pet,2021-01-19,3.13
1838,006 Nova,2019-12-31,31685.76
1839,008 Babysec,2021-01-16,46275.47
1840,037 Cotidian,2021-04-13,453.09
1841,012 Higienol,2020-10-28,11997.22
1842,036 Ladysoft,2020-05-16,4556.54
1843,008 Babysec,2020-05-26,39690.22
1844,001 Elite,2020-01-24,205275.29
1845,036 Ladysoft,2019-11-12,4312.53
1846,006 Nova,2020-07-07,36704.62
1847,012 Higienol,2020-11-03,10909.76
1848,008 Babysec,2019-11-22,33847.29
1849,037 Cotidian,2020-02-17,389.03
1850,001 Elite,2020-07-28,40595.59
1851,012 Higienol,2020-05-01,4779.58
1852,008 Babysec,2019-11-28,44600.74
1853,037 Cotidian,2020-02-23,10.04
1854,003 Noble,2020-08-03,195890.13
1855,006 Nova,2020-01-03,18061.34
1856,038 Ok Pet,2021-01-22,19.92
1857,006 Nova,2020-07-04,49142.9
1858,001 Elite,2020-01-21,231807.04
1859,037 Cotidian,2021-04-10,410.17
1860,001 Elite,2020-01-27,200555.03
1861,036 Ladysoft,2019-11-09,3742.33
1862,012 Higienol,2020-10-31,14968.31
1863,001 Elite,2020-07-25,125344.35
1864,003 Noble,2020-01-30,163732.2
1865,006 Nova,2021-01-06,73518.92
1866,036 Ladysoft,2020-05-13,5230.4
1867,012 Higienol,2020-04-28,12861.42
1868,038 Ok Pet,2021-01-25,18.25
1869,012 Higienol,2020-05-04,12155.47
1870,001 Elite,2021-01-24,2099.1
1871,038 Ok Pet,2020-07-23,19.04
1872,037 Cotidian,2021-02-17,1237.67
1873,012 Higienol,2019-10-31,23678.1
1874,036 Ladysoft,2019-11-18,3894.73
1875,008 Babysec,2020-11-22,3580.09
1876,003 Noble,2021-03-26,320538.42
1877,003 Noble,2021-04-01,75740.06
1878,006 Nova,2020-01-06,24691.79
1879,037 Cotidian,2020-08-15,801.28
1880,008 Babysec,2020-05-20,40321.38
1881,001 Elite,2020-07-22,137391.53
1882,012 Higienol,2020-05-07,15080.77
1883,036 Ladysoft,2021-01-06,6449.93
1884,037 Cotidian,2020-08-21,1101.95
1885,006 Nova,2021-02-27,90638.93
1886,038 Ok Pet,2021-01-28,4.12
1887,006 Nova,2020-08-28,40141.97
1888,001 Elite,2020-07-19,3233.13
1889,036 Ladysoft,2019-11-15,5834.56
1890,008 Babysec,2020-11-25,41966.22
1891,012 Higienol,2019-11-03,1103.66
1892,001 Elite,2021-01-21,112846.25
1893,006 Nova,2020-01-09,22718.42
1894,003 Noble,2021-03-29,218245.52
1895,037 Cotidian,2020-08-18,1018.45
1896,036 Ladysoft,2021-01-09,4664.72
1897,008 Babysec,2020-05-23,39850.08
1898,006 Nova,2021-03-02,51172.67
1899,008 Babysec,2019-11-19,34702.18
1900,037 Cotidian,2020-02-14,789.9
1901,003 Noble,2020-02-05,184830.27
1902,001 Elite,2020-09-27,3326.82
1903,003 Noble,2020-09-27,4973.4
1904,037 Cotidian,2021-06-10,735.36
1905,008 Babysec,2021-03-15,40617.97
1906,008 Babysec,2020-07-26,917.16
1907,036 Ladysoft,2020-07-13,4526.9
1908,006 Nova,2020-12-28,69746.43
1909,008 Babysec,2020-01-22,38978.65
1910,037 Cotidian,2020-04-18,920.51
1911,012 Higienol,2019-11-09,18331.38
1912,001 Elite,2020-09-21,110706.05
1913,036 Ladysoft,2020-07-10,4911.88
1914,006 Nova,2019-11-03,1067.58
1915,003 Noble,2020-03-28,184892.03
1916,037 Cotidian,2020-10-21,1122.7
1917,006 Nova,2020-05-07,40423.17
1918,038 Ok Pet,2020-07-29,12.25
1919,012 Higienol,2020-12-28,18182.0
1920,003 Noble,2019-09-20,267414.85
1921,006 Nova,2021-01-13,65405.36
1922,038 Ok Pet,2020-09-12,11.6
1923,008 Babysec,2020-01-06,43419.11
1924,012 Higienol,2020-06-21,19.0
1925,037 Cotidian,2021-04-29,1408.89
1926,012 Higienol,2019-12-15,2627.51
1927,003 Noble,2020-11-11,245627.52
1928,001 Elite,2020-09-05,137616.58
1929,037 Cotidian,2019-09-03,913.53
1930,003 Noble,2021-05-16,2448.33
1931,008 Babysec,2020-07-04,34989.19
1932,036 Ladysoft,2021-01-28,4444.16
1933,038 Ok Pet,2021-03-11,2.42
1934,006 Nova,2019-11-22,19399.49
1935,001 Elite,2021-03-10,96612.34
1936,036 Ladysoft,2020-07-26,203.87
1937,037 Cotidian,2020-03-07,647.78
1938,008 Babysec,2020-01-03,29143.58
1939,008 Babysec,2020-07-07,36629.66
1940,003 Noble,2019-09-23,218969.83
1941,001 Elite,2020-09-08,171482.57
1942,003 Noble,2019-09-17,186275.8
1943,006 Nova,2021-01-16,72971.43
1944,001 Elite,2020-03-06,196048.13
1945,037 Cotidian,2021-04-26,880.01
1946,038 Ok Pet,2020-03-07,25.38
1947,012 Higienol,2020-06-18,13525.93
1948,008 Babysec,2020-03-04,33954.23
1949,001 Elite,2020-05-06,180126.24
1950,003 Noble,2020-11-14,288390.84
1951,008 Babysec,2020-03-10,25398.76
1952,037 Cotidian,2020-12-31,781.01
1953,038 Ok Pet,2021-05-05,10.38
1954,003 Noble,2021-05-19,102525.51
1955,006 Nova,2021-05-15,70610.13
1956,012 Higienol,2019-12-24,11606.5
1957,008 Babysec,2019-09-06,42293.29
1958,037 Cotidian,2019-11-09,397.98
