,Distribuidor,Fecha,Soles
27244,URBANO,2020-12-01,14742.64
27245,CODIJISA - CHIMBOTE,2020-12-02,20214.19
27246,CODIJISA - TRUJILLO,2020-12-02,79702.19
27248,DACIA - LIMA,2020-12-02,24592.11
27249,DISTRIBUIDORA CCM,2020-12-02,369663.13
27250,LANCERO - HUANUCO,2020-12-02,13705.26
27251,RICMAN,2020-12-02,46256.19
27252,SODALES,2020-12-02,196865.14
27254,DACIA - LIMA,2020-12-03,25359.3
27255,DIJISA - HUANCAYO,2020-12-03,12378.75
27256,EDUSA,2020-12-03,26875.8
27257,LA GENOVESA - ILO,2020-12-03,2588.02
27258,TAMBOS LIMA,2020-12-03,375848.73
27260,DIJISA - HUANCAYO,2020-12-04,17745.39
27261,DIPSA-ANDAHUAYLAS,2020-12-04,192048.17
27262,EDUSA,2020-12-04,26744.3
27263,LA GENOVESA - ILO,2020-12-04,4451.5
27264,TAMBOS LIMA,2020-12-04,531878.4
27266,ZV,2020-12-05,69786.34
27267,MELVIN MICHEL AL,2020-12-06,282333.36
27268,CODIJISA - PIURA,2020-12-07,286837.12
27269,LA GENOVESA - MOQUEGUA,2020-12-07,2385.7
27270,LANCERO - LA MERCED,2020-12-07,2902.35
27271,MARRACHE,2020-12-07,15090.0
27272,MYG,2020-12-07,16034.31
27273,CODIJISA - PIURA,2020-12-08,297001.29
27274,DISART,2020-12-08,90745.79
27275,DROGUERIA SAN MARTIN,2020-12-08,30286.51
27277,LA GENOVESA - MOQUEGUA,2020-12-08,6479.23
27278,MYG,2020-12-08,16428.95
27279,DIJISA - ICA,2020-12-09,17129.23
27280,DISART,2020-12-09,79989.26
27282,LIDER - CHEPEN,2020-12-09,6331.91
27283,TAMBOS AQP,2020-12-09,32214.45
27284,CASA GRANDE,2020-12-10,119663.63
27285,ESTILOS,2020-12-10,23292.9
27286,LA GENOVESA - TACNA,2020-12-10,17768.74
27287,LIDER - CHEPEN,2020-12-10,6967.43
27288,P&PJ CHINCHA,2020-12-10,263547.55
27289,SIPAN - Y,2020-12-10,316495.11
27290,VEGA - NORTE,2020-12-10,86658.75
27291,CASA GRANDE,2020-12-11,234467.9
27292,DIJISA - CHINCHA,2020-12-11,28932.15
27293,ESTILOS,2020-12-11,6355.51
27294,FERROL,2020-12-11,37777.56
27295,LA GENOVESA - TACNA,2020-12-11,26020.6
27296,MOLISAC,2020-12-11,85616.87
27298,P&PJ CHINCHA,2020-12-11,101661.41
27299,SIPAN - Y,2020-12-11,487094.63
27300,TCA SAC,2020-12-11,39651.95
27301,AGA - MOYOBAMBA,2020-12-12,12323.33
27302,CHUPACA BUSINESS,2020-12-12,89389.26
27303,FERROL,2020-12-12,38375.7
27304,TEMMY,2020-12-12,40543.51
27305,5M DISTRIBUCIONES,2020-12-14,33545.12
27306,AGA - JAEN,2020-12-14,21113.29
27308,PANAM,2020-12-14,126237.65
27309,CALLAYUC,2020-12-15,218955.46
27311,CODIJISA - CHIMBOTE,2020-12-15,23517.38
27313,CORPORACION_VEGA,2020-12-15,35352.9
27314,JRC - ICA,2020-12-15,57795.61
27315,LYG-CD_SAC,2020-12-15,197066.0
27316,CALLAYUC,2020-12-16,219940.85
27318,CODIJISA - CHIMBOTE,2020-12-16,37344.03
27320,CORPORACION_VEGA,2020-12-16,54244.76
27321,DACIA - LIMA,2020-12-16,41580.78
27322,DIPSA-ABANCAY,2020-12-16,12140.58
27323,DISTRIBUIDORA CCM,2020-12-16,1076466.53
27324,JRC - ICA,2020-12-16,77143.21
27325,LANCERO - HUANUCO,2020-12-16,16215.63
27326,LIDER - TRUJILLO,2020-12-16,25080.25
27327,LYG-CD_SAC,2020-12-16,173350.56
27328,SODALES,2020-12-16,93142.26
27329,DACIA - LIMA,2020-12-17,30954.84
27330,DIPSA-ABANCAY,2020-12-17,842.37
27331,DISTRIBUIDORA CCM,2020-12-17,857236.44
27332,ECONOMYSA,2020-12-17,146576.01
27333,LANCERO - HUANUCO,2020-12-17,22684.73
27334,SODALES,2020-12-17,326449.54
27335,VEGA - ESTE,2020-12-17,28196.79
27336,ARCANGEL,2020-12-18,93645.62
27337,DIJISA - HUANCAYO,2020-12-18,24640.55
27338,DIPSA-ANDAHUAYLAS,2020-12-18,104640.63
27339,ECONOMYSA,2020-12-18,141082.59
27340,EDUSA,2020-12-18,36173.74
27341,LA GENOVESA - ILO,2020-12-18,2793.69
27342,RODAMEOS,2020-12-18,261261.7
27343,ARCANGEL,2020-12-19,93230.49
27344,DIPSA-ANDAHUAYLAS,2020-12-19,177082.27
27345,RODAMEOS,2020-12-19,24263.56
27346,MELVIN MICHEL AL,2020-12-20,269652.14
27347,EDUFARMA MERCADO,2020-12-21,160593.05
27348,LANCERO - LA MERCED,2020-12-21,4639.23
27349,MARRACHE,2020-12-21,59291.54
27350,MELVIN MICHEL AL,2020-12-21,797.31
27351,CODIFER,2020-12-22,29699.25
27352,DICOBELSA - LIMA,2020-12-22,42947.23
27353,DIJISA - ICA,2020-12-22,21721.23
27354,DISART,2020-12-22,442710.02
27355,DROGUERIA SAN MARTIN,2020-12-22,37759.09
27356,LANCERO - LA MERCED,2020-12-22,1259.47
27357,MARRACHE,2020-12-22,125422.28
27358,VEGA - CENTRO,2020-12-22,51312.45
27359,CODIFER,2020-12-23,45855.12
27360,DIJISA - ICA,2020-12-23,16371.06
27361,DISART,2020-12-23,174040.19
27362,DROGUERIA SAN MARTIN,2020-12-23,24426.35
27364,LANCERO - TINGO MARIA,2020-12-23,14886.95
27365,TAMBOS AQP,2020-12-23,98437.45
27366,TAYMI,2020-12-23,300305.53
27367,VEGA - CENTRO,2020-12-23,37996.89
27368,DIJISA - LIMA,2020-12-24,17078.2
27369,LANCERO - TINGO MARIA,2020-12-24,4711.52
27371,SAN JUAN,2020-10-20,80597.66
27372,VEGA - CENTRO,2020-10-20,48001.92
27373,CODIJISA - PIURA,2020-10-21,265412.03
27375,CURTIS ESTE,2020-10-21,22248.48
27376,DIPSA-ABANCAY,2020-10-21,35803.12
27378,KONSUMASS,2020-10-21,94922.03
27379,TAMBOS AQP,2020-10-21,40423.95
27380,TAMBOS LIMA,2020-10-21,253940.17
27382,CALLAYUC,2020-10-22,110314.63
27384,CURTIS NORTE,2020-10-22,7654.92
27385,DIJISA - ICA,2020-10-22,8031.76
27386,DROGUERIA SAN MARTIN,2020-10-22,108852.55
27388,AGA - TARAPOTO,2020-10-23,32482.93
27389,EUROVA,2020-10-23,386658.3
27390,GIANELA,2020-10-23,57523.77
27391,LIDER - CHEPEN,2020-10-23,6689.57
27392,STA APOLONIA - CH,2020-10-23,65369.95
27394,CODIJISA - CHIMBOTE,2020-10-24,33054.64
27395,LYG-CD_SAC,2020-10-24,125104.15
27396,CODIJISA - TRUJILLO,2020-10-26,47050.37
27397,DIJISA - AYACUCHO,2020-10-26,17165.95
27398,DIJISA - HUANCAYO,2020-10-26,24549.76
27399,EDUSA,2020-10-26,27965.76
27400,ESTILOS,2020-10-26,7085.64
27401,GRUPO SVS,2020-10-26,56227.66
27402,P&PJ CHINCHA,2020-10-26,205817.15
27403,SIPAN - Y,2020-10-26,149246.36
27404,ARCANGEL,2020-10-27,53044.91
27405,CURTIS NORTE,2020-10-27,6279.83
27406,PANAM,2020-10-27,23652.9
27409,CHUPACA BUSINESS,2020-10-28,41062.89
27410,LA GENOVESA - ILO,2020-10-28,5040.91
27411,LANCERO - TINGO MARIA,2020-10-28,4524.41
27412,MOLISAC,2020-10-28,77597.94
27414,STA APOLONIA - CH,2020-10-28,99187.52
27415,TAYMI,2020-10-28,172677.47
27416,ZV,2020-10-28,112061.3
27417,CORPORACION_VEGA,2020-10-29,25763.12
27418,FERROL,2020-10-29,41603.45
27419,JRC - NAZCA,2020-10-29,11747.44
27420,LYG-CD_SAC,2020-10-29,207631.35
27423,DIPSA-ABANCAY,2020-10-30,10969.15
27424,MARRACHE,2020-10-30,156807.78
27425,SODALES,2020-10-30,69076.18
27427,CALLAYUC,2020-10-31,231481.58
27429,DISART,2020-10-31,24430.49
27431,CODIJISA - CHIMBOTE,2020-11-02,23409.62
27432,LA GENOVESA - ILO,2020-11-02,977.85
27434,PATITA SAC,2020-11-02,53116.82
27435,STA APOLONIA - T,2020-11-02,84120.51
27436,MYL_HERMANOS,2020-11-03,246859.84
27437,RODAMEOS,2020-11-03,58489.49
27438,SODALES,2020-11-03,68812.33
27439,URBANO,2020-11-03,34420.87
27440,CASA GRANDE,2020-11-04,209298.64
27441,CODIJISA - TRUJILLO,2020-11-04,54676.77
27442,DIJISA - HUANCAYO,2020-11-04,9037.58
27443,EDUSA,2020-11-04,45668.96
27444,LA GENOVESA - TACNA,2020-11-04,19779.63
27447,VEGA - NORTE,2020-11-05,81127.17
27449,AGA - MOYOBAMBA,2020-11-06,12432.18
27451,ALMACENES_SEVILLANO,2020-11-06,11651.72
27452,LA GENOVESA - ILO,2020-11-06,2077.53
27453,LANCERO - TINGO MARIA,2020-11-06,6022.87
27454,LIDER - TRUJILLO,2020-11-06,11193.16
27456,TAYMI,2020-11-06,406514.51
27457,TCA SAC,2020-11-06,71343.94
27458,TEMMY,2020-11-06,29724.84
27459,ZV,2020-11-06,86701.67
27460,5M DISTRIBUCIONES,2020-11-07,28511.91
27462,ECONOMYSA,2020-11-07,149609.23
27464,STA APOLONIA - T,2020-11-07,104827.47
27465,VEGA - ESTE,2020-11-07,61158.14
27466,AGA - JAEN,2020-11-09,48162.16
27467,CASA GRANDE,2020-11-09,197915.79
27468,DIPSA-AYACUCHO,2020-11-09,48251.08
27469,DISART,2020-11-09,72349.78
27470,JRC - ICA,2020-11-09,60308.44
27471,LA GENOVESA - TACNA,2020-11-09,22126.93
27473,VEGA - SUR,2020-11-09,31832.42
27474,DISTRIBUIDORA CCM,2020-11-10,427918.22
27475,DYCART,2020-11-10,260465.04
27476,GUMISA - HUARAZ,2020-11-10,79010.01
27477,LANCERO - HUANUCO,2020-11-10,5636.24
27478,MYG,2020-11-10,22846.56
27479,PATITA SAC,2020-11-11,84709.31
27480,RICMAN,2020-11-11,20076.36
27481,SAUL,2020-11-11,39036.75
27482,DACIA - LIMA,2020-11-12,37348.55
27483,DIPSA-ANDAHUAYLAS,2020-11-12,115289.84
27484,LAGUI,2020-11-12,3869.92
27485,MYL_HERMANOS,2020-11-12,437427.83
27486,LANCERO - LA MERCED,2020-11-13,1422.54
27487,LANCERO - PUCALLPA,2020-11-13,30177.35
27489,AGA - JAEN,2020-11-14,13445.44
27490,CODIFER,2020-11-14,46321.86
27491,DICOBELSA - LIMA,2020-11-14,33445.02
27492,DIJISA - LIMA,2020-11-14,16233.31
27493,EDUFARMA MERCADO,2020-11-14,247117.06
27495,MELVIN MICHEL AL,2020-11-14,408830.76
27496,SAN JUAN,2020-11-14,63199.95
27497,VEGA - CENTRO,2020-11-14,66014.13
27498,VEGA - NORTE,2020-11-14,77227.17
27499,VEGA - SUR,2020-11-14,35107.02
27500,LIDER - TRUJILLO,2020-11-15,654.83
27501,5M DISTRIBUCIONES,2020-11-16,43484.47
27502,DIJISA - ICA,2020-11-16,18002.83
27505,DROGUERIA SAN MARTIN,2020-11-16,71134.5
27506,ECONOMYSA,2020-11-16,121909.43
27509,VEGA - ESTE,2020-11-16,30573.39
27510,AGA - TARAPOTO,2020-11-17,9807.94
27511,DACIA - LIMA,2020-11-17,30104.02
27513,EUROVA,2020-11-17,303594.47
27514,LAGUI,2020-11-17,84834.32
27515,LIDER - CHEPEN,2020-11-17,7300.35
27516,DIPSA-AYACUCHO,2020-11-18,139193.75
27517,JRC - ICA,2020-11-18,48090.57
27518,ECONOMYSA,2019-12-28,176864.59
27519,ESTILOS,2019-12-28,13960.52
27520,P&PJ CHINCHA,2019-12-28,92680.89
27521,SAUL,2019-12-28,67445.65
27522,VEGA - ESTE,2019-12-28,61709.79
27523,CHUPACA BUSINESS,2019-12-30,240147.25
27524,CODIJISA - TRUJILLO,2019-12-30,54034.74
27526,MELVIN MICHEL AL,2019-12-31,360410.64
27528,VEGA - NORTE,2019-12-31,77124.25
27529,ALMACENES_SEVILLANO,2020-01-01,1637.5
27531,DIJISA - ICA,2020-01-02,5948.23
27532,DIJISA - LIMA,2020-01-04,20655.8
27535,SAN JUAN,2020-01-04,55946.41
27537,GRUPO SVS,2020-01-06,145184.11
27540,RICMAN,2020-01-06,27061.36
27541,STA APOLONIA - T,2020-01-06,157633.15
27542,DACIA - LIMA,2020-01-07,25793.85
27544,LIDER - CHEPEN,2020-01-07,9640.72
27545,PANAM,2020-01-07,35280.41
27547,CASA GRANDE,2020-01-08,142248.04
27548,LA GENOVESA - ILO,2020-01-08,2911.65
27549,LA GENOVESA - TACNA,2020-01-08,32512.79
27550,MOLISAC,2020-01-08,94626.29
27553,CODIFER,2020-01-09,44972.88
27554,CORPORACION_VEGA,2020-01-09,34418.05
27555,DICOBELSA - LIMA,2020-01-09,55876.37
27556,FERROL,2020-01-09,101642.58
27557,GUMISA - HUARAZ,2020-01-09,76724.6
27558,VEGA - CENTRO,2020-01-09,46629.92
27559,AGA - MOYOBAMBA,2020-01-10,13209.39
27560,CODIJISA - TRUJILLO,2020-01-10,30310.86
27562,LIDER - TRUJILLO,2020-01-10,10767.74
27563,RICMAN,2020-01-10,23711.61
27564,TEMMY,2020-01-10,62907.24
27565,5M DISTRIBUCIONES,2020-01-11,28325.64
27566,CURTIS NORTE,2020-01-11,8407.39
27569,ECONOMYSA,2020-01-11,120628.01
27570,VEGA - ESTE,2020-01-11,45682.19
27571,CODIJISA - CHIMBOTE,2020-01-13,63371.12
27572,DIPSA-AYACUCHO,2020-01-13,209811.32
27573,JRC - ICA,2020-01-13,68366.03
27574,LYG-CD_SAC,2020-01-13,152272.5
27576,STA APOLONIA - T,2020-01-13,154484.68
27577,VEGA - SUR,2020-01-13,38287.54
27578,DIPSA-ABANCAY,2020-01-14,7432.7
27579,DISTRIBUIDORA CCM,2020-01-14,1168693.3
27581,DYCART,2020-01-14,568505.94
27582,KONSUMASS,2020-01-14,78374.2
27583,LANCERO - HUANUCO,2020-01-14,3996.42
27584,SODALES,2020-01-14,134344.5
27585,TAMBOS AQP,2020-01-14,148014.18
27586,CASA GRANDE,2020-01-15,63237.2
27587,DIJISA - AYACUCHO,2020-01-15,9806.22
27588,DIJISA - HUANCAYO,2020-01-15,11980.13
27589,EDUSA,2020-01-15,38524.46
27590,ESTILOS,2020-01-15,13343.77
27591,LA GENOVESA - TACNA,2020-01-15,40896.94
27593,P&PJ CHINCHA,2020-01-15,301347.52
27594,SAUL,2020-01-15,61011.7
27595,SIPAN - Y,2020-01-15,268452.38
27596,ARCANGEL,2020-01-16,88418.83
27597,DIPSA-ANDAHUAYLAS,2020-01-16,45883.2
27598,LAGUI,2020-01-16,1813.47
27600,AGA - MOYOBAMBA,2020-01-17,11744.23
27601,CHUPACA BUSINESS,2020-01-17,106598.32
27602,LANCERO - TINGO MARIA,2020-01-17,5590.99
27603,LIDER - TRUJILLO,2020-01-17,8574.43
27605,TEMMY,2020-01-17,43343.1
27606,ZV,2020-01-17,91951.92
27607,5M DISTRIBUCIONES,2020-01-18,15228.1
27608,DIJISA - LIMA,2020-01-18,18224.62
27610,EDUFARMA MERCADO,2020-01-18,165172.13
27611,JRC - NAZCA,2020-01-18,7560.99
27612,MELVIN MICHEL AL,2020-01-18,126908.17
27614,SAN JUAN,2020-01-18,44507.93
27615,VEGA - ESTE,2020-01-18,54912.91
27616,CALLAYUC,2020-01-20,197154.68
27618,DIJISA - ICA,2020-01-20,21558.49
27619,DIPSA-AYACUCHO,2020-01-20,183095.03
27620,DISART,2020-01-20,22996.84
27621,DROGUERIA SAN MARTIN,2020-01-20,46915.8
27623,JRC - ICA,2020-01-20,46250.7
27624,VEGA - SUR,2020-01-20,30060.64
27626,AGA - TARAPOTO,2020-01-21,51638.9
27627,DISTRIBUIDORA CCM,2020-01-21,914385.93
27628,DYCART,2020-01-21,649802.28
27629,LANCERO - HUANUCO,2020-01-21,4795.1
27630,LIDER - CHEPEN,2020-01-21,4416.08
27631,TAYMI,2020-01-21,738486.77
27632,TEMMY,2020-01-21,41764.45
27634,ECONOMYSA,2020-01-22,173532.5
27635,SAUL,2020-01-22,53740.24
27636,VEGA - ESTE,2020-01-22,46310.26
27638,DIJISA - CHINCHA,2020-01-23,15197.82
27639,DIPSA-ANDAHUAYLAS,2020-01-23,57324.46
27640,LA GENOVESA - MOQUEGUA,2020-01-23,1220.93
27641,LAGUI,2020-01-23,281964.91
27642,MYL_HERMANOS,2020-01-23,186884.54
27643,RODAMEOS,2020-01-23,111551.19
27644,URBANO,2020-01-23,72162.93
27645,CODIJISA - TRUJILLO,2020-01-24,22920.12
27647,GRUPO SVS,2020-01-24,128626.22
27648,CURTIS NORTE,2020-01-25,6984.79
27649,EDUFARMA MERCADO,2020-01-25,92830.63
27650,MELVIN MICHEL AL,2020-01-25,204998.46
27651,PANAM,2020-01-25,99853.05
27652,VEGA - NORTE,2020-01-25,101084.16
27654,CORPORACION_VEGA,2020-01-27,43233.52
27655,DIJISA - ICA,2020-01-27,18758.06
27656,DROGUERIA SAN MARTIN,2020-01-27,171027.98
27657,FERROL,2020-01-27,94696.77
27658,LYG-CD_SAC,2020-01-27,256800.92
27659,AGA - TARAPOTO,2020-01-28,47172.17
27660,DIPSA-ABANCAY,2020-01-28,10975.21
27661,AGA - JAEN,2020-01-29,25760.39
27662,DIJISA - LIMA,2020-01-29,13976.53
27665,SAN JUAN,2020-01-29,67919.33
27666,ARCANGEL,2020-01-30,43664.75
27668,VEGA - NORTE,2020-07-04,108278.2
27669,ESTILOS,2020-07-06,11093.5
27670,GRUPO SVS,2020-07-06,201271.94
27671,MOLISAC,2020-07-06,115922.58
27672,SIPAN - Y,2020-07-06,263419.87
27673,VEGA - NORTE,2020-07-06,108965.86
27674,AGA - MOYOBAMBA,2020-07-07,14605.46
27675,ALMACENES_SEVILLANO,2020-07-07,15637.5
27676,CURTIS NORTE,2020-07-07,10818.18
27677,FERROL,2020-07-07,62037.23
27678,JRC - NAZCA,2020-07-07,11453.92
27679,LANCERO - PUCALLPA,2020-07-07,16898.42
27680,TCA SAC,2020-07-07,31274.23
27681,TEMMY,2020-07-07,54037.26
27682,5M DISTRIBUCIONES,2020-07-08,28228.96
27683,AGA - JAEN,2020-07-08,36985.68
27685,GIANELA,2020-07-08,103953.53
27687,MOLISAC,2020-07-08,71131.91
27688,STA APOLONIA - CH,2020-07-08,52158.29
27689,VEGA - SUR,2020-07-08,27508.25
27690,TEMMY,2020-07-09,50942.18
27691,5M DISTRIBUCIONES,2020-07-10,39476.36
27692,AGA - JAEN,2020-07-10,25750.76
27694,JRC - ICA,2020-07-10,42745.39
27696,CALLAYUC,2020-07-11,224263.14
27697,CODIJISA - CHIMBOTE,2020-07-11,24962.75
27698,DACIA - LIMA,2020-07-11,37089.35
27699,DISTRIBUIDORA CCM,2020-07-11,1009753.14
27700,LAGUI,2020-07-11,17618.64
27701,LANCERO - HUANUCO,2020-07-11,3280.47
27702,LYG-CD_SAC,2020-07-11,103907.25
27703,CODIJISA - TRUJILLO,2020-07-13,49859.43
27704,DACIA - LIMA,2020-07-13,34228.81
27705,DIJISA - HUANCAYO,2020-07-13,8733.77
27706,DIPSA-ANDAHUAYLAS,2020-07-13,35197.39
27707,DISTRIBUIDORA CCM,2020-07-13,489015.68
27708,EDUSA,2020-07-13,19944.11
27709,LA GENOVESA - ILO,2020-07-13,2261.07
27710,LANCERO - HUANUCO,2020-07-13,8700.98
27711,ARCANGEL,2020-07-14,57587.39
27712,TAMBOS LIMA,2020-07-14,610039.32
27715,DIJISA - HUANCAYO,2020-07-15,10203.55
27716,DIPSA-ANDAHUAYLAS,2020-07-15,97425.3
27717,EDUFARMA MERCADO,2020-07-15,157286.34
27718,EDUSA,2020-07-15,27145.03
27719,LA GENOVESA - ILO,2020-07-15,4439.71
27720,MELVIN MICHEL AL,2020-07-15,139989.62
27722,ZV,2020-07-15,109697.44
27724,LANCERO - LA MERCED,2020-07-16,2992.59
27726,CODIFER,2020-07-17,42616.02
27727,DICOBELSA - LIMA,2020-07-17,38953.86
27728,DIJISA - ICA,2020-07-17,22646.46
27729,DROGUERIA SAN MARTIN,2020-07-17,67842.55
27730,EDUFARMA MERCADO,2020-07-17,129137.74
27732,MARRACHE,2020-07-17,87807.43
27733,MELVIN MICHEL AL,2020-07-17,346076.24
27735,VEGA - CENTRO,2020-07-17,42574.91
27736,ZV,2020-07-17,91086.88
27737,CODIJISA - PIURA,2020-07-18,159408.36
27738,DISART,2020-07-18,44795.35
27739,LA GENOVESA - MOQUEGUA,2020-07-18,2029.97
27740,LANCERO - LA MERCED,2020-07-18,5697.9
27741,TAMBOS AQP,2020-07-18,63153.7
27742,CASA GRANDE,2020-07-20,413934.45
27743,CURTIS ESTE,2020-07-20,21090.92
27744,DIJISA - CHINCHA,2020-07-20,27286.49
27745,DISART,2020-07-20,27835.85
27746,EUROVA,2020-07-20,265826.6
27747,LA GENOVESA - TACNA,2020-07-20,35807.64
27748,LIDER - CHEPEN,2020-07-20,9327.62
27749,TAMBOS AQP,2020-07-20,65478.23
27750,CHUPACA BUSINESS,2020-07-21,146659.28
27751,ESTILOS,2020-07-21,25389.93
27752,P&PJ CHINCHA,2020-07-21,157240.6
27753,SIPAN - Y,2020-07-21,203953.02
27754,VEGA - NORTE,2020-07-21,93972.09
27755,CASA GRANDE,2020-07-22,258401.18
27756,DIJISA - CHINCHA,2020-07-22,19898.36
27757,FERROL,2020-07-22,24902.79
27758,LA GENOVESA - TACNA,2020-07-22,119331.91
27762,PANAM,2020-07-22,21832.09
27763,TCA SAC,2020-07-22,17283.11
27764,5M DISTRIBUCIONES,2020-07-23,25700.22
27765,CHUPACA BUSINESS,2020-07-23,173796.98
27766,DIJISA - AYACUCHO,2020-07-23,8646.79
27768,PANAM,2020-07-24,48953.27
27769,PATITA SAC,2020-07-24,58137.25
27770,TEMMY,2020-07-24,19985.2
27771,5M DISTRIBUCIONES,2020-07-25,30997.97
27772,AGA - JAEN,2020-07-25,21569.57
27774,JRC - ICA,2020-07-25,80028.07
27776,DIPSA-ABANCAY,2020-07-27,26558.11
27778,ECONOMYSA,2020-07-27,82815.33
27779,GIANELA,2020-07-27,99077.96
27780,JRC - ICA,2020-07-27,56947.71
27783,RODAMEOS,2020-07-27,63474.41
27784,SODALES,2020-07-27,149984.16
27785,STA APOLONIA - CH,2020-07-27,61560.68
27786,VEGA - ESTE,2020-07-27,24632.51
27787,ARCANGEL,2020-07-29,86057.81
27788,DIPSA-AYACUCHO,2020-07-29,238516.5
27789,ECONOMYSA,2020-07-29,113565.05
27791,RODAMEOS,2020-07-29,43343.22
27794,DIPSA-ANDAHUAYLAS,2020-07-30,86402.65
27795,DYCART,2020-07-30,427708.58
27796,LANCERO - LA MERCED,2020-07-31,5998.82
27797,SAUL,2020-07-31,51959.16
27798,URBANO,2020-07-31,34675.88
27799,CODIFER,2020-08-01,46471.92
27800,CODIJISA - TRUJILLO,2020-08-01,26029.96
27801,DICOBELSA - LIMA,2020-08-01,39707.44
27802,EDUFARMA MERCADO,2020-08-01,205032.99
27803,GUMISA - HUARAZ,2020-08-01,32868.38
27804,LANCERO - TINGO MARIA,2020-08-01,4417.0
27805,MARRACHE,2020-08-01,79258.18
27806,MELVIN MICHEL AL,2020-08-01,264.44
27807,TAYMI,2020-08-01,124197.8
27808,VEGA - CENTRO,2020-08-01,50017.77
27810,CODIFER,2020-08-03,47361.78
27811,DIJISA - ICA,2020-08-03,25006.25
27812,DIJISA - LIMA,2020-08-03,22900.15
27813,DROGUERIA SAN MARTIN,2020-08-03,77033.05
27815,LANCERO - TINGO MARIA,2020-08-03,12730.89
27816,SAN JUAN,2020-08-03,77260.66
27817,DIJISA - HUANCAYO,2020-11-27,9682.96
27818,EDUSA,2020-11-27,30496.39
27819,ESTILOS,2020-11-27,14959.76
27820,GRUPO SVS,2020-11-27,33526.11
27822,P&PJ CHINCHA,2020-11-27,263735.76
27823,SIPAN - Y,2020-11-27,212054.26
27824,ARCANGEL,2020-11-28,55444.79
27825,LIDER - CHEPEN,2020-11-28,6564.82
27826,PANAM,2020-11-28,19592.25
27827,CORPORACION_VEGA,2020-11-30,46640.82
27828,FERROL,2020-11-30,70548.59
27829,CODIJISA - TRUJILLO,2020-12-01,45126.53
27830,DIJISA - AYACUCHO,2020-12-01,3668.84
27831,MARRACHE,2020-12-01,30181.94
27832,CALLAYUC,2020-12-02,251011.34
27833,CURTIS NORTE,2020-12-02,6340.08
27834,DISART,2020-12-02,84984.65
27836,GIANELA,2020-12-03,28265.36
27837,LANCERO - TINGO MARIA,2020-12-03,13257.41
27838,MYG,2020-12-03,5886.19
27840,STA APOLONIA - CH,2020-12-03,148406.63
27841,TAYMI,2020-12-03,201337.92
27842,CODIJISA - CHIMBOTE,2020-12-04,20601.75
27843,LYG-CD_SAC,2020-12-04,181124.08
27844,STA APOLONIA - T,2020-12-04,68074.79
27846,DIPSA-ABANCAY,2020-12-05,27393.14
27847,MYL_HERMANOS,2020-12-05,277809.07
27848,RODAMEOS,2020-12-05,79060.68
27849,SODALES,2020-12-05,145624.12
27850,URBANO,2020-12-05,26642.42
27852,ARCANGEL,2020-12-07,145777.95
27853,VEGA - NORTE,2020-12-07,73584.35
27855,LA GENOVESA - ILO,2020-12-08,3563.54
27856,LIDER - TRUJILLO,2020-12-08,5042.78
27858,TAYMI,2020-12-08,193325.39
27859,TEMMY,2020-12-08,56669.14
27860,ZV,2020-12-08,65254.95
27861,5M DISTRIBUCIONES,2020-12-09,41450.26
27864,MYL_HERMANOS,2020-12-09,268351.16
27865,VEGA - ESTE,2020-12-09,32702.9
27866,LANCERO - PUCALLPA,2020-12-10,37071.66
27867,MARRACHE,2020-12-10,289698.91
27868,AGA - JAEN,2020-12-11,17664.11
27869,DIPSA-AYACUCHO,2020-12-11,124045.24
27870,DISART,2020-12-11,214462.94
27871,JRC - ICA,2020-12-11,50202.06
27872,VEGA - SUR,2020-12-11,20121.8
27873,ALMACENES_SEVILLANO,2020-12-12,26703.58
27874,DISTRIBUIDORA CCM,2020-12-12,592408.48
27875,DYCART,2020-12-12,318630.45
27876,LANCERO - HUANUCO,2020-12-12,9312.18
27877,MYG,2020-12-12,11221.56
27878,TAYMI,2020-12-12,298713.94
27879,DACIA - LIMA,2020-12-14,28601.59
27881,DIPSA-ANDAHUAYLAS,2020-12-14,172062.98
27882,LAGUI,2020-12-14,10951.27
27883,MYL_HERMANOS,2020-12-14,208681.21
27884,CASA GRANDE,2020-12-15,199756.51
27885,LA GENOVESA - TACNA,2020-12-15,35687.35
27887,CODIFER,2020-12-16,58895.14
27888,DICOBELSA - LIMA,2020-12-16,41844.49
27889,EDUFARMA MERCADO,2020-12-16,196493.54
27890,GUMISA - HUARAZ,2020-12-16,79836.03
27891,MELVIN MICHEL AL,2020-12-16,266010.25
27892,VEGA - CENTRO,2020-12-16,38637.07
27893,VEGA - NORTE,2020-12-16,98242.24
27894,AGA - MOYOBAMBA,2020-12-17,23153.67
27895,ALMACENES_SEVILLANO,2020-12-17,21438.55
27896,LIDER - TRUJILLO,2020-12-17,10634.44
27897,PATITA SAC,2020-12-17,120095.0
27898,RICMAN,2020-12-17,22940.93
27899,TAMBOS LIMA,2020-12-17,598475.79
27900,TCA SAC,2020-12-17,42960.08
27901,TEMMY,2020-12-17,87888.74
27902,5M DISTRIBUCIONES,2020-12-18,49565.48
27903,DIJISA - ICA,2020-12-18,31397.12
27905,DROGUERIA SAN MARTIN,2020-12-18,123025.08
27907,VEGA - ESTE,2020-12-18,33631.37
27908,AGA - TARAPOTO,2020-12-19,8304.12
27909,EUROVA,2020-12-19,512819.37
