,Marca,Fecha,Soles
2532,006 Nova,2019-12-08,3482.17
2533,038 Ok Pet,2020-12-27,29.8
2534,003 Noble,2020-08-26,2686158.91
2535,012 Higienol,2021-05-28,352494.19
2536,036 Ladysoft,2020-12-05,184288.15
2537,012 Higienol,2020-04-08,257076.72
2538,012 Higienol,2019-10-05,478122.47
2539,001 Elite,2021-02-19,2400952.43
2540,012 Higienol,2019-09-29,16306.11
2541,038 Ok Pet,2020-06-27,13.02
2542,036 Ladysoft,2020-12-11,166767.27
2543,001 Elite,2020-08-17,3321324.14
2544,003 Noble,2020-01-07,2421288.33
2545,006 Nova,2021-01-29,1843521.31
2546,006 Nova,2021-02-01,1191171.31
2547,037 Cotidian,2021-03-18,53540.89
2548,008 Babysec,2020-06-18,3043248.26
2549,037 Cotidian,2020-09-13,1342.37
2550,008 Babysec,2020-12-21,2545455.62
2551,036 Ladysoft,2019-10-20,44206.25
2552,003 Noble,2021-02-25,3031679.16
2553,001 Elite,2021-02-22,2218664.96
2554,003 Noble,2021-03-03,1653699.86
2555,006 Nova,2019-12-11,406662.92
2556,012 Higienol,2021-05-25,421983.76
2557,012 Higienol,2021-05-31,508380.18
2558,001 Elite,2021-02-16,2252219.34
2559,008 Babysec,2021-06-19,1661231.65
2560,003 Noble,2020-09-04,2217507.73
2561,012 Higienol,2020-11-29,15917.79
2562,038 Ok Pet,2020-06-30,148.48
2563,006 Nova,2020-08-02,21816.32
2564,037 Cotidian,2020-01-22,61575.88
2565,001 Elite,2020-06-29,3292318.6
2566,036 Ladysoft,2020-12-14,227952.12
2567,001 Elite,2019-12-26,4142414.68
2568,008 Babysec,2019-10-27,37258.46
2569,006 Nova,2021-02-04,1208489.56
2570,003 Noble,2020-03-02,2034210.04
2571,001 Elite,2019-12-29,592619.3
2572,036 Ladysoft,2020-06-14,2608.55
2573,008 Babysec,2020-12-18,2369578.03
2574,012 Higienol,2019-10-08,390473.16
2575,037 Cotidian,2021-03-15,41074.08
2576,036 Ladysoft,2019-12-11,232619.05
2577,012 Higienol,2021-06-03,310953.07
2578,006 Nova,2020-02-01,228874.81
2579,012 Higienol,2020-12-02,444313.45
2580,008 Babysec,2021-06-22,2317451.42
2581,006 Nova,2020-08-05,877181.14
2582,003 Noble,2020-09-01,1527366.78
2583,001 Elite,2019-12-23,4375828.49
2584,008 Babysec,2019-10-30,2255844.87
2585,012 Higienol,2020-11-26,412499.43
2586,036 Ladysoft,2020-06-08,207081.01
2587,003 Noble,2020-02-28,1890721.99
2588,037 Cotidian,2020-01-19,180.08
2589,008 Babysec,2019-10-24,2389580.35
2590,036 Ladysoft,2020-06-11,233220.47
2591,003 Noble,2020-08-29,2746796.77
2592,008 Babysec,2020-12-15,1822958.12
2593,037 Cotidian,2021-03-12,50767.32
2594,038 Ok Pet,2021-02-17,2007.46
2595,037 Cotidian,2021-05-18,46057.81
2596,008 Babysec,2021-02-20,2769144.7
2597,003 Noble,2021-04-30,5301119.29
2598,008 Babysec,2020-08-18,2419679.42
2599,006 Nova,2020-12-05,852734.22
2600,012 Higienol,2020-06-02,356636.06
2601,037 Cotidian,2020-11-13,94909.54
2602,038 Ok Pet,2020-08-21,204.84
2603,012 Higienol,2020-12-05,256715.01
2604,036 Ladysoft,2021-02-07,8325.71
2605,001 Elite,2021-04-24,2407764.92
2606,006 Nova,2020-06-02,615076.68
2607,038 Ok Pet,2020-08-24,367.22
2608,003 Noble,2020-03-08,75283.97
2609,003 Noble,2019-09-04,2216998.23
2610,037 Cotidian,2019-09-25,62913.11
2611,038 Ok Pet,2021-02-26,2101.77
2612,012 Higienol,2020-06-05,344117.68
2613,037 Cotidian,2019-09-19,54419.35
2614,036 Ladysoft,2019-12-17,218255.73
2615,003 Noble,2021-04-24,2685402.15
2616,012 Higienol,2019-12-02,335353.2
2617,037 Cotidian,2020-11-10,86283.91
2618,001 Elite,2020-02-28,4251670.54
2619,003 Noble,2021-04-27,1837944.29
2620,037 Cotidian,2021-05-15,57617.87
2621,006 Nova,2020-12-02,830111.85
2622,036 Ladysoft,2020-06-17,198882.77
2623,008 Babysec,2021-02-17,2708218.97
2624,001 Elite,2021-04-21,2148305.25
2625,003 Noble,2020-03-05,1829779.76
2626,012 Higienol,2020-05-30,358063.88
2627,001 Elite,2020-10-17,2495630.78
2628,037 Cotidian,2021-05-21,56513.36
2629,006 Nova,2020-05-30,768907.9
2630,008 Babysec,2021-02-23,2286874.76
2631,036 Ladysoft,2021-02-04,274507.52
2632,003 Noble,2019-09-01,6767.03
2633,001 Elite,2021-04-18,104607.58
2634,012 Higienol,2019-11-29,489733.4
2635,037 Cotidian,2019-09-22,1979.13
2636,038 Ok Pet,2021-02-23,1297.01
2637,036 Ladysoft,2019-12-14,183958.59
2638,006 Nova,2021-06-06,13277.93
2639,037 Cotidian,2020-09-22,93854.48
2640,001 Elite,2020-02-25,4738202.65
2641,036 Ladysoft,2021-02-13,194716.87
2642,036 Ladysoft,2020-08-11,250970.62
2643,037 Cotidian,2020-03-20,38132.82
2644,038 Ok Pet,2020-02-26,71.76
2645,008 Babysec,2019-12-24,1076270.51
2646,037 Cotidian,2021-05-12,178575.28
2647,006 Nova,2021-01-26,998775.12
2648,003 Noble,2020-10-26,3256518.59
2649,008 Babysec,2020-06-27,2392520.92
2650,012 Higienol,2021-01-26,208765.08
2651,003 Noble,2020-11-01,12871.07
2652,001 Elite,2020-08-23,928.77
2653,006 Nova,2019-12-02,246725.42
2654,037 Cotidian,2020-03-23,29300.81
2655,008 Babysec,2019-12-27,2222633.77
2656,012 Higienol,2019-12-08,1371.31
2657,037 Cotidian,2020-03-17,57922.45
2658,036 Ladysoft,2020-08-08,204233.18
2659,001 Elite,2020-02-22,3080718.96
2660,003 Noble,2021-05-03,1282279.67
2661,008 Babysec,2019-12-21,2242123.46
2662,036 Ladysoft,2021-02-10,193997.96
2663,001 Elite,2020-08-26,3415425.33
2664,003 Noble,2020-10-29,3634619.76
2665,006 Nova,2020-06-05,788784.35
2666,008 Babysec,2020-06-24,2769986.27
2667,037 Cotidian,2020-09-19,62103.42
2668,038 Ok Pet,2020-08-27,243.17
2669,012 Higienol,2021-01-29,379792.54
2670,006 Nova,2020-06-08,772533.02
2671,006 Nova,2019-12-05,389850.22
2672,008 Babysec,2021-02-14,104187.29
2673,001 Elite,2020-02-19,3212259.23
2674,003 Noble,2019-09-07,1915272.59
2675,037 Cotidian,2020-04-23,64730.08
2676,012 Higienol,2019-11-11,488638.69
2677,036 Ladysoft,2020-10-29,233405.47
2678,006 Nova,2020-09-08,918198.89
2679,037 Cotidian,2020-10-29,69772.67
2680,012 Higienol,2020-05-15,418412.83
2681,012 Higienol,2021-01-05,377306.8
2682,008 Babysec,2021-05-16,97174.4
2683,036 Ladysoft,2021-05-06,224567.22
2684,037 Cotidian,2020-10-23,107054.28
2685,036 Ladysoft,2019-09-04,187113.79
2686,001 Elite,2021-04-03,781567.93
2687,036 Ladysoft,2019-09-10,210745.64
2688,003 Noble,2021-01-16,2384067.66
2689,001 Elite,2020-09-26,3349623.57
2690,008 Babysec,2019-09-20,2040267.13
2691,038 Ok Pet,2020-11-14,1452.42
2692,036 Ladysoft,2021-04-30,348930.18
2693,006 Nova,2021-03-10,680291.99
2694,038 Ok Pet,2020-11-20,1553.86
2695,001 Elite,2020-10-02,2297544.83
2696,006 Nova,2020-09-05,818685.74
2697,008 Babysec,2020-11-11,2262727.56
2698,003 Noble,2019-11-28,1740166.38
2699,012 Higienol,2019-11-14,464594.01
2700,038 Ok Pet,2020-05-18,1599.16
2701,036 Ladysoft,2020-03-11,229365.87
2702,037 Cotidian,2020-10-26,52059.18
2703,036 Ladysoft,2021-05-03,135575.48
2704,008 Babysec,2019-09-23,1980653.57
2705,003 Noble,2021-01-19,2514856.08
2706,036 Ladysoft,2019-09-07,157082.53
2707,012 Higienol,2021-01-02,79968.34
2708,001 Elite,2020-02-04,3678726.67
2709,003 Noble,2021-01-22,1949065.56
2710,003 Noble,2020-07-20,2462915.21
2711,037 Cotidian,2021-04-21,87890.92
2712,008 Babysec,2019-09-17,2575852.84
2713,008 Babysec,2020-03-21,1071483.15
2714,036 Ladysoft,2020-11-07,215315.89
2715,012 Higienol,2020-07-06,248508.51
2716,036 Ladysoft,2020-11-01,1927.86
2717,003 Noble,2020-07-26,60280.6
2718,038 Ok Pet,2020-05-21,1159.21
2719,006 Nova,2020-09-11,1088007.95
2720,006 Nova,2020-03-09,621750.67
2721,037 Cotidian,2019-09-01,30.17
2722,012 Higienol,2021-01-11,388152.13
2723,001 Elite,2021-03-28,70689.46
2724,037 Cotidian,2021-04-27,72823.41
2725,006 Nova,2020-03-15,26733.7
2726,008 Babysec,2021-05-10,1647373.24
2727,037 Cotidian,2021-04-24,79336.04
2728,012 Higienol,2020-01-05,33251.22
2729,036 Ladysoft,2019-09-13,178765.22
2730,036 Ladysoft,2020-05-02,179141.3
2731,008 Babysec,2019-09-14,2049531.68
2732,003 Noble,2021-01-25,2243027.35
2733,003 Noble,2020-07-23,2130345.31
2734,036 Ladysoft,2020-11-04,201298.43
2735,037 Cotidian,2020-03-02,51896.36
2736,012 Higienol,2020-07-09,264106.38
2737,008 Babysec,2020-03-18,1203054.69
2738,001 Elite,2021-03-25,2777142.45
2739,012 Higienol,2021-01-08,525449.4
2740,006 Nova,2020-09-14,1148122.94
2741,006 Nova,2021-05-04,1202533.16
2742,008 Babysec,2020-11-08,18062.08
2743,006 Nova,2020-03-12,1023698.86
2744,037 Cotidian,2020-10-20,75121.51
2745,008 Babysec,2021-05-07,1806407.8
2746,008 Babysec,2021-05-13,1735398.96
2747,001 Elite,2021-03-31,5827244.81
2748,037 Cotidian,2020-06-20,41275.87
2749,036 Ladysoft,2020-05-05,209406.99
2750,012 Higienol,2020-01-08,649092.42
2751,006 Nova,2020-07-12,3661.7
2752,008 Babysec,2021-01-11,2539709.8
2753,037 Cotidian,2020-12-23,69101.84
2754,006 Nova,2020-01-08,460326.49
2755,001 Elite,2020-11-29,243072.96
2756,012 Higienol,2020-07-12,7667.99
2757,001 Elite,2021-06-03,2206344.9
2758,038 Ok Pet,2021-01-14,367.17
2759,003 Noble,2020-07-29,1929434.91
2760,001 Elite,2020-11-23,2698586.27
2761,003 Noble,2020-01-25,1916469.55
2762,036 Ladysoft,2019-11-04,190887.96
2763,001 Elite,2021-05-28,2448996.75
2764,037 Cotidian,2019-11-01,5893.72
2765,008 Babysec,2019-11-20,2140229.14
2766,006 Nova,2021-01-11,1198244.93
2767,036 Ladysoft,2020-05-08,211712.89
2768,001 Elite,2019-10-08,3143154.06
2769,006 Nova,2020-07-15,824243.92
2770,012 Higienol,2021-03-04,318144.22
2771,006 Nova,2020-07-09,704737.8
2772,003 Noble,2021-03-18,1904223.46
2773,037 Cotidian,2020-12-20,2584.18
2774,008 Babysec,2021-01-08,2489714.92
2775,037 Cotidian,2020-12-26,69131.22
2776,003 Noble,2020-01-22,2531902.28
2777,008 Babysec,2019-11-17,38547.36
2778,001 Elite,2020-11-26,2520380.66
2779,036 Ladysoft,2019-11-07,235055.01
2780,001 Elite,2021-05-31,3881582.87
2781,038 Ok Pet,2021-01-11,68.87
2782,008 Babysec,2020-05-21,2554864.15
2783,003 Noble,2020-01-28,2012815.24
2784,006 Nova,2021-01-14,1046122.34
2785,012 Higienol,2020-01-11,479951.86
2786,001 Elite,2019-10-05,3571026.55
2787,036 Ladysoft,2020-05-11,259180.67
2788,036 Ladysoft,2020-12-29,287019.03
2789,012 Higienol,2021-03-07,2001.12
2790,037 Cotidian,2019-10-26,48396.52
2791,006 Nova,2021-03-07,10648.99
2792,008 Babysec,2020-05-18,2658484.46
2793,038 Ok Pet,2020-07-21,1054.6
2794,037 Cotidian,2020-04-29,126936.58
2795,006 Nova,2020-01-14,425147.4
2796,003 Noble,2020-09-19,2793779.64
2797,038 Ok Pet,2020-07-15,451.99
2798,012 Higienol,2020-09-02,330678.66
2799,036 Ladysoft,2019-11-10,7350.21
2800,003 Noble,2021-03-24,1699711.49
2801,037 Cotidian,2021-06-21,73804.24
2802,001 Elite,2020-04-05,77814.77
2803,012 Higienol,2020-01-14,597791.19
2804,036 Ladysoft,2021-01-04,201741.44
2805,001 Elite,2019-10-02,3291074.61
2806,008 Babysec,2019-11-14,2263002.24
2807,003 Noble,2020-01-31,4373327.23
2808,037 Cotidian,2019-10-29,97766.39
2809,008 Babysec,2020-05-15,2365700.45
2810,038 Ok Pet,2020-07-18,253.23
2811,037 Cotidian,2019-10-23,86917.74
2812,038 Ok Pet,2021-01-20,688.08
2813,006 Nova,2020-01-11,350920.95
2814,012 Higienol,2020-09-05,364159.52
2815,001 Elite,2020-03-30,4040016.99
2816,003 Noble,2021-03-27,2321369.43
2817,012 Higienol,2021-03-10,392263.72
2818,008 Babysec,2020-11-17,2605368.6
2819,001 Elite,2020-04-02,4537414.41
2820,037 Cotidian,2021-06-24,92009.31
2821,003 Noble,2021-03-21,141702.13
2822,001 Elite,2019-09-29,98044.27
2823,006 Nova,2020-01-17,428487.82
2824,001 Elite,2021-05-25,2910700.1
2825,037 Cotidian,2021-06-18,52757.01
2826,008 Babysec,2020-10-05,1851869.24
2827,006 Nova,2020-04-15,518026.44
2828,003 Noble,2020-04-19,41014.95
2829,036 Ladysoft,2021-02-26,202804.55
2830,003 Noble,2019-10-19,1835741.38
2831,037 Cotidian,2019-12-02,51425.08
2832,012 Higienol,2020-01-16,430788.12
2833,038 Ok Pet,2020-10-08,609.23
2834,001 Elite,2021-06-05,2163876.0
2835,036 Ladysoft,2020-08-24,284431.43
2836,038 Ok Pet,2021-04-12,119.52
2837,001 Elite,2019-10-10,4394322.45
2838,037 Cotidian,2020-12-05,106788.31
2839,008 Babysec,2020-10-02,1719111.5
2840,003 Noble,2021-06-14,1759592.62
2841,036 Ladysoft,2020-02-23,2801.36
2842,003 Noble,2020-12-10,2261931.2
2843,008 Babysec,2021-04-06,2195625.21
2844,006 Nova,2020-10-15,552501.45
2845,037 Cotidian,2020-06-02,78689.62
2846,038 Ok Pet,2020-10-05,56.94
2847,012 Higienol,2020-07-17,216016.29
2848,001 Elite,2021-06-08,2253133.85
2849,006 Nova,2020-10-21,936581.25
2850,001 Elite,2020-12-04,3567710.13
2851,003 Noble,2020-04-22,1928381.84
2852,037 Cotidian,2020-06-05,53539.35
2853,003 Noble,2019-10-16,2236412.95
2854,012 Higienol,2020-01-13,458540.58
2855,001 Elite,2019-10-13,86006.56
2856,036 Ladysoft,2020-08-27,259054.0
2857,008 Babysec,2020-02-13,1863682.01
2858,036 Ladysoft,2021-03-01,124942.42
2859,006 Nova,2021-04-22,861849.4
2860,038 Ok Pet,2021-04-09,2188.99
2861,003 Noble,2021-06-11,1463910.92
2862,006 Nova,2021-06-13,52555.2
2863,003 Noble,2021-06-17,1584875.07
2864,037 Cotidian,2020-05-30,64866.82
2865,008 Babysec,2020-02-10,1794937.6
2866,036 Ladysoft,2020-08-30,4906.64
2867,038 Ok Pet,2020-04-14,19.92
2868,003 Noble,2020-12-13,40935.11
2869,001 Elite,2020-04-07,4162036.22
2870,036 Ladysoft,2020-03-03,171695.46
2871,038 Ok Pet,2020-04-08,17.92
2872,036 Ladysoft,2020-02-26,196159.43
2873,001 Elite,2020-10-10,2363963.46
2874,037 Cotidian,2019-10-11,155816.06
2875,012 Higienol,2021-03-15,282390.6
2876,006 Nova,2020-04-21,583601.94
2877,006 Nova,2019-10-18,404837.73
2878,037 Cotidian,2021-06-03,49208.74
2879,008 Babysec,2021-04-03,1255628.17
2880,003 Noble,2019-10-25,2128682.48
2881,037 Cotidian,2020-11-29,611.36
2882,036 Ladysoft,2021-04-22,140076.83
2883,012 Higienol,2020-01-22,338553.08
2884,001 Elite,2019-10-07,4373239.39
2885,008 Babysec,2020-02-07,1874789.49
2886,001 Elite,2020-04-10,9027.09
2887,037 Cotidian,2019-10-08,27815.81
2888,012 Higienol,2021-03-12,378004.19
2889,006 Nova,2020-04-18,558965.8
2890,003 Noble,2020-12-16,1993965.04
2891,038 Ok Pet,2020-10-14,203.57
2892,036 Ladysoft,2020-02-29,273739.41
2893,008 Babysec,2020-08-11,2725076.71
2894,012 Higienol,2020-09-10,325701.55
2895,003 Noble,2020-06-13,2688471.8
2896,003 Noble,2019-10-22,2428801.01
2897,008 Babysec,2021-03-31,5656902.64
2898,038 Ok Pet,2021-06-03,103.74
2899,006 Nova,2020-04-24,616824.01
2900,001 Elite,2021-06-02,1954186.35
2901,006 Nova,2019-10-21,311679.31
2902,037 Cotidian,2020-11-26,57695.24
2903,012 Higienol,2020-01-19,29544.05
2904,037 Cotidian,2020-12-02,64607.48
2905,036 Ladysoft,2021-04-25,5564.09
2906,036 Ladysoft,2020-10-21,200601.84
2907,008 Babysec,2019-10-08,1426494.54
2908,003 Noble,2020-06-19,2285785.58
2909,006 Nova,2020-02-17,466946.18
2910,038 Ok Pet,2021-06-12,50.16
2911,008 Babysec,2021-06-06,105951.63
2912,008 Babysec,2021-05-31,4561343.82
2913,037 Cotidian,2020-07-30,74778.81
2914,001 Elite,2020-06-13,3501022.04
2915,012 Higienol,2021-03-18,326079.32
2916,036 Ladysoft,2019-09-02,122059.36
2917,006 Nova,2020-08-21,818451.26
2918,012 Higienol,2020-09-13,2645.26
2919,037 Cotidian,2021-02-04,71461.02
2920,003 Noble,2020-06-16,2082238.77
2921,001 Elite,2019-12-10,5610727.17
2922,008 Babysec,2020-04-11,1684221.29
2923,036 Ladysoft,2021-04-28,221562.99
2924,003 Noble,2020-06-22,2307123.41
2925,008 Babysec,2019-10-11,2061685.51
2926,036 Ladysoft,2020-10-24,323213.27
2927,006 Nova,2020-02-20,461802.07
2928,038 Ok Pet,2020-12-05,1142.25
2929,008 Babysec,2021-06-03,1867616.06
2930,003 Noble,2020-12-19,2383119.23
2931,006 Nova,2020-02-14,365080.31
2932,038 Ok Pet,2021-06-09,1013.56
2933,001 Elite,2019-12-07,3662953.88
2934,037 Cotidian,2021-02-01,62061.28
2935,012 Higienol,2020-09-16,429364.56
2936,036 Ladysoft,2019-09-05,273036.51
2937,006 Nova,2020-08-24,909602.1
2938,008 Babysec,2019-10-05,2315683.1
2939,012 Higienol,2020-03-14,662376.95
2940,003 Noble,2019-12-16,1884769.63
2941,001 Elite,2020-06-10,3958297.44
2942,001 Elite,2020-12-07,3850196.54
2943,006 Nova,2020-02-23,11403.12
2944,038 Ok Pet,2020-12-08,890.79
2945,012 Higienol,2020-03-17,592503.39
2946,038 Ok Pet,2020-12-14,1542.6
2947,003 Noble,2021-02-12,1525884.01
2948,037 Cotidian,2019-12-05,44993.89
2949,012 Higienol,2021-05-09,2370.54
2950,036 Ladysoft,2020-10-27,239283.5
2951,036 Ladysoft,2020-04-24,233561.08
2952,037 Cotidian,2020-06-08,60420.57
2953,006 Nova,2021-04-13,758029.88
2954,008 Babysec,2020-04-05,20470.03
2955,001 Elite,2019-10-16,3467441.31
2956,037 Cotidian,2021-01-29,156719.71
2957,012 Higienol,2020-03-23,240890.16
2958,006 Nova,2021-04-19,863493.28
2959,001 Elite,2020-06-07,7392.37
2960,038 Ok Pet,2020-06-08,95.48
2961,012 Higienol,2020-09-19,321364.18
2962,003 Noble,2019-12-19,2150154.96
2963,038 Ok Pet,2020-12-11,6877.84
2964,001 Elite,2020-12-10,3347535.6
2965,012 Higienol,2020-03-20,252846.14
2966,008 Babysec,2020-10-08,2145288.27
2967,037 Cotidian,2019-12-08,83.61
2968,012 Higienol,2021-05-12,320300.25
2969,012 Higienol,2019-09-16,476708.75
2970,003 Noble,2021-02-09,1810664.25
2971,036 Ladysoft,2020-10-30,215324.39
2972,008 Babysec,2020-04-08,1990230.26
2973,008 Babysec,2020-10-11,4634.0
2974,036 Ladysoft,2020-04-27,258886.53
2975,036 Ladysoft,2021-06-19,162832.01
2976,003 Noble,2019-12-22,271705.96
2977,001 Elite,2020-06-04,3893634.74
2978,037 Cotidian,2021-01-26,68137.06
2979,006 Nova,2021-04-16,813448.31
2980,006 Nova,2020-06-17,1124373.32
2981,036 Ladysoft,2020-08-07,183075.04
2982,038 Ok Pet,2021-03-20,181.28
2983,036 Ladysoft,2021-02-09,271070.67
2984,008 Babysec,2019-12-18,2174573.51
2985,012 Higienol,2019-09-15,2670.86
2986,008 Babysec,2019-12-12,2704480.83
2987,037 Cotidian,2020-12-25,1055.71
2988,001 Elite,2019-11-02,2586472.95
2989,003 Noble,2019-09-26,1748274.11
2990,038 Ok Pet,2020-09-18,626.41
2991,038 Ok Pet,2021-03-23,1137.59
2992,001 Elite,2021-06-28,243826.7
2993,008 Babysec,2021-02-05,1566827.62
2994,003 Noble,2020-10-02,2004632.27
2995,003 Noble,2020-03-30,2042640.18
2996,037 Cotidian,2019-12-22,850.77
2997,012 Higienol,2020-03-13,574812.32
2998,001 Elite,2020-12-24,1785903.74
2999,012 Higienol,2020-03-16,655749.77
3000,003 Noble,2021-05-22,2039824.16
3001,001 Elite,2019-10-30,5545098.07
3002,012 Higienol,2019-09-12,522217.15
3003,036 Ladysoft,2020-08-04,177408.54
3004,037 Cotidian,2020-06-25,81522.26
3005,008 Babysec,2019-12-15,128557.75
3006,003 Noble,2019-09-29,68364.7
3007,012 Higienol,2021-05-08,282316.46
3008,006 Nova,2020-12-17,1941888.23
3009,036 Ladysoft,2021-02-06,255302.97
3010,003 Noble,2020-04-02,2199783.36
3011,012 Higienol,2021-05-05,275397.95
3012,038 Ok Pet,2021-03-26,656.79
3013,038 Ok Pet,2020-09-15,690.7
3014,001 Elite,2021-06-25,2518864.69
3015,006 Nova,2020-06-14,7038.82
3016,037 Cotidian,2019-12-19,57831.19
3017,001 Elite,2020-12-21,3385432.04
3018,008 Babysec,2021-02-02,1872401.19
3019,037 Cotidian,2019-10-28,112204.63
3020,036 Ladysoft,2021-04-02,16400.31
3021,012 Higienol,2020-11-06,374872.88
3022,006 Nova,2021-02-10,1264959.78
3023,012 Higienol,2021-05-11,304881.32
3024,003 Noble,2019-10-02,1746860.27
3025,001 Elite,2021-06-19,2277403.55
3026,037 Cotidian,2020-12-19,62756.51
3027,001 Elite,2019-10-27,101097.43
3028,008 Babysec,2019-12-09,1927242.1
3029,001 Elite,2020-04-27,4085294.42
3030,001 Elite,2020-10-30,3673302.4
3031,037 Cotidian,2021-06-23,96537.29
3032,003 Noble,2021-05-31,3344102.63
3033,008 Babysec,2020-06-15,2770929.83
3034,003 Noble,2020-05-24,23625.44
3035,006 Nova,2019-12-20,430228.55
3036,036 Ladysoft,2020-02-06,274969.73
3037,038 Ok Pet,2020-09-24,1986.44
3038,003 Noble,2020-11-26,2094316.43
3039,012 Higienol,2020-11-09,337886.91
3040,036 Ladysoft,2020-08-10,247349.19
3041,037 Cotidian,2020-06-19,55587.3
3042,006 Nova,2020-06-20,1292838.22
3043,012 Higienol,2021-05-14,231878.02
3044,008 Babysec,2020-06-09,2536807.12
3045,038 Ok Pet,2020-03-19,19.92
3046,003 Noble,2021-05-28,1701670.05
3047,006 Nova,2021-02-07,8474.26
3048,001 Elite,2021-06-22,2352906.4
3049,037 Cotidian,2020-12-22,83916.16
3050,012 Higienol,2019-09-18,547281.87
3051,012 Higienol,2019-09-21,427988.01
3052,003 Noble,2019-10-05,2037348.5
3053,008 Babysec,2020-06-12,2683030.62
3054,001 Elite,2020-04-30,4554149.1
3055,036 Ladysoft,2020-08-13,210244.74
3056,036 Ladysoft,2020-02-09,1137.8
3057,006 Nova,2019-12-17,529705.69
3058,003 Noble,2020-11-23,2276650.49
3059,012 Higienol,2020-11-12,387174.55
3060,038 Ok Pet,2020-09-21,1041.86
3061,008 Babysec,2020-02-08,2357322.19
3062,001 Elite,2021-02-20,2072587.59
3063,003 Noble,2020-05-27,2013256.19
3064,036 Ladysoft,2021-04-08,223697.09
3065,006 Nova,2020-04-17,436704.69
3066,038 Ok Pet,2020-03-28,31.44
3067,008 Babysec,2020-08-12,2836742.43
3068,036 Ladysoft,2020-02-12,200539.15
3069,037 Cotidian,2020-08-19,81219.76
3070,001 Elite,2019-12-27,5109049.09
3071,037 Cotidian,2021-02-21,143.05
3072,012 Higienol,2020-05-13,469143.09
3073,006 Nova,2019-10-14,321060.41
3074,008 Babysec,2020-02-14,1730574.05
3075,012 Higienol,2020-11-15,4974.49
3076,038 Ok Pet,2021-05-17,298.25
3077,036 Ladysoft,2020-10-04,6978.97
3078,006 Nova,2021-06-09,1082563.07
3079,008 Babysec,2020-08-15,2064900.75
3080,003 Noble,2020-05-30,3762909.84
3081,006 Nova,2021-06-12,969382.14
3082,008 Babysec,2020-02-11,1759204.86
3083,036 Ladysoft,2021-04-05,230171.63
3084,001 Elite,2020-06-30,4127270.64
3085,008 Babysec,2021-04-04,33688.41
3086,006 Nova,2020-12-08,823768.63
3087,003 Noble,2019-11-26,1751475.43
3088,001 Elite,2019-12-30,5396700.8
3089,006 Nova,2019-10-17,360851.11
3090,012 Higienol,2020-05-16,401264.54
3091,006 Nova,2020-04-20,481882.8
3092,037 Cotidian,2020-02-18,42889.39
3093,038 Ok Pet,2021-05-20,198.45
3094,037 Cotidian,2020-08-22,69471.6
3095,003 Noble,2020-11-29,91059.98
3096,003 Noble,2020-06-02,2164135.6
3097,001 Elite,2020-12-30,4414744.9
3098,001 Elite,2020-06-27,3337727.32
3099,006 Nova,2021-06-15,914795.34
3100,038 Ok Pet,2020-11-21,1916.39
3101,001 Elite,2019-12-24,2836596.69
3102,006 Nova,2020-12-11,1372912.36
3103,012 Higienol,2020-05-19,449439.31
3104,003 Noble,2019-11-29,3180287.31
3105,012 Higienol,2019-11-15,516435.94
3106,037 Cotidian,2021-02-15,68158.74
3107,038 Ok Pet,2020-05-19,61.53
3108,006 Nova,2020-06-11,524127.82
3109,038 Ok Pet,2020-11-24,4158.74
3110,008 Babysec,2021-02-11,1807150.62
3111,006 Nova,2019-10-20,94582.66
3112,003 Noble,2021-01-20,2454354.84
3113,036 Ladysoft,2020-10-10,205661.16
3114,037 Cotidian,2019-12-28,94348.78
3115,001 Elite,2020-06-24,3725322.44
3116,003 Noble,2021-01-23,2014365.81
3117,012 Higienol,2019-11-18,516187.37
3118,038 Ok Pet,2020-11-18,2533.45
3119,037 Cotidian,2021-02-18,72024.36
3120,036 Ladysoft,2020-04-07,232488.88
3121,008 Babysec,2020-08-09,337261.47
3122,012 Higienol,2019-11-12,527598.75
3123,006 Nova,2020-12-14,1489124.68
3124,036 Ladysoft,2020-10-07,254889.96
3125,037 Cotidian,2019-12-25,4748.95
3126,008 Babysec,2021-02-08,1889020.19
3127,008 Babysec,2020-08-06,2513993.88
3128,012 Higienol,2021-01-06,384745.86
3129,036 Ladysoft,2021-04-11,4751.0
3130,003 Noble,2019-12-02,1290157.38
3131,036 Ladysoft,2020-04-04,149423.76
3132,001 Elite,2020-12-27,284869.1
3133,006 Nova,2019-10-23,352692.06
3134,012 Higienol,2021-04-29,355462.37
3135,038 Ok Pet,2020-05-29,113.88
3136,036 Ladysoft,2020-11-06,214380.55
3137,001 Elite,2020-05-22,4229021.74
3138,008 Babysec,2021-05-15,1520625.61
3139,006 Nova,2020-03-04,419069.12
3140,003 Noble,2021-02-02,2244354.67
3141,012 Higienol,2020-10-25,4992.53
3142,003 Noble,2020-02-02,40694.34
3143,008 Babysec,2019-11-25,2109842.16
3144,037 Cotidian,2020-02-20,33885.22
3145,036 Ladysoft,2020-11-15,6658.16
3146,038 Ok Pet,2020-06-01,52.71
3147,003 Noble,2020-08-06,1938631.27
3148,012 Higienol,2019-09-09,532329.2
3149,001 Elite,2021-03-17,2813995.36
3150,038 Ok Pet,2021-01-19,351.18
3151,006 Nova,2019-12-31,529151.44
3152,008 Babysec,2021-01-16,2607757.06
3153,037 Cotidian,2021-04-13,36513.81
