,Categoria,Fecha,Soles
2686,02 Rollos de Cocina,2021-06-11,1258367.94
2687,38 Pañales Adultos,2019-09-18,88739.63
2688,38 Pañales Adultos,2020-03-16,37526.57
2689,05 Pañales Bebe,2019-12-12,2659858.24
2690,11 Toallas Húmedas,2020-08-19,81711.13
2691,10 Toallas Femeninas,2020-08-30,4906.64
2692,01 Mascotas,2020-06-29,73.19
2693,02 Rollos de Cocina,2020-12-16,2764485.83
2694,05 Pañales Bebe,2020-06-15,2714430.86
2695,04 Pañuelos Masivos,2020-09-10,5149.62
2696,03 Servilletas Masivos,2020-08-17,315273.49
2697,01 Higiénicos Masivos,2020-06-08,5946940.31
2698,38 Pañales Adultos,2020-09-18,53726.18
2699,02 Rollos de Cocina,2020-06-13,1721295.3
2700,11 Toallas Húmedas,2020-02-15,44038.96
2701,05 Pañales Bebe,2020-12-15,1767574.44
2702,01 Higiénicos Masivos,2020-12-08,4568160.9
2703,01 Mascarilla ,2021-04-12,2123.52
2704,01 Higiénicos Masivos,2021-06-12,3543692.16
2705,10 Toallas Femeninas,2020-02-26,196159.43
2706,38 Pañales Adultos,2021-03-23,46590.8
2707,02 Rollos de Cocina,2019-10-25,725951.53
2708,05 Pañales Bebe,2020-06-12,2623743.14
2709,02 Rollos de Cocina,2021-06-20,33242.76
2710,03 Servilletas Masivos,2021-02-16,320141.87
2711,38 Pañales Adultos,2020-09-21,67670.77
2712,03 Servilletas Masivos,2021-02-22,267977.96
2713,04 Pañuelos Masivos,2021-03-18,7321.78
2714,38 Pañales Adultos,2020-03-19,38098.89
2715,11 Toallas Húmedas,2020-08-22,55099.53
2716,02 Rollos de Cocina,2019-10-22,671292.02
2717,02 Rollos de Cocina,2020-12-13,93093.45
2718,01 Mascotas,2021-02-19,198.64
2719,10 Toallas Femeninas,2020-09-02,261716.67
2720,11 Toallas Húmedas,2020-02-18,45448.18
2721,01 Higiénicos Masivos,2019-10-17,5139753.45
2722,10 Toallas Femeninas,2020-04-28,249522.21
2723,01 Higiénicos Masivos,2021-06-11,3581306.5
2724,01 Mascarilla ,2021-05-28,4530.93
2725,04 Pañuelos Masivos,2019-11-05,10450.85
2726,11 Toallas Húmedas,2020-09-25,48057.36
2727,01 Higiénicos Masivos,2019-10-22,7150728.89
2728,38 Pañales Adultos,2021-04-23,53623.89
2729,02 Rollos de Cocina,2020-03-07,984166.67
2730,04 Pañuelos Masivos,2020-05-12,5098.7
2731,03 Servilletas Masivos,2021-02-27,403161.78
2732,11 Toallas Húmedas,2021-03-24,89467.61
2733,02 Rollos de Cocina,2020-09-09,1490072.82
2734,05 Pañales Bebe,2021-04-28,2899572.46
2735,05 Pañales Bebe,2019-09-05,2196708.92
2736,10 Toallas Femeninas,2019-10-28,225216.22
2737,11 Toallas Húmedas,2020-01-31,58503.44
2738,05 Pañales Bebe,2020-09-08,2065713.18
2739,05 Pañales Bebe,2020-03-06,1628075.41
2740,03 Servilletas Masivos,2020-01-03,492450.35
2741,02 Rollos de Cocina,2020-09-03,1376226.27
2742,38 Pañales Adultos,2020-02-27,41895.17
2743,01 Mascotas,2021-02-04,824.26
2744,02 Rollos de Cocina,2021-03-14,34778.61
2745,01 Higiénicos Masivos,2021-06-20,109022.96
2746,38 Pañales Adultos,2020-08-31,144722.1
2747,10 Toallas Femeninas,2020-12-22,192568.26
2748,04 Pañuelos Masivos,2019-11-08,10400.04
2749,04 Pañuelos Masivos,2020-05-15,2491.29
2750,10 Toallas Femeninas,2020-06-19,229988.72
2751,03 Servilletas Masivos,2021-02-24,236870.45
2752,11 Toallas Húmedas,2021-03-21,10437.99
2753,01 Higiénicos Masivos,2019-10-25,5712269.71
2754,38 Pañales Adultos,2021-04-20,79648.55
2755,01 Mascotas,2021-01-29,305.56
2756,01 Higiénicos Masivos,2020-12-16,4664884.55
2757,04 Pañuelos Masivos,2021-01-02,897.34
2758,01 Mascarilla ,2020-11-29,2206.06
2759,05 Pañales Bebe,2020-03-03,1402141.31
2760,02 Rollos de Cocina,2021-03-11,1364899.1
2761,11 Toallas Húmedas,2020-01-28,63919.21
2762,01 Higiénicos Masivos,2020-12-13,133268.44
2763,10 Toallas Femeninas,2021-06-23,165871.47
2764,02 Rollos de Cocina,2020-09-06,16288.97
2765,11 Toallas Húmedas,2020-08-01,40709.64
2766,05 Pañales Bebe,2020-03-09,1419837.67
2767,10 Toallas Femeninas,2020-12-19,186435.91
2768,01 Mascotas,2021-02-01,355.23
2769,04 Pañuelos Masivos,2019-11-11,13144.01
2770,03 Servilletas Masivos,2021-02-21,4709.67
2771,01 Higiénicos Masivos,2021-06-17,3826935.01
2772,10 Toallas Femeninas,2020-12-25,2421.37
2773,01 Higiénicos Masivos,2020-06-16,4991005.48
2774,01 Mascarilla ,2020-09-26,1239.21
2775,04 Pañuelos Masivos,2021-01-05,4732.15
2776,01 Higiénicos Masivos,2020-12-19,5595130.98
2777,10 Toallas Femeninas,2020-06-22,212865.38
2778,02 Rollos de Cocina,2021-05-05,1164630.48
2779,38 Pañales Adultos,2019-10-28,112204.63
2780,11 Toallas Húmedas,2019-09-28,53529.74
2781,01 Higiénicos Masivos,2020-06-22,5020526.31
2782,02 Rollos de Cocina,2020-03-13,2438701.18
2783,03 Servilletas Masivos,2020-08-25,309949.08
2784,05 Pañales Bebe,2019-09-11,2088564.65
2785,11 Toallas Húmedas,2020-04-01,26828.94
2786,38 Pañales Adultos,2020-05-01,51211.78
2787,10 Toallas Femeninas,2019-12-19,165021.56
2788,11 Toallas Húmedas,2019-10-01,22532.23
2789,05 Pañales Bebe,2021-05-07,1736519.25
2790,05 Pañales Bebe,2021-05-01,14817.5
2791,03 Servilletas Masivos,2021-03-02,315911.93
2792,03 Servilletas Masivos,2020-02-27,607272.05
2793,01 Mascotas,2020-08-08,109.93
2794,05 Pañales Bebe,2020-11-02,1038549.6
2795,04 Pañuelos Masivos,2020-07-06,7306.41
2796,04 Pañuelos Masivos,2019-11-14,10761.18
2797,38 Pañales Adultos,2019-11-03,94.92
2798,38 Pañales Adultos,2021-06-23,96537.29
2799,11 Toallas Húmedas,2021-05-27,78712.42
2800,01 Higiénicos Masivos,2020-12-22,7115967.72
2801,05 Pañales Bebe,2019-09-08,23337.18
2802,11 Toallas Húmedas,2020-11-22,4055.61
2803,04 Pañuelos Masivos,2021-01-08,6489.5
2804,02 Rollos de Cocina,2020-09-12,1617169.23
2805,02 Rollos de Cocina,2020-03-10,1313593.82
2806,38 Pañales Adultos,2020-12-22,83916.16
2807,01 Mascarilla ,2020-09-29,678.76
2808,05 Pañales Bebe,2020-03-12,1865305.56
2809,10 Toallas Femeninas,2020-06-25,277807.87
2810,01 Higiénicos Masivos,2020-06-19,5119497.86
2811,10 Toallas Femeninas,2019-12-22,8247.26
2812,03 Servilletas Masivos,2020-08-31,399485.67
2813,03 Servilletas Masivos,2020-08-28,397441.98
2814,03 Servilletas Masivos,2020-02-24,602309.13
2815,01 Mascotas,2020-08-05,1547.21
2816,05 Pañales Bebe,2021-05-04,1301458.87
2817,38 Pañales Adultos,2019-10-31,131615.9
2818,11 Toallas Húmedas,2021-05-24,70788.73
2819,01 Higiénicos Masivos,2019-12-16,5774575.36
2820,38 Pañales Adultos,2021-06-26,43765.5
2821,05 Pañales Bebe,2020-10-30,2960054.56
2822,02 Rollos de Cocina,2019-09-09,663528.55
2823,05 Pañales Bebe,2020-11-08,16466.52
2824,03 Servilletas Masivos,2020-03-01,1179.64
2825,11 Toallas Húmedas,2020-03-26,29015.78
2826,02 Rollos de Cocina,2021-05-11,1014963.85
2827,04 Pañuelos Masivos,2021-01-11,6435.02
2828,02 Rollos de Cocina,2020-11-06,1903553.66
2829,38 Pañales Adultos,2020-04-25,54757.82
2830,05 Pañales Bebe,2020-05-06,2303019.08
2831,01 Mascotas,2020-02-10,69.33
2832,02 Rollos de Cocina,2019-09-12,682761.61
2833,01 Higiénicos Masivos,2019-12-19,5584578.17
2834,10 Toallas Femeninas,2019-12-25,8560.51
2835,11 Toallas Húmedas,2021-05-21,82256.05
2836,03 Servilletas Masivos,2021-04-26,275333.09
2837,38 Pañales Adultos,2020-10-31,167995.75
2838,02 Rollos de Cocina,2020-03-16,1314064.37
2839,04 Pañuelos Masivos,2020-01-08,18468.31
2840,01 Mascarilla ,2021-05-25,2223.12
2841,11 Toallas Húmedas,2020-09-28,60402.06
2842,10 Toallas Femeninas,2021-02-15,205995.8
2843,01 Mascotas,2021-03-31,736.75
2844,01 Higiénicos Masivos,2019-12-25,54489.53
2845,04 Pañuelos Masivos,2020-07-12,788.4
2846,38 Pañales Adultos,2019-10-25,130081.57
2847,05 Pañales Bebe,2020-05-03,461.02
2848,01 Mascarilla ,2021-05-19,3924.09
2849,11 Toallas Húmedas,2020-03-29,895.82
2850,03 Servilletas Masivos,2020-03-04,635366.62
2851,02 Rollos de Cocina,2021-05-08,1024213.87
2852,05 Pañales Bebe,2019-09-14,2005748.14
2853,02 Rollos de Cocina,2020-11-03,1068481.2
2854,11 Toallas Húmedas,2019-09-25,48428.2
2855,01 Higiénicos Masivos,2021-02-12,4422327.84
2856,38 Pañales Adultos,2020-04-28,216821.63
2857,38 Pañales Adultos,2020-10-28,69933.15
2858,10 Toallas Femeninas,2020-11-09,204457.55
2859,01 Mascotas,2020-09-08,439.28
2860,05 Pañales Bebe,2020-08-02,55426.56
2861,01 Mascotas,2021-03-13,196.91
2862,38 Pañales Adultos,2020-11-28,182196.38
2863,04 Pañuelos Masivos,2020-10-05,16345.82
2864,38 Pañales Adultos,2019-10-07,143472.61
2865,38 Pañales Adultos,2021-06-02,57917.0
2866,01 Higiénicos Masivos,2020-07-26,152315.56
2867,02 Rollos de Cocina,2020-07-31,1552967.34
2868,04 Pañuelos Masivos,2021-05-25,4060.8
2869,11 Toallas Húmedas,2021-05-03,65326.06
2870,11 Toallas Húmedas,2019-09-10,40250.09
2871,01 Higiénicos Masivos,2021-01-28,7642604.26
2872,10 Toallas Femeninas,2019-09-18,185439.86
2873,04 Pañuelos Masivos,2019-10-02,16524.87
2874,11 Toallas Húmedas,2019-09-04,53183.43
2875,05 Pañales Bebe,2020-07-27,2001460.42
2876,10 Toallas Femeninas,2021-05-14,189552.5
2877,11 Toallas Húmedas,2020-03-08,1326.66
2878,01 Higiénicos Masivos,2021-01-22,4539602.01
2879,03 Servilletas Masivos,2021-04-08,272988.37
2880,10 Toallas Femeninas,2021-05-17,191850.98
2881,02 Rollos de Cocina,2020-07-28,390234.25
2882,01 Mascotas,2021-03-16,317.78
2883,03 Servilletas Masivos,2020-10-01,268278.55
2884,10 Toallas Femeninas,2020-11-12,193825.94
2885,05 Pañales Bebe,2020-01-26,52673.9
2886,02 Rollos de Cocina,2019-12-09,594924.93
2887,38 Pañales Adultos,2019-10-04,69872.46
2888,02 Rollos de Cocina,2021-01-30,3878506.98
2889,01 Mascotas,2021-03-10,1954.74
2890,11 Toallas Húmedas,2021-04-30,153153.82
2891,38 Pañales Adultos,2021-06-05,50249.09
2892,38 Pañales Adultos,2019-10-10,89125.83
2893,03 Servilletas Masivos,2020-02-12,636451.34
2894,04 Pañuelos Masivos,2021-05-28,5057.89
2895,38 Pañales Adultos,2021-05-30,401.27
2896,10 Toallas Femeninas,2019-09-21,184277.18
2897,01 Higiénicos Masivos,2021-01-25,5270209.04
2898,11 Toallas Húmedas,2019-09-07,35030.95
2899,01 Higiénicos Masivos,2020-07-23,5060806.39
2900,04 Pañuelos Masivos,2019-09-29,1206.96
2901,05 Pañales Bebe,2020-07-30,2479993.55
2902,10 Toallas Femeninas,2021-05-11,163894.17
2903,03 Servilletas Masivos,2021-04-05,340891.38
2904,02 Rollos de Cocina,2021-01-27,1468984.34
2905,01 Mascotas,2020-09-11,589.69
2906,04 Pañuelos Masivos,2020-04-02,4960.37
2907,11 Toallas Húmedas,2020-03-11,77604.26
2908,03 Servilletas Masivos,2021-05-30,8462.39
2909,04 Pañuelos Masivos,2021-05-31,9984.52
2910,05 Pañales Bebe,2020-01-29,1620292.01
2911,01 Higiénicos Masivos,2020-01-28,6175112.0
2912,03 Servilletas Masivos,2020-10-10,378928.33
2913,38 Pañales Adultos,2019-12-07,74985.63
2914,04 Pañuelos Masivos,2019-10-08,8322.94
2915,01 Higiénicos Masivos,2020-01-22,6088300.67
2916,03 Servilletas Masivos,2020-04-07,224271.2
2917,11 Toallas Húmedas,2019-11-07,38390.83
2918,10 Toallas Femeninas,2020-05-16,198133.83
2919,10 Toallas Femeninas,2020-05-13,255358.04
2920,05 Pañales Bebe,2020-02-04,1674605.21
2921,01 Higiénicos Masivos,2020-08-01,3409350.42
2922,38 Pañales Adultos,2021-01-31,3122.13
2923,02 Rollos de Cocina,2020-02-02,30874.09
2924,02 Rollos de Cocina,2020-08-06,1351522.15
2925,01 Mascotas,2020-03-12,143.59
2926,10 Toallas Femeninas,2020-11-15,6658.16
2927,05 Pañales Bebe,2021-03-25,2767297.07
2928,04 Pañuelos Masivos,2020-11-26,11360.7
2929,11 Toallas Húmedas,2020-12-29,67468.88
2930,01 Mascotas,2020-09-14,430.33
2931,01 Higiénicos Masivos,2020-01-25,5971754.84
2932,38 Pañales Adultos,2019-12-10,49160.14
2933,03 Servilletas Masivos,2020-10-07,319767.3
2934,02 Rollos de Cocina,2020-08-03,1249730.29
2935,38 Pañales Adultos,2020-07-29,58842.63
2936,04 Pañuelos Masivos,2021-06-03,2539.85
2937,05 Pañales Bebe,2020-02-01,1213855.79
2938,01 Higiénicos Masivos,2020-07-29,5298926.61
2939,11 Toallas Húmedas,2019-11-10,4761.17
2940,03 Servilletas Masivos,2020-04-04,192711.44
2941,02 Rollos de Cocina,2020-01-30,809673.49
2942,04 Pañuelos Masivos,2019-10-05,11520.8
2943,03 Servilletas Masivos,2019-10-04,632555.22
2944,01 Mascarilla ,2020-11-05,1840.67
2945,05 Pañales Bebe,2021-03-22,3242704.95
2946,04 Pañuelos Masivos,2020-11-29,162.98
2947,38 Pañales Adultos,2021-01-28,129982.58
2948,01 Mascotas,2020-09-17,2081.34
2949,01 Higiénicos Masivos,2021-03-27,4673843.45
2950,10 Toallas Femeninas,2019-11-18,208633.79
2951,05 Pañales Bebe,2020-09-23,2106960.4
2952,11 Toallas Húmedas,2020-05-11,60382.6
2953,05 Pañales Bebe,2020-09-29,2654658.41
2954,11 Toallas Húmedas,2019-11-01,13644.43
2955,02 Rollos de Cocina,2021-03-26,1887552.09
2956,04 Pañuelos Masivos,2019-11-29,13855.82
2957,02 Rollos de Cocina,2021-04-01,332543.65
2958,04 Pañuelos Masivos,2020-12-02,7357.81
2959,38 Pañales Adultos,2019-12-01,171.36
2960,01 Mascotas,2021-05-13,1367.18
2961,03 Servilletas Masivos,2020-04-10,244.88
2962,38 Pañales Adultos,2020-06-04,55707.76
2963,04 Pañuelos Masivos,2020-05-30,16386.86
2964,11 Toallas Húmedas,2020-05-08,48338.19
2965,10 Toallas Femeninas,2019-11-12,234063.53
2966,01 Higiénicos Masivos,2020-01-31,9015516.87
2967,03 Servilletas Masivos,2019-10-07,599215.63
2968,03 Servilletas Masivos,2021-06-02,317400.52
2969,01 Mascarilla ,2020-12-27,627.25
2970,02 Rollos de Cocina,2020-02-08,918550.04
2971,05 Pañales Bebe,2021-03-31,5545522.48
2972,01 Mascarilla ,2020-12-30,5447.23
2973,01 Higiénicos Masivos,2021-03-24,4323892.67
2974,10 Toallas Femeninas,2019-11-15,306904.87
2975,05 Pañales Bebe,2020-09-26,2344875.72
2976,01 Mascotas,2021-05-07,923.11
2977,02 Rollos de Cocina,2021-03-29,1691290.02
2978,10 Toallas Femeninas,2020-05-19,251486.54
2979,11 Toallas Húmedas,2019-11-04,33983.33
2980,38 Pañales Adultos,2019-12-04,77213.46
2981,04 Pañuelos Masivos,2020-05-27,10047.24
2982,10 Toallas Femeninas,2021-01-06,315873.18
2983,03 Servilletas Masivos,2020-12-01,231485.23
2984,11 Toallas Húmedas,2020-05-05,36636.84
2985,01 Mascarilla ,2021-06-28,121.91
2986,01 Higiénicos Masivos,2021-03-21,201379.5
2987,04 Pañuelos Masivos,2020-06-02,9431.0
2988,03 Servilletas Masivos,2021-06-05,284960.83
2989,03 Servilletas Masivos,2019-10-10,676040.33
2990,01 Mascotas,2021-05-10,298.5
2991,02 Rollos de Cocina,2020-02-05,859849.65
2992,05 Pañales Bebe,2021-03-28,112796.07
2993,38 Pañales Adultos,2020-02-03,32095.98
2994,11 Toallas Húmedas,2021-01-26,73251.21
2995,01 Mascotas,2020-05-19,61.53
2996,38 Pañales Adultos,2021-04-09,42598.79
2997,02 Rollos de Cocina,2020-02-01,480288.67
2998,10 Toallas Femeninas,2020-12-13,17089.08
2999,38 Pañales Adultos,2020-10-02,69927.04
3000,01 Mascotas,2020-05-22,406.56
3001,02 Rollos de Cocina,2020-09-23,1277503.92
3002,05 Pañales Bebe,2021-06-24,2680521.18
3003,04 Pañuelos Masivos,2019-10-30,20472.72
3004,03 Servilletas Masivos,2019-10-06,9615.3
3005,01 Higiénicos Masivos,2020-10-25,69039.99
3006,11 Toallas Húmedas,2019-12-08,490.89
3007,01 Mascarilla ,2021-03-26,4901.73
3008,10 Toallas Femeninas,2020-06-10,202067.7
3009,03 Servilletas Masivos,2021-06-01,217760.84
3010,04 Pañuelos Masivos,2021-06-25,6056.74
3011,05 Pañales Bebe,2020-11-01,39603.81
3012,01 Higiénicos Masivos,2021-04-29,4707236.21
3013,11 Toallas Húmedas,2019-12-02,30148.58
3014,38 Pañales Adultos,2021-03-31,118149.84
3015,04 Pañuelos Masivos,2019-12-24,8592.5
3016,01 Higiénicos Masivos,2020-11-03,3421372.5
3017,01 Higiénicos Masivos,2020-05-01,3842674.29
3018,05 Pañales Bebe,2020-12-26,1939070.41
3019,10 Toallas Femeninas,2019-12-13,214096.86
3020,10 Toallas Femeninas,2020-06-16,216477.76
3021,04 Pañuelos Masivos,2020-06-27,6845.68
3022,11 Toallas Húmedas,2020-06-05,47781.88
3023,38 Pañales Adultos,2020-08-11,73252.93
3024,05 Pañales Bebe,2020-05-08,1809357.28
3025,01 Mascotas,2021-01-09,1422.84
3026,04 Pañuelos Masivos,2020-12-30,13734.42
3027,02 Rollos de Cocina,2020-09-26,1236625.31
3028,03 Servilletas Masivos,2020-11-30,711328.94
3029,38 Pañales Adultos,2020-02-07,65782.47
3030,10 Toallas Femeninas,2020-06-13,198518.37
3031,01 Mascarilla ,2020-09-30,50.71
3032,10 Toallas Femeninas,2021-02-03,271931.15
3033,11 Toallas Húmedas,2019-11-29,41195.67
3034,01 Higiénicos Masivos,2020-04-28,5692273.36
3035,01 Mascarilla ,2021-04-01,829.0
3036,05 Pañales Bebe,2020-05-05,2329805.41
3037,10 Toallas Femeninas,2019-12-10,332657.71
3038,11 Toallas Húmedas,2020-06-02,62358.02
3039,05 Pañales Bebe,2019-11-01,554930.15
3040,01 Higiénicos Masivos,2020-10-31,11896675.41
3041,04 Pañuelos Masivos,2020-06-24,7986.01
3042,38 Pañales Adultos,2021-04-03,34486.76
3043,02 Rollos de Cocina,2021-03-31,3771546.77
3044,01 Mascotas,2021-01-12,1305.73
3045,04 Pañuelos Masivos,2020-12-27,506.66
3046,03 Servilletas Masivos,2020-12-03,323703.27
3047,03 Servilletas Masivos,2020-05-28,279519.37
3048,05 Pañales Bebe,2019-11-04,2079705.28
3049,38 Pañales Adultos,2020-02-10,37828.24
3050,11 Toallas Húmedas,2020-05-30,49577.38
3051,02 Rollos de Cocina,2020-09-29,1266300.05
3052,01 Higiénicos Masivos,2019-10-28,6468040.64
3053,01 Higiénicos Masivos,2021-06-23,4063133.25
3054,02 Rollos de Cocina,2020-03-27,1384523.57
3055,38 Pañales Adultos,2020-12-02,64607.48
3056,03 Servilletas Masivos,2019-11-30,882729.34
3057,04 Pañuelos Masivos,2020-07-03,7494.24
3058,38 Pañales Adultos,2021-06-06,441.58
3059,03 Servilletas Masivos,2020-06-03,285748.71
3060,10 Toallas Femeninas,2020-08-07,183075.04
3061,01 Mascarilla ,2021-01-27,16514.06
3062,38 Pañales Adultos,2019-10-11,155816.06
3063,01 Higiénicos Masivos,2020-12-25,103901.2
3064,38 Pañales Adultos,2021-05-31,61255.91
3065,04 Pañuelos Masivos,2021-02-20,4426.71
3066,01 Mascotas,2021-01-18,942.38
3067,05 Pañales Bebe,2020-06-29,2332001.11
3068,02 Rollos de Cocina,2021-05-22,1469080.42
3069,01 Mascotas,2021-01-15,51.09
3070,01 Mascarilla ,2021-02-02,20561.66
3071,05 Pañales Bebe,2019-11-07,2257909.54
3072,11 Toallas Húmedas,2020-01-29,31621.69
3073,01 Mascotas,2020-07-13,11.16
3074,11 Toallas Húmedas,2020-02-04,37326.57
3075,38 Pañales Adultos,2020-04-14,58893.57
3076,02 Rollos de Cocina,2020-10-02,879265.04
3077,02 Rollos de Cocina,2020-04-05,17016.68
3078,04 Pañuelos Masivos,2020-01-02,7726.6
3079,01 Higiénicos Masivos,2019-11-06,6606411.04
3080,01 Higiénicos Masivos,2019-10-31,10409078.09
3081,02 Rollos de Cocina,2020-03-30,1276355.54
3082,03 Servilletas Masivos,2019-12-03,748905.48
3083,10 Toallas Femeninas,2021-02-09,271070.67
3084,04 Pañuelos Masivos,2019-12-27,10516.94
3085,02 Rollos de Cocina,2020-04-02,1196443.49
3086,38 Pañales Adultos,2020-04-11,71251.47
3087,05 Pañales Bebe,2020-12-29,3716990.77
3088,01 Higiénicos Masivos,2021-06-26,3473110.94
3089,04 Pañuelos Masivos,2020-06-30,15359.43
3090,11 Toallas Húmedas,2021-03-25,84389.16
3091,03 Servilletas Masivos,2020-06-06,259430.05
3092,38 Pañales Adultos,2019-10-08,27815.81
3093,01 Higiénicos Masivos,2020-05-04,5415484.18
3094,02 Rollos de Cocina,2019-09-29,15547.04
3095,02 Rollos de Cocina,2021-05-25,1420207.03
3096,38 Pañales Adultos,2021-06-03,49208.74
3097,10 Toallas Femeninas,2019-12-16,215314.3
3098,03 Servilletas Masivos,2021-01-24,12038.92
3099,01 Higiénicos Masivos,2019-11-03,211126.22
3100,01 Mascarilla ,2021-01-30,21248.55
3101,11 Toallas Húmedas,2020-02-01,33905.69
3102,01 Mascotas,2020-07-16,1195.96
3103,10 Toallas Femeninas,2021-02-06,255302.97
3104,03 Servilletas Masivos,2019-12-06,850156.46
3105,04 Pañuelos Masivos,2019-12-30,14836.14
3106,11 Toallas Húmedas,2020-08-05,65771.98
3107,01 Mascotas,2020-07-22,553.85
3108,11 Toallas Húmedas,2020-07-27,62475.29
3109,38 Pañales Adultos,2020-04-08,63953.86
3110,02 Rollos de Cocina,2020-11-23,1094378.79
3111,03 Servilletas Masivos,2021-02-02,409026.66
3112,04 Pañuelos Masivos,2021-02-26,7464.53
3113,02 Rollos de Cocina,2021-05-28,1609970.47
3114,05 Pañales Bebe,2020-07-08,2077233.3
3115,10 Toallas Femeninas,2020-08-13,210244.74
3116,02 Rollos de Cocina,2019-10-02,604527.61
3117,01 Mascotas,2021-03-11,274.21
3118,01 Higiénicos Masivos,2020-12-31,8671462.45
3119,03 Servilletas Masivos,2021-01-27,519628.03
3120,05 Pañales Bebe,2020-07-02,2347547.61
3121,01 Higiénicos Masivos,2020-06-28,730.94
3122,05 Pañales Bebe,2021-01-04,1292699.0
3123,04 Pañuelos Masivos,2020-08-24,6591.96
3124,11 Toallas Húmedas,2020-08-02,4306.22
3125,38 Pañales Adultos,2020-10-11,209.13
3126,03 Servilletas Masivos,2019-12-09,509380.35
3127,02 Rollos de Cocina,2020-11-26,1141025.38
3128,11 Toallas Húmedas,2021-02-01,75617.57
3129,10 Toallas Femeninas,2021-02-12,218850.93
3130,11 Toallas Húmedas,2020-01-20,42507.36
3131,05 Pañales Bebe,2020-11-10,1470933.63
3132,01 Higiénicos Masivos,2020-03-16,12338176.23
3133,11 Toallas Húmedas,2021-01-14,64875.35
3134,02 Rollos de Cocina,2021-05-13,1210298.56
3135,38 Pañales Adultos,2021-02-19,75777.01
3136,11 Toallas Húmedas,2021-01-20,79002.57
3137,38 Pañales Adultos,2020-08-17,75044.24
3138,05 Pañales Bebe,2019-09-19,2115674.52
3139,11 Toallas Húmedas,2020-07-15,65891.07
3140,04 Pañuelos Masivos,2021-02-11,3990.72
3141,01 Mascotas,2020-05-25,64.17
3142,10 Toallas Femeninas,2021-01-28,199310.43
3143,03 Servilletas Masivos,2019-11-21,707362.16
3144,01 Higiénicos Masivos,2021-05-08,3715300.3
3145,02 Rollos de Cocina,2020-03-24,1295145.32
3146,01 Higiénicos Masivos,2019-09-12,5943307.63
3147,02 Rollos de Cocina,2019-09-20,736517.18
3148,03 Servilletas Masivos,2019-11-27,638478.95
3149,04 Pañuelos Masivos,2019-12-21,9602.03
3150,38 Pañales Adultos,2019-12-26,66934.42
3151,05 Pañales Bebe,2021-05-15,1426408.76
3152,10 Toallas Femeninas,2020-07-26,11288.64
3153,01 Mascarilla ,2020-11-12,1082.77
3154,01 Mascarilla ,2021-05-17,1794.91
3155,05 Pañales Bebe,2020-11-13,3179659.21
3156,10 Toallas Femeninas,2020-01-25,260033.74
3157,01 Higiénicos Masivos,2021-05-11,3537788.7
3158,38 Pañales Adultos,2021-02-16,69202.01
3159,02 Rollos de Cocina,2021-05-16,23116.32
3160,11 Toallas Húmedas,2020-07-18,29769.9
3161,05 Pañales Bebe,2020-05-11,2669058.41
3162,01 Higiénicos Masivos,2020-11-06,4559174.73
3163,01 Mascotas,2020-11-27,2931.36
3164,10 Toallas Femeninas,2021-01-31,14813.68
3165,01 Mascotas,2020-11-30,2856.6
3166,02 Rollos de Cocina,2020-03-21,477439.23
3167,02 Rollos de Cocina,2020-11-11,2051770.32
3168,38 Pañales Adultos,2020-08-14,73870.54
3169,11 Toallas Húmedas,2021-01-17,6883.63
3170,03 Servilletas Masivos,2021-01-15,368620.1
3171,04 Pañuelos Masivos,2021-02-08,4286.08
3172,01 Mascotas,2020-05-28,198.57
3173,11 Toallas Húmedas,2019-11-26,42682.51
3174,02 Rollos de Cocina,2019-09-17,634383.18
3175,04 Pañuelos Masivos,2019-12-18,16906.92
3176,03 Servilletas Masivos,2019-11-24,23002.51
3177,01 Mascarilla ,2021-05-14,1939.16
3178,10 Toallas Femeninas,2020-07-29,156345.63
3179,01 Higiénicos Masivos,2019-09-15,77739.04
3180,04 Pañuelos Masivos,2020-08-18,6907.19
3181,10 Toallas Femeninas,2020-01-28,228050.72
3182,01 Higiénicos Masivos,2021-05-14,3690903.76
3183,11 Toallas Húmedas,2021-03-22,63327.48
3184,38 Pañales Adultos,2021-04-21,87890.92
3185,02 Rollos de Cocina,2019-09-26,706691.33
3186,04 Pañuelos Masivos,2020-08-12,33216.22
3187,03 Servilletas Masivos,2020-07-19,5836.58
3188,01 Mascarilla ,2021-03-14,624.6
3189,05 Pañales Bebe,2020-05-17,36271.79
3190,03 Servilletas Masivos,2021-01-21,385988.78
3191,04 Pañuelos Masivos,2021-02-14,5.59
3192,02 Rollos de Cocina,2021-05-19,1022859.24
3193,01 Higiénicos Masivos,2020-11-09,4207010.39
3194,11 Toallas Húmedas,2020-03-18,23364.68
3195,01 Higiénicos Masivos,2020-05-10,30223.94
3196,03 Servilletas Masivos,2021-01-18,362735.82
3197,05 Pañales Bebe,2020-11-16,3384949.88
3198,02 Rollos de Cocina,2020-11-14,1204466.19
3199,05 Pañales Bebe,2019-11-13,2457896.33
3200,10 Toallas Femeninas,2020-08-01,170480.9
3201,10 Toallas Femeninas,2021-03-24,283424.01
3202,11 Toallas Húmedas,2020-09-20,396.44
3203,38 Pañales Adultos,2020-10-17,107848.58
3204,01 Higiénicos Masivos,2019-09-18,6270171.36
3205,02 Rollos de Cocina,2019-09-23,700138.61
3206,04 Pañuelos Masivos,2020-02-11,15841.81
